,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X000001.CH.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X002142.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X12.HK.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.182344131427955,0.102816866307705,0,0,0.340565412126965,0,0,0.0134061791280357,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228351995896526,0,0,0,0.0925042610551487,0,0,0,0.110063970684503,0.0518191662522568,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0392702968166828,0.00420451672219902,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0581701764257941,0,0,0.243161441686455,0,0,0.304360748639257,0,0.0357984613259087,0,0.042793857777434,0.0125690734051453,0,0,0.188318677465977,0,0,0,0,0,0,0,0,0,0,0,0.063237572965882,0,0,0,0.238701484559495,0,0.00239446949985864,0,0,0,-0.0540426685266032,0,0,0,0,0,0,6.93889390390723e-18,0.010201180048371,0,2.16840434497101e-19
X600036.CH.EQUITY,0,0,0,0,0,0.102688704072529,0,0,0,0,0,0.0570681870294595,0,0,0,0,0,0,0,0,0,0,0,0,0.0433905338099251,0.374777038356385,0,0.165994147483577,0,0,0,0,0,0,0,0,0,-0.1018539569849,0,0,0,0,-0.0290990091874853,0,0,0,0,0,0,0.0500098940117246,-0.0522187377322045,0
X601939.CH.EQUITY,0.56584346273251,0.0716017741951026,0,0,0,0,0,0,0.171226271797291,0,0,0,0,0,0,0,0,0,0.0884691268593045,0,0,0,0,0,0,0,0,0.125385658880454,0,0,0,0,0,0,0,0,0.115139191286064,0.0512312997430321,0,0,0,0,0,0,0,0,0,0,0,0.117452328612804,0.0459934012440246,0
X601288.CH.EQUITY,0,0,0,0.105125529601165,0,0,0,0.433268379592054,0,0,0.104171710869718,0,0,0,0,0,-4.33680868994202e-19,0.0765481672245256,0,0,0,0.00395012581819664,0.0260106121991637,0,0.151011139811031,0,0,0.017865161324854,0,0,0,0,0.120372782826987,0,0,0,-0.0449319204890657,0,0.00967510912722522,0,0,0,0,0,0,0,0,0,0,0,0,0.0373282194300808
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0639572143908773,0,0.314232255027294,0,0,-8.67361737988404e-19,0,0,0.0463988826482762,0,0,0,0,0.1020147486318,0,0,0,0,0,0.0205933590221844,0,0,0,0.0106009936226794,0,0.0581254043185438,0,0,0,0,0.0465508202273126,0,0.22802655172604,0.23230951594124,0,0,0,0,0,0,0.0346165557502507,0,0,0,0.150386287036646
X601628.CH.EQUITY,0,0,-0.143083802019359,0,0,0,0,0,0,0.0970819908467027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496810416748268,0.098958882305756,0,0,0,-0.042465638386232,0,-0.0832249001044677,0,0,0.370440155579889,0,0,-0.000517341731346821,0.369276461624675,0,0,0.0497878312969652,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.177161266538806,0,0,0,0.407945054474429,0,0,0,-0.0270078030671573,0,0,-0.114028985757224,0.0751853694468105,0,0,-0.0170991025949921,0,0,0.158395506567377,0.106556248873607,0,0,0,0,0.0448580455485881,0.0412061390770952,0,0,0,0,0,0,-0.136079458620601,0,0,0,0,0,0,0.0843195043382736,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0788160591684575,0,0,0
X5.HK.EQUITY,0,0.223786704690317,0,0.095671977083784,0,0,0,0,0,-0.144940383823113,0.0387613643490753,0,0.0326230117295284,0,0,0,0,0,0,0,0,0,0,0.281258172877201,0,0,0.117707908994188,0,0,0,0,0,0.00881166589802049,0.0448492346685657,0,0,0,0.235478559513441,0,0,0,0,0,0,0,0,0.046201536756573,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.101790012904698,0,0,-0.07642304776359,0,0,0,0,0,0,0,0,0,0.278359127723979,0,0,-0.0576730952956285,0,0,0,-0.152745003264454,0,0,0,0,0,0,0,0,0,-0.291000256556635,0,0,-0.164505880295192,0,0.345232374116412,0.246413479217884,-0.0625506457319843,0,0,0,0.254472809545145,0,0,0,0,0,0,-0.066697469609012
