,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X600606.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.121381920908339,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0871436343582519,0,0.410515216705886,0.449973615381888,0.0138577090356015,-0.257975760046973,0,0,0.276235348591936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442599543578333,0,0,0,0,-0.175705103414919,0,0,0
X601318.CH.EQUITY,0,0,0,0,6.93889390390723e-18,0.151280760911376,0,0,0,-0.0105508220037013,0,0,0,0.200848424698779,0,0,0,0.0471918738972862,0,0,0,0,0,0,0,0,0,0,0,0,0.120890557045782,0,0.019753964323695,0,0,0.150061702175835,0.183663415572861,0,0,0,0,0,0,0,0,0,0,0,0,0.0848875925098739,0,0
X601939.CH.EQUITY,0,0.0689586425651108,0,0,0.807120981960736,0,0,0,0,0.00202603930823171,0,0,0,0,0,0.0834206867379645,0,0.0186161063549624,0.0584229889729175,0,0,0.00324016253559266,0,0,0,0,0.0104589211870638,0,0.00997570619045302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.11075389923426,0,0.475890500686915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105095562744117,0.297767905510296,0,0,0,0,0,0,0,0,0.147633567620193,0.00547760378690883,0,0,0,0.131712288329673,0
X601288.CH.EQUITY,0,0,0.95074252900308,-0.051370780079924,0,0,0,0,0,0,0,0,0,0,0,0,0.00393636098330995,0.0703690489051332,0,0,0,0,0,0,0,0,0,0.0267759170553386,0,0,0,0,0.0328932853595491,0,0,0,0,0,-0.000760635250242821,0,0,-0.0658062477388286,0,0,0,0,0,0,-0.0739440119197088,0,-0.0324765815446319,0
X600036.CH.EQUITY,0,0,0.407999262186878,0,0,0,0,0,0.0244474496719262,-0.00633048890594023,0,0,0,0,0,0.107651957904615,0,0,0,0.0048691825727259,0.0119307853778634,0,0,0,0,0,0.189165497906379,0,0.125274466363254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,-0.1149970646713,0.00637808197969303,0.0426549768130753,0,0,0,0,0,-0.0359968283118588,0,0.183049068120808,0,0,0,0,0,0,-0.0508472448082257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0768266118549358,0,0,0,0,0,0,-0.0352622805188799,0.908335017746433,0.0543875921058752,0
X1299.HK.EQUITY,0,0,0,0.158184704526334,0,0,0,0,0,0.132062463430298,0,0,0,0,0,0,0,0,0,0,0,0,-0.20812706180401,0,0,0.0835672807701812,0.419954449176282,0,0,0.163705990490225,0.380577936677542,0.0949023735446093,0,0,0,0,0,0,0,0,0,0,0,0,-0.17218500420296,0,0,0,0,0,0.0889873222619742,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118050499973346,0,-0.0552245511762257,0,0,0,0,0,0,0,0.315513844928051,0.33228207243007,0,0,0,0,0,0,0,-0.209344760267674,0,0,0,0,0,0,0,0.0689653632962608,0,-0.0401865853309392,0,0,0.27956289756874,0,0.134217054576979,0
X388.HK.EQUITY,0,0,0,0.324833866062574,0,0,0,0,0,0,0,0,0,0,0,-0.00993343453700554,0.0291979095695592,0,-0.240419782544006,0,0,0,0,0,0.459573713577656,0,0,0,0,0,0,0,0,-0.00954107313658572,0,0,0,0,0,0,-0.0718724069428022,0,0,-0.127558116521222,-0.0463630898201109,0.282328621889287,0.0275460479220946,0,0,0,-0.123445249886501,0
