,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.29542839984823,0.0273511151386617,6.93889390390723e-18,0,0,0.447033972134527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105028394821181,0.0519802309271445,0,0,0,0,0,0,0,0,0,0,0.0796445437835426,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.189387143272921,0,0,0,0,0,0.17780286479384,0,0,0,0.0808989119026986,0,0.0932023220812696,0,0,0.0195017101507115,0,0,0.19558591519201,0,0,0,0,0,0,0,0,0,0.0675172554628483,0,0,0,0,0,0,0.0593166354809026,0,0,0,0.02551881436169,-0.0385196763756606,0,0,0,0,0.0509732799821022,0,0,0,-0.0880192640462736
X601939.CH.EQUITY,0.45515987603326,0.133286192826586,0,0,0,0,0,0.244166828122495,0,0,0,0,0,0,0,0,0.0117347555925996,0,0,0,0,-0.139384798577335,0,0,0,0,0,0,0.160629083319425,0,0,0,0.118899906508232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117168190455771,0.156790074625217,0
X600036.CH.EQUITY,0,0.128448542125591,0,0,0,0,0.0789851617695458,0.0847571931881691,0,0,0,0,0.106708633618662,0,0,0,0,0,0,0,0,0,0.0133666144977826,0,0,0.0984977710633673,0,0,0.0727717278617416,0,0,0,0,0,0,0,0,0.0419693235162083,0,0.00552500655114782,0,0,0,0,0,0,0,0,0,0.349305921345267,-0.221112742724987,0
X601288.CH.EQUITY,0,0.000420250232304866,0,0,0,0,0,0.562340711768917,0,0,-0.0819416401343493,0.0378480671253965,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0601874269546848,0.0759076313418182,0,0,0.104970170763792,0,0,0.112676468217804,0,0,0,0.055649903210254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531062428383935,0,0,0.00563923976923541,0
X601628.CH.EQUITY,0.0836216786607061,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.00411861576779407,0,-0.100521047206179,0,0,-0.239223428138149,0,0,0,0,0,0.187360441168109,0,0.0886055648553371,0,0,-0.0797760818662031,0,0,0,0,0,0,0.558782325074983,0.056567334536283,0,0,0,0,0,0,0,-0.0673379258494659,0,0,0.0739531042825926,0,1.73472347597681e-18,0,0,0.0189312973662399,0
X1299.HK.EQUITY,0,0,-0.0532459839672711,0.0366565633479673,0,0,0,0,0,0,0.149347987160533,0,0,0,0,0,0,0,0,0.165931222919852,0,0,0.21263565344728,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0605975122971919,0,0,0,0.160532085533954,0.0342871651219844,0,0.149715228500751,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.13835803639667,0,0.0943599234547073,0,0.372675599765495,0,0,0,0,0,0,0,0.218390851402653,0,0,0,0.111053323184103,0,8.67361737988404e-19,0,0,0,0.0171861817071278,0,0,-1.73472347597681e-18,0,0,0,0,0.120441038405106,0,0,0,0,0,0.010893190069369,0,0,0,0,0,0.00590231131028101,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.129824819175827,0,0,0,0,0,0,0,0,0,0,0,-0.0647236797334147,0,0,0,0,0,0,0.226718903298344,0,0.182079794215032,0,0.143966931695042,0,0,0,0,0,0,0,0.0564721203103874,0,0,0,0,0,-0.0784747374462431,0.182876727952839,0.0422291342708254,0,0.284423169903254,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0707165950240708,0.16575943436568,0,0,0.104112948220012,0,0,0,0,0,0,0,0,0,0,0.138456651924129,0,0.422526130045856,0,0,0,0,0.04866587665334,0,0,0.00623413925122431,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0216794113322723
X388.HK.EQUITY,0,0,0,-0.0704000025585287,0,0,0.229510267495561,0,0,0,0,0,0,0,-0.0137813951492834,0,0,0,0,-0.107600589634016,0,0.495907343150166,0.00855179759989636,0,0,0,0,0.0265251950763181,0,0,0,0,0,0,0,0,0,0,0.135153666901669,0,0.0789819510800269,-0.0796075417825753,0,0.143382045948222,0,-0.366361046618919,0,0.00810385732157638,0,0,0.172353793087977,0
