,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.651637011560048,0,0,0.020964384157925,0,0.0614874227991542,0,0,0,0,0,0.0738493219608389,0,0,0,0,0.0486879781601863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562995286335842,0,-0.0374447007921187,0.0433539419293048,0.0199090405442699,0,0,-0.0201497556812949,0,0,0,0
X601939.CH.EQUITY,0.174329074639773,0,0,0.614367891542118,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283810846290215,0,0,0,0,0,0.114480452228205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00997821492390898,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0127580770071725,0,0,0,0,0,0,-2.16840434497101e-19,0.0856618070053879,0.295224657319176,0,0,0,0,0,0,0.141298559689515,0,0,0,0,3.46944695195361e-18,0,-3.46944695195361e-18,0.0481459597541977,0,0,0,0.0032242144431742,0,0.0667530434939961,0.192061172269156,0,0.0138952639575583,0,0,0,0.0199419352062412,0,0,0.0642714803056539,0,0
X601288.CH.EQUITY,0.211888058746919,0.225672915115174,0,0,0,0.0589608285354225,0,0,0,0,0,0,0,0,0,0,0,0.140293923721892,0,0,0,0,0,0,0.0471886624486325,0,0.121720920663866,0,0,0.0648395651642579,0,0,0,0,0,0,0.0103146919752518,0,0.0569253696464791,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,-0.106814459601515
X5.HK.EQUITY,0,0,0,0,0,0.31451165626097,0,0.468443406617136,0,0,0,0,0,0,-0.0956913195787674,0.0986298387890751,0.19113876844124,-0.033295165101206,0,-0.286321707946502,0,0,0,0,0,0.421085677508323,0,0,-0.0277409970488248,0.120468963448464,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206255607123865,0,-0.472523901208471,-8.67361737988404e-19,0,-0.158795448443893,0.10727572299532,0
X601988.CH.EQUITY,0.116201879353708,0.0104041699690425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584130735112515,0.0365012277166365,0,0,0,0,0.0119285076907074,0.14934034050375,0,0,0,0,0,0,0,0,0,0.06160371321094,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.0870809415159761,0
X600036.CH.EQUITY,0,0,0,0,-0.0265027745839531,0,0,0,0.0298096791100854,0,0,-0.0023658429744185,0,0,0,0,-0.0202022637809357,0.0418640251705008,0,0,0,0,0,0,0.758991971735651,-0.00659118898450281,0.0300177309335275,0,0,0.102037994990288,0,0,0,0,0,0,0,0,0,0,0,0,0.0652515343709685,0.0704657643936809,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.21103207358095,0,0,0,0,0,0,0,0.230867570749319,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,5.42101086242752e-20,0,0.193107017039282,0.125757475309951,0,0,0,0,0.128552926585843,0,0,0,0,0,0,0,0,0,-0.0434598377931306,0,0.0591153119239876,0,0,0,0,0.0909159892472275
X601628.CH.EQUITY,0,0,0.218319022036216,0,0,0,0.0307741507663244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505686968609515,0,0,0,0,0,0,0,0,0,0,0,0,0.402711258608502,0.231693849701656,0,0,0,0.0293128476865222,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.171810476291243,0,0,0,0,0.115084065825024,0,0,0,0,0,0,0.256717460582666,0,0,0,0,0,0,0,0.224863903771403,0,0,0,0,0.0656291490870062,0,0,0,0,0.00607940553539266,0,-0.00585980788213069,0,0,0,0,0,0.198596924656613,0,0,0,0.00222022561935239,0,0,0,0.027851483997938,0,0,0
