,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X17.HK.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.254114411629672,0,0,0,0,0,0,0.127080945485411,0,0,0,0,-0.169646375436573,0,0,0,0,0.367900091919046,0,0,0,0,0,-1.38777878078145e-17,0.233217674924862,0,0.0815753997525101,0,0.105636196944537,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,-3.46944695195361e-18,0,-0.0575798173773354,0,-0.0552886418272676
X601318.CH.EQUITY,0,0,0,0,0,0.0260389500244494,0,0,0.243247806580376,0,0,0.267185939394797,0,0,0,0.0985849112379385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108924424442622,0,0,0,0,0,0,-0.254695234573115,0.0954705859212846,0,0,0.177915998496524,0,0,0,0,0.101708075312161,0,0
X601939.CH.EQUITY,0.439499686996323,0,0,0,0,0.190459988916245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569598374368829,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360539043936513,0,-0.153163759853328,0,0.0862835134784413,0,0,-0.0110077163853432,0,0,0,0
X601288.CH.EQUITY,0.508100074128751,0.015888843232419,0.133614567075846,0,0.122278155234053,0.0656924578470107,0,0,0.0345094529793928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0752063831379757,0,0,0,0,0,0,0.053396411966558,0,0,0,0.0780239338393843,0.18545001520233,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.116169812946567,0.18830212041447,0.139966087878552,0,0,0,-0.155941972487996,0,0,0,0.229108756045562,0,0,8.67361737988404e-19,0,0,0.590348404894719,0,0,-0.0643225370967896,0,0,0.141053629092829,0,0,-0.166678344703498,0,0,0,0,0,0,0,0,0.0231314636834526,0,0,0,0,0,0,0,0,0,0.145594489081621,0,0,0.118114775633168,0
X601988.CH.EQUITY,0.0874605267722368,0.0230685953800095,0.143787189992519,0.204943867664645,0,0,0,-0.0225287031273174,0.144383608013377,0.0965045090250748,0.175513173610899,0,-0.350176522201401,0,0,0,0,0,0,0,0,0,0.138920963026908,0,0,0,0.0678471072604633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336359397427595,0,0,0,0,0.0425662504027241
X600036.CH.EQUITY,0,0.372163143076225,0,0,0,0,0,0.034327207044983,-0.0112398910361305,0,0,0,0,0.288333718068793,0,-3.46944695195361e-18,0.0201779869655023,0,0,0,0,0,0,0.176251079845671,0,0,0,0,0,0,0,0.0927032601787338,0,-0.0399122573211997,0.000544414852262531,0,0,0,0,0,0.164788337113914,0,0,0,0,0,0.0163948660749154,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.161047083522308,0,0,1.73472347597681e-18,0,-0.0488560925401229,0,-0.0494400717170913,1.73472347597681e-18,0,0.274053389957226,0.273015275773688,0,0,0.143442819470672,0,0,0,0,0,0.0955161991900296,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710561864048444,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0789291626677066,0.244543720745392,0,0,0,0.0254108201127961,0,0,0,0,0,0,0,0,0,0,0,-0.103212967728462,0,0,0,0,0,0,0,0,0.0366357069281829,0.105794116999535,0,0,0,0,0,0.0220661762565216,0,0,0,0,0,0,0,0,0,0,0,0.157329588100839,0,0,0.0262081706008169,0.299409064851518
X601166.CH.EQUITY,0.117395278010886,0,0,0,0,0.0437511592269946,0.499670100186778,0,0,0,0,0,0,0.0393398528429537,0,0.246709701499509,0,0,0,0,0,0,0,0,0,0,0,0.0835485788362528,0,0,0,0.0441059538412919,0,0.109042358942171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.070382652693216,0,0,0.126827342637982,0,0,0,0,0.0188955097478825,0,0.0821628449798042,0,0,0,0,0,0,0,0,-0.1302727580725,0.252236071526371,0.22497370171881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297349169108318,0,0,0.203342131979625,0,0.0313879034467144,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.241445517522892,0,0,0,0.400635691212375,0,0,0.0792848156652684,-0.0308717663009912,-0.0844281425223974,-0.0733924570783353,0,0,0,0,0,0,0,0,0,0,0.165668351976608,0,0,0,0.0364723635003717,0,0,0,0,0,0,0,0,0,0,0.0744206265674759,0,0,0,0.0474228169532152,0.155407738846557,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134171193036644,0,0.00624979391912915,0,0,0.130585527480791,0,0,0,0.0192799891011231,0.044091221014199,0,0,0.340311826279406,0,0,0,0.349439550912385,0,0,0,-0.0349839275034344,0,0,0,-1.73472347597681e-18,0,0,0.0400079549488502,0,0,0.121352664451925,0,0
