,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.342619931427928,0.0577232994660909,0.123833216304762,0,0,0,0,0,0,0.2018121149467,0,0,0,0.0215574732387997,0,0,0,0,0,0,0,0,-0.0207598046050792,0,0,0,0,0,0.0606025604635594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404601147415745,0,0,0,0.170340661743497
X601939.CH.EQUITY,0.510256885611658,0,0,0.117391074414762,0,0,-0.136684631028589,0,0,0,0,0,0,0.16134324572587,-0.054856703809882,0,0,0,0,0,0,0,0,0,0,0.0278949761192923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223516451914441,0,0,-0.0838375430756718
X601318.CH.EQUITY,0,0,0,0,0.222440519543373,0,0,0,0,0,0,0,0,0,0.0400735707717957,0,0,0,0,0,0,0.19051265813898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252185229962493,0,0,0,0,0,0.205511854567414,0,0.00553478969639451,0,0,0,0,0.0812477112586102,0
X601288.CH.EQUITY,0.372217697265409,0,0,0,0.215073921393579,0,0,0,0,0,0,0,0,0.145779387955598,0,0,0,0,0,0.0914396310448611,0.0312700273965319,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0830971865725658,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.00467217064621243,0
X601988.CH.EQUITY,0,-1.38777878078145e-17,0,0.500463674660637,0,0,0,0,0,0.216716154462676,0,0,0,0,0,0.32715966612917,0,0.076107111194828,0,0,0.0173895307725346,0,0,0,0,0,0,0.0215090004627284,0,0,0,0,0,0,0,0,0,-0.565605190450276,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.278306881739022,0,0,0,0,0,0.0920471572914921,0,3.46944695195361e-18,0,0,0,0.0101091002918832,0,0,0,0,0,0.186830516613042,0.0433598833036156,0,0.0906640809771807,0,0,0,0.0161002123754638,0,0,0,0,0.172107556949031,0,0,0,0,0.105900461068455,0,0.0157206530069896,0,0
X1299.HK.EQUITY,0.087931109586521,0,0,0,0,0,0,0,0.18613261020597,0,0,0,0,0.0940042677673533,0,0,0.0569098511063079,0,0,0,0,0,0.0112350119628508,0,0,0,0,0,0.250940148407484,0,0,0.101228044426732,0,0,0,0.0487214729785357,0,0,0,0,0,0,0,0.0253880638866769,0,0,0.0642964919542948,0,0,0,0
X5.HK.EQUITY,0,0,0,-0.148421001482146,0,0,0,0,0,0,0,0,0.157056222033898,0,-0.0181131515816211,0,0,-0.0851278538902712,0,0,0.0358901800770661,0,-0.547154220397242,0.890432554844704,0,0,0.539964166422509,-0.0467429883392378,0,0,0,0,0,0,0,0,0,0,0.400125447360409,0,0,0,0,-0.185084026588942,0,0,0,0,0,0,0.0748005272570897
X601628.CH.EQUITY,0.110734527514487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152330743309367,0,0,0.0583326125909786,0.0876602949586989,0,0,0,0,0,0,0.162852650687461,0,0,0,0,0,0,0,0,0,0,0,0,0.0403595451852067,0.152532173342271,0,0,0,0,0.0202115339068569,0.0252366700511745,0,0.0729523473666955
X601658.CH.Equity,0,0,0,0.177039900138702,0.0576410488306083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11105011597717,0.282025667248999,0,0,0,0,0,0,0,0,0,0.0601685146006695,0,0,0,0,0,0,0,0,0.336638125480283,0,0,0
X601328.CH.EQUITY,0.0718960856199597,0,0,0.521888017309571,0,0,0,-0.045750994880778,0,-0.110065871366671,0,0,0.0193323419089265,0,0.0377494682376833,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219551649545126,0,0.0711744392080922,0,0,0.173963792364295,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107531928734961,0,0
X601166.CH.EQUITY,0,0,0,0.00208975030976779,0,0.430036701091476,0,0,0,0,0.0431819898063874,0,0,0.000617841551929027,0,0,0,0.0404004102290257,0,0,0,0,0,0,0,0,0,0,0,0.214669145365091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361530418117986,0.0392884933135544,0.107368058299179,0.0432446906685402,0,0
X388.HK.EQUITY,0,0,0.383320876515917,0,0,0,0,0,0,0,0,0,0,0.00407984039706947,0,0,0.0846890802573168,0,0,0.0377497117691899,0,0,0.0518399163734138,0,0,0,0,0,0,0,0,0.0728501728702958,0,0,0,0,0,0,0,0,0,0,0,0.0432079134101285,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.210474418141747,0.0879241181394473,0,0,0.0925108458380516,0,0.0103894974121512,0,0.0272926151457777,0,0,1.73472347597681e-18,0,0,0,0,0.0469579168505198,0.0833286172227351,0,0.0302047360886245,0.0222542678647318,0.0969420334334024,0,0,0,0,0,0,0.0642419548685362,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558437009693644,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106020929866182,0,0,0.383271725047666,0.0840774449628745,0.0424788679932986,0,0,0.162634064896987,0,0,0.0915838035421629,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0190456295549677,-0.00232072717959078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210496177230131,0,0,0,0,0.0295473416992306,0,0,0,0,0.163340883769579,0,0,0,0,0.0814053428644692,0,0,0,0.116908105410556,0.280193653670696,0,0,0,0,0.134558216421396,0
X16.HK.EQUITY,0,0,0,0,0,0,0.000396557476815173,0,0,0,0,0,0.0853316158423205,-3.46944695195361e-18,0,0,0,0,0,0.198802784893799,0,0,0.109466158041301,0,0,0,0,0,0,0,-0.10299780182348,0.24131244907202,0,0,0,0.143712125449558,0.184729754147372,0,0,0,0,-0.141781258279569,0.183736249919566,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.108840082050677,0,0,0.200955211827992,0,0,0,0.0950635690111131,0,0.21082048055031,0,0,0,0,0,0,0,0,0,0,0,-0.14026065721844,0.0891831672355578,0,0,0,0.078315579236904,0,0,0.135216928294061,0.145611545215405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
