,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0797372840403792,3.46944695195361e-18,0,0,0,0,0.0411316127562775,0,0,0,0,-0.37298589621599,0,0,0,0,0,0,0,0,0,-0.113517718998349,0,0,0,-0.329059061289109,0.0993134150240338,0,0.743400646402437,-0.0608577884782394,0.364109898252502,0,0,0,0,0,0,-0.0273978278899168,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.169191734267768,0,-6.93889390390723e-18,0.0294916344405369,0,0,0,0.0296959651057713,0,0,0,0,0,0,0,0,0,0,0.162118196444958,0,0,0,0,0.0554715928324856,0,0,0,0,0,0,0,0.478094283220086,0,0,-0.0529398841724224,0,0.0550559333148661,0,0,-0.0208617528011516,0,0,0,0
X601939.CH.EQUITY,0.384163973607546,-0.176726683609305,0,0,0.0760679817167629,0.0253264465262721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111836269569699,0,0,0,0,0,0.234955047222354,0,-0.0351155886904595,0,0.0651912006925127,0,0,-0.0675644345919662,-0.299328133157647,0,0.577696393257287,0,0,0,0,0,0.062371298483481,0,0.0599718562100521,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.0262428337682233,-0.0281806879004033,-0.184588124421463,0,0.0282377036806107,0.520445971591529,0.216695837287039,0,0,0,0,0.174970570770053,0,0,0,-7.49276910867189e-05,0,0,0,0,0,-0.120102352528225,0,0,0,-0.565014021805519,0,0,0,0,0,0,0,0,-0.0178197008682508,0,0.342748155778007,0,0,0,0,0,0,0,0
X5.HK.EQUITY,-0.177205800697163,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253827248367649,0.031235317797434,0,0,0.204614823642671,0.121016834869062,0,0,0.473214756611448,0,0.00126430080232335,0,0,0,0,-0.231837531805478,0,0,0,0,-0.000211282800609153,0,0,0,0,0,-0.127497512909205,0,0.190435843756619,0,0,-0.0684036505782789,0,0,-0.136124531062033,0
X601988.CH.EQUITY,0.235636064107133,0,0,0.642502884110836,0,0,0.0478651024925343,0,0,0,0.0952177104183488,0,0,0,0,0.196948807439495,0,0,0,0,0,0.00744050922495008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147173308911882,0,0,0,0,0,0.074404596805068,0,0,0,0,0.0177077586383177
X600036.CH.EQUITY,0,0.64148126090411,0,0,0,0,0,0,-0.204442502885182,0.597796280102436,0,0,1.38777878078145e-17,0,0,0,0,0,0,0.0872350459762291,0.0143606684995485,0,0,-0.0438863260938211,0,0,0,0.0478803521170355,0,0.108746583018342,0,0,0,0,0,0,-0.076471604554876,0,-0.124710790417864,0,0,0.00425883127874014,0.166487942076572,0,0,0,0,0.0042310072542231,0,0
X1299.HK.EQUITY,0,0.0437844141171071,0.00580675447051548,0,0.0761230626882871,0,0,0,0,0,-0.0617840207570719,0,-0.0257122842214057,0.138082965813562,0,0,0.249735971562855,0,0,0.0545219002113953,0,0,0,0.0863935703695541,0,0,0,0,0,0,0,0,0.218094999289983,0,0,0,0,0,0,-0.098804555437685,0,0,0,0,0,0,0.16949114667121,0.0588932956148194,0.0285117128384721,0
X601628.CH.EQUITY,0,0.0347474327186815,0,0.0570946974060859,0,0,0,0,0,0,0,0,0,0.332338068628093,0,0,0,0,0,0,0.00713570219563697,0,0,0.0931644233419632,0,0,0,0,0,-0.0548293033057642,0,0,0,0,0.0482017355053937,0,0,0.220070335955722,0.0188576147380083,0,0,0,0,0,0,0,0.130821862449062,0,0,-1.0842021724855e-19
X601328.CH.EQUITY,0,0.226688672597264,0.393680766080532,0.042330133171385,0,0,0.409898700670337,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491255508692264,0,0,0,0,0.220249163624829,0.389008641711256,0,0,0,0,-0.0028761022222831,0,0,0,0,0,0,0,-0.118258506590043,-0.172414908130743,0,0,0,0,0,-0.605908977858123,0,-0.00421759324465663,0
X601166.CH.EQUITY,0,0,0,0.271328434760128,0,0.229031392147607,0,0,0.0742600804054111,0,0,0,3.46944695195361e-18,0.374362035917089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12297902077469,0,0,0,0,0,0,0.267815622892216,0,0,0,-0.055953863223507,0,-0.124484238285239,0,0,0,0,0
X601319.CH.EQUITY,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192299407918512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140544455138846,0,0.277395411888642,0,0,0,0.0321754441571009,0,0,0,-0.124181571801947
X600000.CH.EQUITY,0,0,0,0,0,0.23503732944797,0.342904218922273,0,-0.00965759068468294,0.16851019715062,0,0,0,0.520231803095932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100589164368075,0,0.0137502850466961,0,0,0,0,0,-0.300417785697162,0,0,0,0,0,0.0167756804167775,0,0,0.0349972372959799,0,0,0
X601601.CH.EQUITY,0,0.338771672681108,0,0,0,-0.250223963623667,0,0,0.279760183870385,0,0.0566713380645141,0,0,0,0.198390322262683,0,0,0,0,0.026461263542465,-0.0262779707725105,0,0,0,0,0.0800624578178385,0,0,0,0,0,-0.0121752361562425,0,0,0,0,0,0,0.0778308565373163,0,0,0,0,0,0,0,0,0,0,-0.025650526030187
X000002.CH.EQUITY,0,0,-0.0646928706712701,0.0257911137996377,0.0671889048442827,0,0,0,0,0,0,0,0,0.342079214478031,0,0,0,0,0,0,-0.0816611723191759,0,0,0,0,0,0.252839973763636,0,0,0.352269796349154,0,0,-0.358929156483912,0,0,0.0319932802166213,0,0,0,0,0,0,0.158402980777646,0,0.0522402890003644,0,0,3.46944695195361e-18,0,0.376915016781724
X11.HK.EQUITY,0.0475370183677574,0,0.111542645020389,0,0.268821229290277,0.0503405767563318,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.149099909852906,0,0,0,0,0,0,0,0,0,0.00969372059879457,0.142882433717026,0,0,0.108454992160385,0.109882632189322,0,0,0,0,0,0,0,0,-0.0445307744210494,0,0,0,0,0,-0.0991822523518309,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.155017231012158,0,0,0,0,0,0,0,0,0,0,0,0,0.0280661811936456,0,0,0,0,0.130650120579963,0,0,0.134257435993548,0,0,0,0.0445903500320342,0.190198416484329,0,0,0,0,0,0,0.286596406902027,0,0,0,0,0,0.0617523056386406,0,0,0
X600030.CH.EQUITY,0,0.152403659039278,0,0,0,0.153138932588504,0,0,0,0,0,0,0,0,0,0,0,0,0.0235876163664747,0.136037741081218,0.00516892611946737,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052108947670372,0.155770706379529,0,0,0,0.131119136142348,0,0.161154921735258,0,0,0,0,0.0729375918313946,0.211227224805072,0,0
