,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.163372972061967,0.0727818259236883,0.0463316669353634,-0.00301092361371318,0,0.354639655815658,0,0,0,0.0764837198791587,0,0,0.0258826060571532,0,0,0,0,0,0,0,0,0,0,0.0747499842452662,0.0740283453453977,0,0,0,0,0,0,0,0,0,0,0.104215755112175,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0653892603098977,0.0576381799497756,0,0,0.0864557564286379,0,0,0,0.048839398606003,0,0,0.054551444238522,0,0.0935556647383475,0,0.222932230967533,0,0.0872114228508317,0,0,0,0,0,0,0.0215927665100422,0,0.167915557421687,0,0,0,0,0,0,0.129635150981643,0,0,0,0,0.0384139770883997,0,0,0,0,0,0.0368036270618045,0,0
X601939.CH.EQUITY,0,0,0,0.0951291118664045,0,0,-0.0363172398747276,0,0,0,0,0.0989106073557184,0,0,0.0221393829362115,0,0,0,0,0,0.0104812118848018,0,0,0,0.149656894904544,0.617046894797722,0,0,0.0732923172361236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125502729672973
X601288.CH.EQUITY,0.00968092909759043,0,0.126268778026782,0,0,0.0483941045139841,0,0.480406442003213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0859635989405847,0,0,-1.38777878078145e-17,0,0.119148666933461,0,0,0,0,0,0,0,-0.020796458390275,0,0,0,0,0,0,0,0,0,0,0,0.120949878346115,0,0,0
X600036.CH.EQUITY,0,0.131108379957493,0,0,0,0,0.208566544926599,0,0,0,0,0,0.204775170682877,0,0.164170077040692,0,0,0,0.0163504709490077,0,0,0,-2.16840434497101e-19,0,0,0.166192365158246,0.237011994895459,0,0,0.0226444802236108,0,0,0,0,0,0,0,0,0.0904967632652581,0,0.0232645588200212,0,0,0,0,0,0,0,0,0,-0.0764646200276046
X601628.CH.EQUITY,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.174762900247564,0,0,0,0.0616555704601797,0,0,0.166993457079899,0,0,0,0,-0.132419527956844,0,0,0,0,0,0,0.0798735797624668,0.607788427359045,-0.0495244140810793,0,0,0,0,0,0,0.0935283151141008,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.0745475049818278,0,0.0643645638740167,0,0,0,0,0,0.164797668866751,0,0,0,0,0,0,0,0,0,0.179875247766458,0,0.171211568357788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105917563797401,0,0.0735011788398611,0,0.0784880543043488,0.132093780181191,0,0.0883872824429119,0,0,0,0,0
X601988.CH.EQUITY,0,0,-8.67361737988404e-19,0.631135631374308,0.20200943774455,0,0,0,0,0,0.118856460564508,0,0.0906058617406507,0,0,0,0.0735713593034875,0,0,0,0,-0.0455617123317801,0.0143395859341301,0,0,0,0,0,0,0,0.0444873138272608,0,0,0,-0.002552338198176,0,0.0187372522839293,0,0,0,0.0888722628772702,0,0,0,0,0,0,0,0,0,-0.0645088437872835
X5.HK.EQUITY,0,0,0,0,0,0.00925139285450792,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134113957793177,0,0,0.174251192193564,0.0841561917590824,0,0,0,0,0.0155520812882419,0,0,0,0,0,0,0,0,0,0.33934375150134,0,0,0,0,0.163029447642354,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0487192025999225,0,0.0711232123565107,0,-0.00760679984353402,0,0,0,0,0.0616943545591557,0.140161208929355,0,0.0786423977805913,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.156763631319477,0.386587758336599,0,0,0,0,0,0,0.0323047859342259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
