,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.147023723948939,0,0,0,0,0,-0.107354873244473,0,0,0,0,0,0,0,0,0,0,-0.0834277897107904,0,0,0.42626319935721,-0.125308243913546,0,0,0,0,0.47217072122613,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296324191631672,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,-3.46944695195361e-18,0,0,8.67361737988404e-19,0.0252840010434275,0,0.0261852624688266,-0.061233418573065,0,0,0,0,0,0.121067623207108,0,0,2.16840434497101e-19,0.357087652099646,0,0,0,0,0.0569927197196377,0,0,0,0,0,0.123019112929743,0,0,0,0.258046918294487,0,0.127836065489444,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.0714079524450306,0,0.783416313445438,0,0,0.00438506014497218,0,0,0.0379627572198621,0.0577442736737513,0,0,-0.0452529897182027,0,0.0761823220229987,0,0,0,0,0,0.0037786713524638,0,0,0,0,0,0.0422188477770839,0,0,0,0,0,0,0.0795577975763576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.962073088203702,0,0,0.0308043253968781,0,-0.0511477169641121,0,0,0,0,0,-0.00827631665133662,0,0,0.00813709375629921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037167168212918,0,0,0,0,0,0,-0.0331912502105458,0,0.0140092293326837,-0.0665007269283262,0,0,0,0.0758119811567033,0,0,0,0,-0.110267781660687
X601628.CH.EQUITY,0,0.0373961212753379,0,0,0,0,0,0,-0.0746927139103041,0.248076997837808,0,0.227595719769685,0,0,0,0,0,0,0.29547342728513,0,0,0,0,0,0,0,0,-0.119217590139584,0,0,0.0263063534587758,0,0,0,0.19709252722421,0.0904022902660052,0,0,0,0,0,0,0,0,0,0.100962093508612,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.343013782545298,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17810221874929,0,0,0,0,0,0,0,0.198004376937457,0,0.044535117735891,0,0,0,0,0,0,0,0,0.0699758699913262,0,0,0,0,0,0,0,0.0805026490731323,0,0,0,0,0.00206125942935646,0
X601988.CH.EQUITY,0,0,0,0.069116459897628,0,0,0,0,-0.0269840286514726,-0.0730472743189034,0,0,0,0,0,0,0,0,0,0,0.0012081844168635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131580020195397,-0.0627181535529771,0,0.989875170745465,0,0
X1299.HK.EQUITY,0,0.00668660527476208,0,0,0.0183061832743462,0,0,0,0,0.28782874850809,0,0,0,0,0,0,0.00159622189211916,0,0,0,0,0,0.287465782326641,-0.0474626626914259,0,0,0,0,0.0927051295087385,0,0.0698743736705213,0,0,0,0,0,0.0798621277320815,0.022503280977202,0,0,0,0,0.0730153798645525,0.0741307369460144,0,-0.0046759016927923,0,0.19432905328971,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0545758742115384,0,-0.0310501579548941,-0.0791159161386933,0,0,0,0,0,-0.156828703752785,0,0,0,0,0,0,0,0,0.0199353765918449,0.485118588406524,0,-0.106416447453358,0,0,0,0,0,0.152640834548269,0,0,0,0.154726194137675,0,0,0.166595493882466,0.318457672093049,0.157872057283962,0,0,0,0.363942176759531,0
X388.HK.EQUITY,0,0,0,0,0.277200565258609,0,0,0,0,0,0,0,0,0,0,-0.141840751837505,0.188189627429537,0,0,0,0.232567744954134,0,0.293420573469758,0,0.320610801188678,0,0,-0.0728433722065388,0,0,0,0,0,0,0,0,0.0983719788464081,0,0,-0.0482020288982091,0,-0.0349175319944003,0.179470567146822,-0.142277184633421,-0.242295268047372,0,0,0,0,-0.0689981484065058,0
