,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X1997.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.489838911343262,0,0,0,0.152713867667954,0,0,0.116842850628018,0,0,0,0.189625021792575,-0.0173134777708832,0,0.0328818930903409,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00318398173100883,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.00449975496153151,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0332369784344348,0.0976379583020907,0.27506882423432,0,0,0,0,0,0,0.0538323078457487,0.334366689798293,0,0.0880533456095431,0,0.0658874175002627,0,0,0,0,0.0266145773611672,0,0,0,-0.0418107232828984,0,0,0,0,0,0,0,0,0,0.0575358238042995,0,0.00065083158090711,0,0,0,0.00246362925509118,0,0,0,0
X601939.CH.EQUITY,0.199688061382545,0,0,0.459213335185097,0.0386437822867298,0.0926073841479728,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177578509556037,0,-0.0272233533980813,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0.0190984087160011,0,0,0.020169134403206
X601288.CH.EQUITY,0,0,0.10260932087584,0,0,0,0,0,0,0,0,0.0260750634368322,0,0,0,0,0,0,0,0,0,0,0,0,0.192917438554637,0,0,0.388230185770392,0,-0.0427026140118081,0,8.67361737988404e-19,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.140172537067222,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0685316848301302,0,0,0.221974560186658,0,0.194578168867977,0,0,0.0387389793405179,0,0.268658544545439,0,0,0,0,0,0.155377603018706,0,-0.244604767904312,0,0,0,0,0.163096535851746,0,0,-0.0646638253775163,0,0.00640379570242136,-0.0411775218701503,0,0,0,0,0.169689829267252,0,0,0,0,0,0,0,0,0,0.155840096497853,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.272046975833747,0,0,0.179608610616424,0,0.254297998397825,0,0.0448391059794362,0,0,0,0,0,0,0,0,0,0,0,0,0.138224344954192,0,0,0,0,-0.197033968567605,0,0,0,0.143857087413452,0,0,-0.0387832067801655,0,-0.0642456628933832,0,0,0.0934171055681887,0,0,0,0,-0.0661185544526909,0,-1.73472347597681e-18,0.0758980031964956
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.053803789930725,0,0.0800800375902619,0,-0.0971035304375054,0,0,0,0,-0.076030873122429,0,0,0,0,0,0.732851372818244,0,0,0.0116473681549031,0,0,0.0320507349364758,0,0,0,0,0,0,0,0,0,0,0,0.188957313008029,0.0781485826696532,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.230832710330489,0,0,0,0,0,0,0,0,0.026538400357782,0,0,0,0.139026438582752,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0626517226743248,0,0.238565017912338,0,0,0.222530216061522,0,0,0,0,0.0365501322029251,0,0,0,0,0,0,-0.0744579573923906,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.154032961202248,0,0.0455047383847969,-0.0433883621729428,0,0,0,0,0,0,0,0,0,0,0,0.260565652408712,0,0,0,0,0,0,0,0,0,0,0,0,-0.0193993942136645,0,0,0,0,0,0.0385681205616482,0,0.273220958073733,0,0,0.16537618643872,0,0.0732616646187993,0.0647608315010405,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.427786790861013,0.016550269873063,0,0,0,0,0,0,0,0,0.386655738355427,0,0,0,0,0,0,0,0,0.0752911315166294,0,0,0,0,0,0,0,0,0,0,0,0.00258395431219113,0,0,0,0,0,0.0548949560638459,0,-0.013165403598161,0.245802816775793,0,0,-0.0104213060667322,0.0454838464481352,0,0,0
