,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,macro_return_add
X601398.CH.EQUITY,0,0,0,0.319150379805407,0,0,0.0893501767756237,0,0,0,0,0,0,0,0,0.0245400929162733,0,0,0,0,-0.0808551926839246,0,0,0.0054967755678721,0,0,0,0,0,0,-0.0278368004261248,0,0,0,0.159266212211768,0,0,0,0.00859468724309982,0,0,0,0,0,0,0,0,0.258041028760562,0,0,-0.0555480923508638
X601318.CH.EQUITY,0,0,0,0,0.0270378404790059,0.0770944460915432,0,0.0700956768105213,0.101933232290998,0,0.0256940068150871,0,0.135914776761333,0,0,0,0,0,0.085753463527965,0.357989189130839,0,0,0,0,0,0,0,-0.0747809756153386,0,0,0,0.140563511227317,0,0,0,0,0,0.0548801853727574,0,0,0,0,0,0,0.100033029972113,0,0,0,0.0882781190298555,0,0
X601939.CH.EQUITY,0,0,0,0.351659058854088,0,-0.0771743519567636,1.38777878078145e-17,0,0,0,0.0854774980771278,0,0,0,0.0762926731267489,0,0,0,0,0,0.0360662383674864,0,0.608437235200534,0,-0.205780800927037,-0.136344365527514,0,0,0,0,0.00679604218648478,0.0908854314899375,0,0,0,0,0,0,0,-0.122229035639389,0,-0.0269723832100685,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.178519998287719,0,0.100362965666366,0,0.0671868482467058,0,0.28625057355878,-0.0340891070340505,0,0,0,0,0,0,-0.0142125211569944,0.168020096099013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0773410474176064,0,0,0,0,0,0,0,0.193956182762498,0,0,0,0,0,0.0550231763147781
X601628.CH.EQUITY,0.0536224822226384,0,0,0.0302943745651644,0,0.017949192002868,0.0844042130890691,0,0,0,0,0,0,0,0,0,0,0.255570828840215,0,0,0,0,0,0,0.136414581693767,-0.216578109322631,0,0,0,0,0,0.0344708970949773,0,0.380190919768359,0.254391571052886,0,0,0,-0.0655048968351685,0.100626577841991,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.179012978542355,0,0,0.103915831169523,0,0.0780031640458156,0.0431148000959841,0,0,0,0,0.241996396710001,0,0,0,0,0,0,0,0,0,0,0.298270294323512,0,0,0,0,0,0,0.11150379945616,0,0,0,0,0,0,0,0.0912350041135104,0,0,0,0,0.0161149079085374,0,0,0.0490973831949855,0,-0.0509300088712436,0,0
X601988.CH.EQUITY,0,0,0,0,0,0.330423079952436,0,0,0,0,0,0,0,0,0,0.505084012274866,0,0,-3.46944695195361e-18,0,0.0388780018392892,0,0,0,0,0,0,0,0,0,0.010120155861724,0.142851408742574,0,-0.068185664401724,0,0,0,0,0,0,0,0,-0.0140477454288533,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0258051687539475,0,0,0,0.323158338244415,0,0,0,0,0,0,0.0795346829519769,0,0,0,-0.0139654382936503,0,0,0,0,0,0.128441430312512,0.040292737114894,0,0,0,0,0,0,0,0,0,0.0410781861617124,0,0.127534596406142,0,0.119000564278831,0,-0.0794769268684267,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456972062378771,0,0,0,0,0,0.094563606664416,0,0,0,0,0.59542398157745,0.0500668220222809,0,0,0.0603989738985151,0.0526995971248519,0,0,0,0,0,0,0,0,0.180972383951298,0,-0.106727398140557,0.0978967639391136,0.0519681743749116,0,0,0.120292708798724,0,0.171326004815886,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.153706647001757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00831114861616408,0.468447918573455,0.0743184789920976,0,0,0,0,0.124462127607544,0,0,0.218154394892591,0,0,0,0.0885763732218771,0,0.0462403346335623,0,0,0,-0.207503244868562,0,0.0791227923844395,0.121113012165759,0,0,0,0.0734811757721453
