,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.155117226322264,-1.38777878078145e-17,0,-3.46944695195361e-18,0,0,0,-0.0305608516386677,0,0,0,0,0,0,0,0,0,0,0,0,0.038211894831893,0.358188772233685,0.304106461246219,0,0.192639292040059,-0.19596171965679,0,-0.0445386586818832,0,0.0160085769811757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.231393308233745,0,0,0,-0.0880104316961448,0,0,0,0.0349590779535247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386303012169437,0.185665680119454,0.0243885620087543,0,0,0,0.227498341411609,0,0.140747834975072,0,0,0,0,0,0,0,0,0,0,0,0.0538171592194908,0
X601939.CH.EQUITY,0,0,0,0.802137535844807,0,0,0,0,0,8.67361737988404e-19,0.00100090000014367,0,-0.0393871659318126,0,0,0.0418700811496942,0,0.118037051680826,0.0502785917355292,0,0,0,0,0,0,0.0363240975227658,0,0,0,0,0,0,0,0,0,0,0,0.0453291882748458,0,0,0,0,0,0,0,0,0.00492374970043456,0,0,0,0
X601288.CH.EQUITY,0,0,0.913967784514974,0,-0.0865574547323345,0,0,0,0,0,0,0,0,0,0,0,0.0214791352232925,0,0.160257155454107,0,0,0,0,0,0,0.0226829874169083,0,0,0,0,0,0,0,0,0,0,0,0,0.00706695719426961,-0.050648907473356,0,0,-0.0793307162484539,0,0,0.0409408182998017,0,0,0,0,-0.0458028475611909
X601628.CH.EQUITY,0.00906892571922347,0,0,0,0,0,0,0,0,0.258700972119653,0,0.201773522455599,0,0,0,0,0,0,0,0.130520573305792,0,0,0,0,0,-0.138761030759916,0,0,0,0,0,0,0,0.0108449405493206,0,0,0,0.416489246880029,0,0,0,0,0,0,0,0.117692674596543,0.274956332968446,0,0,0,0
X600036.CH.EQUITY,0,0,0.323486437282912,0.0828129963683449,0,0,0,0,0.0698248074738057,-0.0088277774419383,0,0,0,0,0,0.0866964016893443,0,0.103731622921945,0,1.73472347597681e-18,0,0,0,0,0,0.0432423815700547,0.0245991196082744,0,0,0,0.104251879055909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,-3.46944695195361e-18,0.0152399601959499,-0.153750788555933,0.060380354151376,0,0.0659051605303738,0,0,0,0,0,0,0,0,-0.000101627693573694,0,0,0,-0.0572375794808985,0,-0.0168375491892818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102122028477636,0,0,0,0,0,0,1.05283485652705,0.0127297278977138
X1299.HK.EQUITY,0,0,0,0,0.0290785560849624,0,0,0,0.0347010611711958,0.116893894421164,0,0,0.0853359831095296,0,0,0,0,0,0,0,0,0,0.249257741962698,0,-0.133519084021313,0,0,0,0,0.242098311266145,0,0.190617198002551,0,0,0,0,0,0,0,0,0.185134650272567,0,0,0,-0.051752879566683,0,0.144571240393465,0,0.039979968930139,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1909287531073,0,4.33680868994202e-19,0,0,0,0,0.224588570671684,0,-0.055811957538786,0.480377339309953,0,0,0,0,0,0,0,0,-0.0459762109540438,0.0480064573421393,0,0,0,0,0.0349066115391593,0.056365854109975,0,-0.118028302361132,0,0.0468351171948894,0,0.101236424954956
X388.HK.EQUITY,-0.097502077184903,0,0,0,0.249000851793592,0,0,0.0744835690544848,0.0315668611161729,0,0,0,0,0,0.149733814261801,0,0.100718727266797,-0.240864038383488,-0.21251356034185,0,0,0,0.576144299679722,0,0,0,0.137538326801795,0.350607611459917,0,0,0,0.0327259621305354,-0.20302148707553,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,-0.321122062209488,0,0
X601658.CH.Equity,0,0.0776302948194907,0.246954047476008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247882575419743,0,-0.132438332340582,0,-0.0797449188507499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0749229642985697,0,0.55720702657092,0,0,0,0,-0.0954020394574588,0,0,0,0,0
