,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X1997.HK.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.106363173013633,0,0.373962644032931,0,0,0.0147893223955849,0,0.154622904582879,0,0,0,0,0,0,0,0,0.152408011049272,0,0,-0.0572075046763723,0,0,0,0,0,0.00489833093323818,0,0,0,0,0,0,0,0,0,0,0.100712514498678,0,0,0,0,0,0,0,0,0,0,0.10729748840234,0,0
X601939.CH.EQUITY,0.362409899594349,0,0,0,0,0,0,0,0,0,0,0.0383518140953216,0,0.496985308159225,0,0,0,1.73472347597681e-18,0,0,0,-0.0338602236563882,0,0,0,0,-0.0344225103189986,0,0,0,0,0,0,0,0.0631620311338521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235116445985922,0
X601318.CH.EQUITY,0.134113193974372,0,0,0,0,0,0.175535312405014,0,0,0,0,0.0501660569317954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131186127619454,0,0,0.0345904871721077,0,0,0,0.347865612272808,0,0.0662605570327013,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.374005134076366,0,0,0,0.418092838562982,0,0,0,0,0,0.0424512008220946,0,0,0,0,0,0.0869670996644361,0,0,0,0,0,0,0,0,0,0,0,0,0.0418365468618081,0,0,0,0,0,0,0,0,0,0,0,0,0.00287651089885916,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0373514623076616,0,0.270249293619562,0,0,0,0,0,0,0,0,0,0.0216457932337981,0,0,0,0.109866784972453,0,0.273419487327569,0,0,0,0,0,0,0,0,0,0,0.0540298648565378,0,0,0.0960616457466448,0,0,0,0,0,0,0,0,0,0.00870804481504473,0,0.0853938782111878,0,0,0,0,0
X5.HK.EQUITY,0,0,0,-0.0197417153549328,0,0,0,0.00156933104139859,0,0,0,0,0.12487460479214,0,0,0,0.0647542265120766,0,0,0,0.0998490005985547,0,0,0,0.621265137300729,0,0.197286160668591,-0.192823890204895,0,0,0,0,0,0,0.0708100016877933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368908061267945,0.0872434040269489
X600036.CH.EQUITY,0,0,0.164654521051429,0,0,0.154238181342776,0,0.0704094274056058,0,0,0,0.368941273375272,0,0,0,0,0,0.0192687499514702,0,0,0,0,0,0,0,0,0.108438069008166,0,0.00863880614025226,0,0,0,0,0,0,0,0,0,0,0,0.0167055009994735,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.00101727949511154,0.168160020092032,0,0,0,0,0,0,0,0,0,0.211989907077298,0,0,0,0.271435202364119,0.076133606210811,0,0,0,0,0,0.0802628706154967,0,0,0,0,0.297506843872175,0,0,0,-3.46944695195361e-18,0,0,0,0.0201528377868404,0,6.93889390390723e-18,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.097826459389377,0.0257078581741321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427647809594515,0.02816915083421,0,0,0,0,0,0,0.14695191526568,0,0,0,0,0,0,0,0,0,0,0,0,0.0649990579761456,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.00310427326606799,0,0,0,-0.0455175500061763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.521394965597333,0,0,0.350412379710125,0,0,-0.0181261288729159,1.17094508387268,0,0,0,0,0,0,0
