,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.0962489539997859,0,0.354696417095277,0,0,0.113123467630429,0,0.265620026826969,0,0,0.0680544320810138,0,0,0,0,0,4.33680868994202e-19,0,0.0760651857405078,0,-0.0304943260138,0,0,0,0,0,0,0,0,0,0,0,0.0830342847960432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.370183398710849,0,0,0,0,0,0.00062175841388888,0,0,0,0,0,0.482948858769021,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.037526011214177,0,0,0,0,0,0,0,0,0.072473848513751,0,0,0.0372892938488915,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.0815668888428841,0,0,-6.93889390390723e-18,0,0,0.0594277158204118,0,0,0,0,0.288403177085939,0,0,0,0,0,0,0,0,0,0,0,0,0.0493126539859546,0.0122198348401177,0,0,0,0,0,0,0,0,0.0593706445364071,0,0,0.0625023814641815,0,0.177108456733514,0,0,0,0,0.128993044069229,0,0,0,0,0,0
X601288.CH.EQUITY,0.429783944993403,0,0,0,0.341564337030855,0,0,0,0,0,0.104791055755594,0,0,0,0,0.00972251868216008,0,0,0,0.0538068595460574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126250540626255,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.27138674048663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133566636891958,0.137392279078032,0,0,0,0,0,0,0,0,0,0.000193743907907233,0.0662272289764747,0,0.0157102193121379,0,0.0457883208855437,0,0,0,0,0,0,0,0,0.165890484308398,0,0,0.148226394392152,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.335808801652195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225302741282715,0.111060234478799,-0.0151683624268362,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367922680741641,0,0,0,0,0,0,0,0,0.125262488642059
X600036.CH.EQUITY,0,0,0,0,0,0.00526058821316338,0,0.217005711200765,0,0.033590290115474,0,0.285428882501942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139911896483789,0,0,0,0,0,0,0.149191050359341,0,0,0,0,0,0,0.011406765367982,0,0,0,0,0,0,0,0,0.285297777832769,-0.0122626944827127
X1299.HK.EQUITY,0,0,0,0,0,0,0.0512067632140852,0,0,0,0,6.93889390390723e-18,0,0,0,0.0815500083107494,0.0609349813941384,0,0,0,0,0.211712339502968,0.0807132189153583,0,0.154354631361314,0,0,0.00226198046358457,0,0,0.087864607241774,0,0,0,0.105498510161816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257759905102826,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0712716040273315,0.104056369285761,0,0,0,0,0,0,0,0.285966271631001,0,0,0,0,0,0,0,0,0,0.0408900254115029,0,0,0,0,0,0,0,0,0.202376171939454,0,0,0,0,0,0,0.055832253922941,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.342629393563978,0,0,0,0,0,-5.55111512312578e-17,0.07937811214494,0,0,0,0,0,0,0,0.334439660184052,0,0,0,0,0.140909568233066,0,0,0,0,0.0817475064539359,-0.237084222763994,0,0,0,0,0.837999166766858,0,0,0,-0.163612489803454
X601328.CH.EQUITY,0.0600477395653465,0,0,0.311116888931161,0,0,0,0,0,0,0,0,0.197851755489175,0,0,0,0,0,0.191315368749356,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0796636458622264,0.0988835451836225,1.73472347597681e-18,0,0,0,0,0,0,0.0981352421063684,0,0,0.0305864009463731,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0.162520074982309,0,0,0,0,0,0,0,-0.0609701001257045,0,0,0,0,0.13888182628312,0.0703838405569213,0,0.0763564587647616,0,0,0,0,0,0.286010682640031,0,0,0,0,0,0,0,0,0.065394730655515,0,0,0,0,0,0,0.133660626480307,0,0.135412898356665,0,0,0,0
X600000.CH.EQUITY,0,0,0,0.00488814203148639,0,0,0,0,0,0,0.469896920154946,0,0,0,0,0,0,0,0.0503754572036182,0,0.0989387171387768,0,0,0,0,0.0383226960873666,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23327953285535,0,0,0.0904640702493474,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0772197179577212,0,0,0,0,0.0792938836972682,0,0.524722430233223,0,0,0,0,0.158594667415195,0.012280273247279,0,0,0.155779528548171,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195197333096934,0.249123557865224,0,0,0,0,0,0,0,0.0062551575009342,0,0.245927738461908,0,0,0.0636610540222654,0,0.154338215953519,0,0,0
X388.HK.EQUITY,0,0,0.241956585016536,0,0,0,0,0.470348484786852,0,0,0,0,0,0,0,0,0.00232190490078078,0,0,0.0396650108778706,0,0,0,0,0.0110571969823035,6.93889390390723e-18,0.0602600415753916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141359956614195,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0.0887973876378156,0,0,0,-0.112326060987019,0,0,0.114432304085906,0,0,0.0799381304938888,0,0,0,0,0,0,0,0.0386059645595591,0,0,0,0,0,0,0,0,0,0,0.159754407546185,-0.0494586015384679,0,0.296134365231111,0.142016234906519,0.152937120796533,0.0103598797649809,0.0939987642608054,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.170219689939366,0,0,0,0,0,0,0,0,0.0944956337087994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146537233955386,0,0,0,0,0.090929985578123,0.26624092487555,0,0.102177136061261,0,0,0
X600016.CH.EQUITY,0,0.0273440666377078,0,0,0.294747842193666,0,0,0,0,0,0.306690075088795,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.142513629718552,0,0,0,0,0,0,0,0.0782484149406537,0,0,0,0.0386666252807784,0,0,0,0,0,0,0.0261351409811538,0,0,0,0,0.0936591685963285,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,-0.0166623225584064,0,0,0,0.0212916055180571,0,0.221630492493595,0.262827776989226,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.129952035777744,0,0,0,0.125808465486572,0,0,0,0.0862680577407635,0.133321284717754,0,0,0.0201684762779133,0,0,0.085637532981184,0,0,0,0,1.73472347597681e-18,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0586958706586877,0,-0.031848158384685,0,0,0,0,0,0,0,0,0,-0.00530331336687679,0.0118036743007373,0,0.375442939716848,0,0,0,0.0512187104178823,0,0,0,0,-0.0444777741803149,0,0,0,0,0,0,0.249710186349608,0.146468719548502,0.285454692120666,0,0,0,0.0441308385904078
X688.HK.EQUITY,0,0,0,0,-3.46944695195361e-18,0.0344205588668589,0,0,0.0347843204826521,0.0177432213154341,0,0,0,0.0869750547666251,0,0,0,0,0,0,0,0,0,0,0,0,0.0220894906702075,0.267372620534148,0,0,0.465532441173675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,-0.0565248506773417,0,0.39202832103273,0,0.156515780150163,0,0,0,0,0,0,0,0,0,0,0,0.00276673317330769,0,-0.229298160975017,0,0,0,0.663027041232069,0,0,0,0.0613859413596537,0,0,0,-0.0571258019409796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.0675429505855975,0.0327603510775638,0.271057902804805,0,0,0,0.0994685200184369,0.0270192838531486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02875025559878,0,0,0,0,0,0,0,0,0,0,0.0500358179806177,0,0,0,0.30552074594662,0,0,0,0.0518133859749563,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102454173192221,0,0.106720813124054,0.250731976933115,0,0,0,0.188947771295101,0,0,0,0,0.0358160048862984,0,0,0,0.0523145808275701,0.135507198432032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241630082974977,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0.109248205553069,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0.0607102411577316,0,0,0,0,0,-0.0159372802394582,0.399378024137691,0,0,0,-0.0738714742360002,0,0,0,0,0,0,0,0.379689098228306,0.0416026891809826,0,0,0,0,-0.0175880380705554,0,0,0,0,0,-2.71050543121376e-20,0,0,0.133814838319248,0.0343395324482604
X601066.CH.EQUITY,0,0,0,-0.0379367555958538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00830686313987492,0,0,0.489529549770899,0,0,0,0.240682646961952,0.222472507526459,0,0,0,0,0,0.222642668005118,0,0,-0.1125619321857
X1109.HK.EQUITY,0,0,0,0,0,0,0,0.204682528042685,0,-0.191507966715227,0,0,0,0.136847723764169,0,0,0,0,0,0,0,0.213079730749374,0,0,0.0651615576712735,0,0.0267845852190587,0,0,0,0.306651800997407,0,0,0,0.143096537645535,0,0,0,0,0,0,0,0,-0.0815849778751448,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.409098225713197,0,0,-0.0491262248619376,0.00403855122977084,0,0,0,0,0.549713265000431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430314153004192,0,-0.0215225684111392,-0.015570004008028,0,0,0,0,0,0,0,0,0,0,0,0
X600048.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336403331252996,0,0,0,0,0,0,0,0.0636840267078145,0.0350208936503968,0,0,0,0,0,0,0,0.0370949362151468,0,0,0,0,0.0720204735414386,-0.0483270443406673,0,0,0.268151971851988,0,0.176997815463504,0,0,0,0,0,0,0,0,-0.0459369856501482
X2007.HK.EQUITY,0,0,0,0,0,0,0,0,0.014891873174572,0.0275883316071731,0,0,1.73472347597681e-18,0,0,0,-1.38777878078145e-17,0,0,0,0,0.352799194119533,0,0,0,0,0,0.177372764010969,0,0,0,0,0,0.137891573491216,0,0,0,0,0,0.0338471326362913,0,0.123334419538818,0,0,0.126149702847816,0,0,0,0,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0.0536879905871017,0,0,0,0,0,0.194897653796524,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.017500066823506,0,0.0334546159465004,0,0,0,0,0,0,0,0,0,0.00904208237199436,0,0,0.206555805706346,0.0682441047129028,0,0,0.12773973423739,0,0,0,0.221627185058676,0.0159564970079916,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122399839560558,0,0,0,0.0509866985205146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318031485070217,0,0,0,0,0,0,0.098668982358134,0.201819437689072,0,0,0,0.2251676054531,0,0
X001979.CH.EQUITY,0,0,0,0.130692768928913,0,0.0495452757630455,0,0,0,0,-1.38777878078145e-17,0,0,0.0273615524224491,0,0,0,0,0,0,0,0,0,0,0,0,-0.117322455100456,0,0,0.274486915038036,0.165818959604332,0,0,0,0,-0.0255633057679622,0,0,0,0,0,0,0,0.0667289752606945,0,0,0,0.294574258834856,0,0,0
X12.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269304480130823,0,0.21866313635147,0.651628919904648,0,0,0,0,0,0,0,0,0.0877352328756962,0,0,0,0,0,0,0,0,0,0,0,0.181548417742773,0,0,0,0,0,0,0,0,0.0188765026534056,0,0,-0.279206989261303,0
X002142.CH.EQUITY,0.0825153967549479,0,0.147173820618165,0,0.0613703739092769,0,0,0.11893719813471,0.0128115946798714,0.146197298796891,1.38777878078145e-17,0,0,0,0,0,0,0,0,0.216490986218501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0854137652781628,0,0,0,0,0,0,0,0,0,0,0,-0.100482816156156
X600837.CH.EQUITY,0,0,0,0,0,0,0,-0.0249800848227479,0,0,0,0,0,0.00930743051980564,0.0953072905107032,0,0,0,0,0,0,0,0,0,0,0,0,-0.0436104950726551,0,0.0464379316147922,0,0.288940034860462,0.177550502535632,0,0,0,0,0,0,0,0.0882182024063215,0.0886452687236546,0.0773294436141879,0,0,0,0,0.106176264278187,0.0723419264448267,0,0
X823.HK.EQUITY,0,0,0,0,0,0,0.0847945733677747,0,0,0,0,0,0,0,0,0,0.438262673449067,0,0,0,0,0,0,0,0,0.124761392440723,0,0,0,0,0,0,0,-0.0329252517238846,0.122416346083766,0,0,0,0.0412706739362135,0,0,0,0,0,0,0,0.215542901180344,0,0,0,0.0284199742123993
