,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.0594083710848859,0,0.131893194913435,0.170368402810006,0,0.348055357793714,0,0,0,0.00234994819921337,0,0.13330722788174,0,0,0,0,0,0,0,0,0,0.0110398951096606,0,0.00473212571808955,0,0,0.112225751323249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.13964337698636,0,0,0,0,0,0,0,0.314895214546125,0,0,0,0,0,0.0152248338005113,0.358824639204735,0,0,0,0.00995168094233586,0,0,0,0,8.67361737988404e-19,0.124808649317283,0.0239799312770207,0,0,0,-0.127729013071245,0,0,0.122128393953739,0,0,0.0661836988055844,0,0,0.011640015391222,-0.0457386403773683,0,0,0,0,0.004522347926684,0,0,0,0,0
X601939.CH.EQUITY,0.267987029107475,0,0,0,0,0,0,0,0,0,0,0,0,0.414928387261563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194536742330776,0,0.108784238359095,0,0,0.00680195640396966,0,0,0,0,0,0,0.00387879541919101,0,0
X601288.CH.EQUITY,0.343768164054433,0,0.0423957680896338,0,0,0.468814741748058,0,0,0,0,0,0,0,0,0.0357079562195647,0,0,0,2.77555756156289e-17,-0.0109409035298096,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112848903622143,0,0
X5.HK.EQUITY,0,0,0,-0.0301624179761769,0,0,0,0.164595774183931,0,0.155921609294549,0,0,0.370437696420806,0,0,0,0,0,0,0,0,0.0485934931284264,0.689626284367949,0,0,0,0.0201870677875956,0,0,0,0,0,0,0.0965687501761113,0,0,0,0,0,0,-0.294773205507097,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.134485480275152,0.0556961860318166,0,0,0,0,0,0,0.113646632284033,0,0.0704892885186089,0,0,0.115567528968437,0,0,0,0,0.068384554373471,0,0.158393715545704,0,0,0.115028366936097,0,0,0,0,0,0.0231138145684005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111023297313428,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.197053032225869,0,0,0.229187169618895,1.38777878078145e-17,0,0,0,0.17708507180078,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149006549287833,0,0.00530075179158916,0.152876065621842,0,0,0.0961322658963247,0,0,0,0,-3.46944695195361e-18,0,0,0.0374014412283254,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.146687792326733,0,0,0,0,0,0,0,0.358923242602079,0.0238558103952903,0,0,0,0,0.180204902186107,0.266883876628744,0,0,0,0,0,0,0.26872755492577,0,0,0,0,0,0,0,0.00966612900049323,0,0,0,0,0,0,0,0,0,0,0,0.0744822029735401,0,0
X601628.CH.EQUITY,0.306115250744378,0,0,0,0,0,0,0,0,0,0,0,0,5.55111512312578e-17,0,0,0,0,0,0,-0.0171384961375717,0,0,0,0,0.0823781517715766,0,0,0,0.0730168954014885,0,0.267095191930024,0,0,0,0,0.177793416373598,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.267946417672777,0,0,0,0,0,0.150508666144472,0,0,0,-0.0946529347114611,0,0,0,0,0,0,0.23390639072031,0,0,0,0,0,0,0.12636470696894,0,-0.145018706882643,0,0,0,0,-0.00998943149240612,0,0,0,0.802521330389063,0,0,0,0,0,0.355598881660208,-0.228181468629582,0,0
