,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.142632022574995,0,0,0,-0.166471056980851,0.278574994864614,0,0,0.128956918720691,0,0,0,0.227158811965798,0,-0.0746277939582366,0,-0.121638907112633,0,0,0,-0.146116685518539,0,-0.244358380797759,0,0,0,-0.20454897022748,0,0,0.847669634763905,0,-0.00173207593262752,0,-0.120815216235519,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0698427713709161,0,0.179923800702475,0,0,0,0,0.128248972505048,0,0,0,0,0.128695669265296,0.0490760364700236,0.118085018594804,0,0,0,0,0,0,0,0,-0.0282461055065527,0,0.0402259677173886,0,0.0578557260044166,0.0948621158325314,0,0.242926806427537,0,0,0.015860082156022,0,0.0139351724986507,0,0,0,0,0,0,1.73472347597681e-18,0
X601939.CH.EQUITY,0.293535168695553,-0.0682622439479546,0,0,0,0,0,0,0,0,0.169847907016086,0,0,0,0,0,0,0,0,0,0,0.0159779451659545,0,0,0,0,0,0,0,0,0,0,0,-0.133931363614574,0,-0.235540958213537,0.202480675774356,0,0,0.571508532216085,0,0,0,0,0,0.0990059377876246,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.540769715408573,0.117001354127165,0.479540964175228,0,0,0,0,0.396340101024544,-0.404026493250409,0.359671036350754,0,0,-0.26537083015835,0,0,0,0,0,0,0,0,0,0,0,0,-0.410964610107363,0,0,0,0,0,0.0114437598790255,0,0,0,0,0,0.111659936627137,0,0.395963040689441,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.119493494075224,0,0.211289061028868,0,0,0,0,-0.0294645987171666,0,0.127885887203466,0.119356262005752,0,0.0997311484428192,0.00453165700193751,-0.0856773534824843,0,0.0799896756821649,0,0,0,0,0,0,0,-0.0621029448020341,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125211561620354,0,0,0,0.19493403298267,0,0
X601988.CH.EQUITY,-0.057493256874455,0,0,-0.00884516151126238,0.514143177972278,0,0,0,0,0,0,0,0,0,0.169866664105786,0,0,0,0,-0.0954377940234029,-0.152013497557611,0,0.272075323188581,0,0,0,0,0,0,-0.323251587445153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089024490046299,0,0,0,0
X600036.CH.EQUITY,0,0.203824358143178,-0.0280520945936528,0,0,0,0,-0.135366944190151,0,0,0.403236760029239,0.195577991011903,0,0,0,0.148925094512795,0,0,0,0.397572777962758,0,0,0,0,0,0,0,0.123283417153259,-0.118633033168583,0,0,0,0,-0.0145649457539765,0,0,0,0,0,0,0,0,0,0,0,-0.0448132958094159,0,0,0,-3.46944695195361e-18
X1299.HK.EQUITY,0,0,0,0,0.267477608770223,0,0,0,0,-0.0323313735905958,0,-0.0931877685981843,0,0,0,0,0.0056756663953255,0,0,0,0,0,0,0,0,0.153855157321079,0.035051782456847,0,0.122943616755721,0,0.106275758349782,0,0,0,0,0,0,0,0,0,0,-0.106875332097412,0,0,0,0,0,-0.0109402815778807,0,0
X601628.CH.EQUITY,0,0.183940217327087,0,0,0,0,0,0,0,0.156559095154396,0,0,0,0.209700507472846,0,-0.0780747734452641,0,0,0,0,0,0,0.0248183335740909,0,0,0,0,0,0,0,0,-0.0119017712304692,0,0,0,0.1991964542548,0,0,0,0,0,0.181776660106663,0.229135583601154,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.054587247701358,0,0,0.141991641413428,0,0,0.00341253011150489,0,0.145885874919132,0,0,0.0925770189062406,-0.0508130784979342,0,0.0446660475097632,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0827413956657942,0,0,0.280380243878636,0,0,0,0,0,0,0,0,-0.178086414716111,0,0,0,0,0,0,0,-0.149088857358821,-0.13573549910769
X601328.CH.EQUITY,0,0,0.0884379613034494,0.0449512723514166,0,0,0.637687775549006,0,0,0,0,-3.46944695195361e-18,0,0,0,0,-3.46944695195361e-18,0.025781366965947,0,0.217229554118301,0,0,0,0,0,0.22904221342217,0,0,0,0,0,0,0,0,0,0,-0.0937941275073734,0,0,0,-3.46944695195361e-18,0,0.0203886449897239,0,0,-0.37170239368834,0,0,0,0
X600000.CH.EQUITY,0,0,0.201200025666495,0,0,0,0.270956965856536,0,0,0.440220270889449,0.123086516065929,0,0,0,0,0,0,-0.0780037982754109,0,0,0,0.0572853509261554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.226787751402485,0,0,-0.0548367800155137,-0.034531256758261,0,0,0,0,0,-0.00143062127243878,0.30886427327702,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334141277632856,0,0,0,0,-0.120000885487979,0,0.107871124559967,0.15771536476565,0,0,0,-0.0798707392698645,0,0,0,0,-0.023431994787264,0,0,0,0.306890500716397,0,0,0,0,0,0,0,0,0,0.0766135510459646,0,0,-0.115481875470556,0.0148372414271321,0
