,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601328.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.217053289276854,0,0,0,0,0.394603306612915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265772037630279,0,0.0258772037262299,0,0.0126473556011931,0,0,0,0,0,0.0687341193114891,0.0539598966188122,0,0,0,0,0,0,0.0268613981199091,0,0,0,-0.094603569472862,0,0
X601318.CH.EQUITY,0,0,0.246877039466799,0,0,0,0,0,0.0804508840407935,0,0.0748755410607691,0,0.0153412223012852,0,0.181296181515544,0,0,0,0,0,0,0.0581579992982653,0,0,0,0,0,0.191311423045929,0,0,0,0,0,0.0500197715041311,0.0215822669870146,0,0,0,0,0,0,0,0,0,0.0623699682321186,0,0,0.0368075242492887,0,0,0
X601939.CH.EQUITY,0.285248163488105,0.222897169433302,0,0,-4.33680868994202e-19,0,0,0.49714295262486,0.0806794661218743,0,0,0,0,0,0,0,0,0.0303284822222211,0,0,0,0,0,0,0,0,0,0,0,0,-0.0210225328140555,0,0,0,0,0,0.056030806755216,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188471296515708
X600036.CH.EQUITY,0,0,0,0,0,0.152015744386047,0,0,0.0605826525208234,-0.101948354963597,0,-0.101269282401496,0.152708742027577,0,0,0.156753045253117,0,0,0,0.163827144514883,0,0,0,0,0,0.403841149575086,0,0.0349869803802049,0,0,0,0,0,0,0,0,0,0,0,0,-0.0735346359401572,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.0309285117389138,0,0,0,0,0.523758022019325,0,-0.0663024402192389,0,0.00680207445122866,0,0,0,0,0,0,0.0168318618620196,0.0420086068977202,0,0,0.0734060753895061,0,0,0,0.109419681035218,0.111887868616708,0,0,0,0,0,0,0,0,0.0589661495968077,0,0,0,0,0,0,0,0,0,0,0.0216865304884312,0.0126835169566014,0.0287325306144986,0.037292855270928
X1299.HK.EQUITY,0,0,-0.0810730279390519,0,-0.015540185814906,0,0,0,0,0.219328126930376,0,-0.062732420772994,0,0,0,0,0,0,0,0,0,0,0.170908882605119,0,0,0,0,0,0,0,0.0232045160025465,0,0,0,0,0,0.130853069386293,0.0270330087400398,0,0.206524163918534,0,0.205356123986203,-6.93889390390723e-18,0,0,0,0,0,0.199722141767512,0,-0.0783324340962801
X601628.CH.EQUITY,0.10792269356928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.171706326897778,0,0,0.236304896174032,0,0,0,0,-0.129245305055788,0,0,0,0,0,0,0,0,0,-0.0167152974763543,0,0.574984089390284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152926509055772
X601988.CH.EQUITY,0,0,0.075126910865196,0,0.441511381500135,0,0,0,-0.0911950074290772,0,0,-1.73472347597681e-18,0,0,0,0,0,0.279344966895407,0,0,0,0,0,0.0456349189434035,0,0,0.0831814751198677,0,0,0,0,0,0,0,0,0,0,0.00190313241176474,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,3.46944695195361e-18,0.0521854845923944,0,0,0,0,0,0,0,0.196824122304516,0,0,0,0,0,0,0,-0.00774349736041693,0,0,0,0.217464395502099,0,0.0672013700477514,0,0,0,0,0,0,0,0,0,0,-0.114825688331231,0.184145873873714,0,0,0,0.218393017110821,0.184422978394529,0.0397972575340348,0,0,0,0,0.115003238263483,0,0,0
X388.HK.EQUITY,0,0,0,-0.194694824359077,0,0.418588383327746,0,0,-0.173158631758687,0,0,0,0,0,-0.0392370669051828,0,0,0,0.352634628702378,0,-0.170270636599929,0,0,0,0,0,0,0,0,0,0,0.181269026773206,0,0,0,0,-0.0319557113774109,0,0.0389421116671777,0,0,0,0,0.0340379329920259,0,0,0,0,0,0,0.190893561170336
