,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X300059.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X600918.CH.Equity,X000166.CH.EQUITY,X2881.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,macro_return_add
X601398.CH.EQUITY,0,6.93889390390723e-18,0.281976494059947,0.0354872159871332,0,0,0,0.311576635271841,0,0,0,0.0795095947611884,0,0,0.0355616886436223,0,0,0,0,0,0,0,0,0.157607891364144,0,0,0.00927666986453148,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.120709161187739,0,0,0,0,0,0,0,0,0,0,0,-0.0274715184986638,0
X601318.CH.EQUITY,0,0,0.297970850475456,0,0,0,0,0,0.079008844422684,0,0,0,0.00308901332842412,0,0,0.204393322495063,0,0,0,0,0.0207648441444649,0,0,0,0,0,0,0,0,0.0818485344489024,0,0,0,0,0,0.0703782735341768,0,0,0,0,0,0.0406224287830412,0,0.0863844082049586,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.400476573893801,0.26629047723613,0,0,0,0,0,0.408964041838742,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0278818407122909,0,0,-0.0772482111668819,0,0,0,0,0,0,0,0,-0.00536640483937599,0.0857716815388294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16038509916146
X600036.CH.EQUITY,0,0.0939904728729198,0,0,0,0.0658932489274882,0,0,0,0,0,-0.0885529951974778,0.086680294194977,0,0.142367110211546,0,0,0.234247435717399,0,0,0,0,8.67361737988404e-19,0,0.292963475570483,0.122554545992251,0,0,0,0.0294588786001675,0,0,0,0,0,0,0,0,0,0,0,0,0.00985104460231141,0,0,0,0,0,0,0,-0.182622093042439
X601288.CH.EQUITY,0,0,0,0,0,0,0.0162605821102216,0.495918509159062,0,-0.083458789055772,0,0.0934244946472407,0,0,0,0,0,0.0210879906574959,0,0,0,0,0.0638498660779141,0.122986213083207,0,0,0,0,0,0.0881854360437293,0,0,0.0404745887764342,0,0,0,0,0,0,0,0,0,0,0,0,0.0481542425209151,0,0,0,0.0117813264710572,0
X1299.HK.EQUITY,0,0,-0.0349771859663851,0,0,0,0,-0.0397885568433239,0,0.134936130506499,0,0,0,0,0,0,0,0,0,0,0,0,0.105909220496565,0,0,0,0,0,0,0,0,0,0.0515141097077664,0,0,0,0,0.0349967867626665,0.154499402258243,0,0.251805102043962,0.117694235099497,0.0694667585807975,0,0,0,0,0,0,0.257129508018918,0
X601628.CH.EQUITY,0.0987092603851172,0,0,0,0,0.0351184200379566,0,0,0,0,0,0,-2.16840434497101e-19,0,-0.244170548423742,0,0,0,-8.67361737988404e-19,0.223395874436112,-0.0663359476161061,0,0,0,0.0244526506335585,0,-0.14328315776591,0,0,0,0,-1.73472347597681e-18,0,0,0.620826374930055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254589497740521
X601988.CH.EQUITY,0,0,0.058186083432205,0.0217948965462433,0.477961583682442,0,0,0,0,0.0167916389716282,0,0,0.0803136279117035,0,0,0,0.209744519410337,0,0,0,0,0,0,0,0,0,0.0359641577477629,0.0137179084698364,0.0615511284549197,0,0,0,0,0,0,0,0.00131373038713936,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.151592682378604,0.129691010971954,0,0,0,0,0,0,-0.0395009332997293,0,0,-0.0148720553841319,0,0,0,0,0,0,-0.246092099027812,0,0,0.187432688311612,0,0,0.169744811337829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.208747531931413,0,0,0.143785067884939,0,0,0,0,0.169037009749191
X388.HK.EQUITY,0,0,0,-0.0814674954696367,0,0.229212018467471,0,0,0,0,0,-0.0435955929563765,0,0,0,-0.0562430566686228,0,0,0,0.502294801376045,0,-0.123041379384262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144798119410234,0,0,0,0,0.0795863248787871,0.0409771336493983,-0.176836013651537,0,0,0,0.165872004100957
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0502137300708908,0.181575302186124,0,0.147368198183043,0,0,0,0,0,0,0,0,0,0,0.0204355307054259,0.198546952823312,0,0,0.364714350123382,0,0,0,0,0.0161305675490097,0,0.0103819099923817,0,0,0,0,0,0,0,0,0.00800543804575798,0,-0.0193552859702307,0,0,0
