,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.172569492390993,0.200389637695374,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0444950540624138,0,0,-0.191127921210418,0,1.38777878078145e-17,0,0,0,-0.291044687949757,0,0.048761282200251,0,0.865869714245811,-0.151662861236271,0,-0.0998541782888657,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.136359266773388,0,0.19244052480045,0.0183888766929531,0,0,0,0.0299077730387743,0,0.0594021342850857,0,0,0.10939417963277,0,0,0.0770825109978697,0,0,0.0623424506174632,0,0,0,0,0,0,0,0,0,0,0,0,0.0515855950309189,0,0.306814576775713,0,0,0,0,0.101832349454653,0,0,0,0,0
X601939.CH.EQUITY,0.149264702771596,0,0,0,0.00401011786952228,0,0,0,0,0.253103630185138,0,0,0,0,0,0,0,0.122901251660703,0,0,0,0,0,0,0,0,0,0,0,0.0846000891277503,0,0,0,-0.148480550831591,-0.115469492060859,0,0,0.0703412064564909,0,0.427282251737064,0,0,0,0.0756860514640387,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.550587107627765,0.293623353084298,0.0858069770165424,0.56513974512561,0,0,0,0.272128453393365,0.11859328417988,0,0,0,0,0,0,0,0,-0.362612218118057,0,0,0,0,0,0,0,-0.755368439610011,0,0,0,0,0,0.0226269827287436,-0.367330276112809,0,0.289652992709559,0,0,0,0,0.393295700152922,0,0,0
X5.HK.EQUITY,-0.0177374101402804,-0.105110981984969,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519422261545571,0,0.0332024491819802,0.538863231064733,0,0,0,0,0.0905662261392834,2.77555756156289e-17,0,0,0,-0.187079824463684,-0.0524139273542676,-0.0754107766535066,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248701610491484,0,0,-0.164999660868768,0,0
X601988.CH.EQUITY,-0.467036137693373,0,0,-0.0358156211618543,0.586386377258905,0,0,0,0,0,0,-0.0578887826420303,0,0,0,0,0,0,0,0.967127771837736,0,-0.0923447034489787,0,0,-0.0633199272021181,0,0,-0.14116218299872,0,-0.614796247417782,0,0,0,0,0,0,0,0,0.0272076684726039,0,0,0,0.157833196005054,0,0,0,0,0,0,0
X600036.CH.EQUITY,-0.0995632507498959,0.475247018526638,-0.0421725629288593,0,0,0,0,-0.104078143809055,-0.00243327532155995,0.492456384635572,0,0.135007563821096,0,0,0,0,0,0,0,0,0,-0.0934553294070207,0,0,0.285641034996271,0,0,0.0836443584166301,0,0,0.0879293999178678,0,0,-0.305216911787887,0,0,0,0,0,0,0,0.215051797877992,0,0,0.121297637545551,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.130574786752159,0.0115692599360776,0,0,0.132795361516815,0,0,-0.0823787956620689,0,0,0.142504966484839,0.0301305191371486,0,0,0.0507878536273973,0,0,0,0,0,0,0.15137316754846,0,0,0,0,0,0.146689712544732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056749703123996,0
X601628.CH.EQUITY,0,0.0931500506047644,0.0260268942303729,0.0408435014515399,0,0,0,0,0,0,0.0814071975232371,0,0,0.368818773207631,0,0,0,-0.0490407947188399,0,0.0268622655781097,0,0.0665851466341078,0,0,0,0,0,0,0,0,-0.0710017105831958,0,0,0,0,0.227971476286673,0.109075568176248,0,0,0,0,0,0.0739208873172298,0,0,-0.0806943724566229,0,0,0,0
X601328.CH.EQUITY,0,0.0159210803382389,0.0614875898786298,0.0459993960613554,0,0,0.585383984705818,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0.233008414813726,0.241523363496052,0,0,0,0,0,0,0,0,0,0,0,-0.0766286372168448,-0.0276149235414553,0,-1.73472347597681e-18,0,-0.308219233581804,0.0500452741716536,0,0,0,0,-0.0281059927148795,0
