,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.146446932161896,0,0.0778616783084987,0,0,0,0,0,0,0.346157105614468,0.129642750105974,0,0,0,-0.13788088694928,0,0,0,0,0,0,0,0,0,0,0,0.000993451945386292,0,0,0,0,0.172257733290402,0,0,0,0,0,0,0,0,0.127793602868452,0,0,0,0.0641134825895789,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0464250723471723,0,0,0.237854477878438,0,1.38777878078145e-17,0.152159530322644,0,0,0,0.0547401657083687,0,0,0,0,0,-0.122710828278225,0,0,0,0,0,0,0,0,0,0.181874781656105,0,0,0,0,0,0,-0.311227130187621,0,0.339869505164818,0.0396079839417066,0.198256483257087,0,0,0,0,0.0901379255049669,0,0
X601939.CH.EQUITY,0.484110329290774,0,0,0,0,0.178930565966465,0,0,0,0,0,0,0,0.0590612799312476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375068816071711,-0.120866468199187,0,0,0.0496543862851299,0,0,-0.047485264509133,0,0,0,0
X601288.CH.EQUITY,0.577988379498195,0.0534418628563854,0.173306419303121,0,0.00358934446343986,0.0401187616887206,0,0,0.0451506746263886,0,0,0,0,0,0.0219120447724919,0,0,0,0,0,0,0,0,0,0,0,0.00832797340226291,0,0,0,0,0,0,0.127841923184403,0.0526127366222062,0,0,0,0.103690075910163,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.103035650291505,0
X5.HK.EQUITY,0,-0.0566207810851661,0.10409540716388,0.0920835327124551,0,0.165598311970426,0,-0.0566439134458132,0,0,0,0.273942340784965,0,0,0,0,0,0.69101018782928,0,0,0,0,0,0,0,0,-0.194729929794771,0,0,0,0,0,0,0,0.0240632079370767,0,0,0,0,0,0,0,0,0,0,0.0865474432342026,0,0,-0.0597639643972416,0
X601988.CH.EQUITY,0.173797257332581,-4.33680868994202e-19,0,0.188281362353561,0.0667436949161563,0,0,0,0.0668067265816208,0.0590095850671246,0,0,-0.414558203317275,0,0,0,0,0,0,0,0.408661693369542,0,0.00595284189801628,0,0,0,0,0,0,0,0,0,0.0118779516005046,0,0,0,0,0,0,0,0.117451919440917,0,0.0746462445569875,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.153989420729369,0,0,0,0,0,0.0800981021650988,0,0,0,0,0,0.248794814944862,0,0.0482662648679635,0,0,0,0,0,0,0,0,0.0624223797792581,0,0,0,0,0,0,0.238893862361043,0,0,0,0,0.143226510961021,0,0,0,0.0465925337316637,0.104594107534121,0,0,0,0,0,0,0,0.00358764513291524
X1299.HK.EQUITY,0,0,0,0,0,-0.0136934713918374,0.0357527631983023,0,0,0.216182681818763,0,0,0,-0.159159506611997,6.93889390390723e-18,0,0.288187970914128,0.240771580233268,0,0,0,0,0.0503484735789776,0,0,0,0.150369626225817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0766843523578539,0,0.157148589903351,0,0,0,0
X601628.CH.EQUITY,0.366186161493425,0.280377855826853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0315524257069787,0.00124982421412064,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.190425279586714,0.0530503825584259,0,0,0,0,0,0,0,0,0,0,-0.113951037133452,0.177623976946108,0,-0.177792504023986,0,0
X601166.CH.EQUITY,0.0537571011468086,0,0,0,0,0,0.493993261232313,0,0,0,0,0,0,0.0199235867614724,0,0.202237613956106,0,0,0,0.0520798123283284,0,0,0,0,0,0,0,0.0355422086892104,0,0,0,0,0,0,0,0,0,0.00902857243047566,0,0,0,0,0,0.179325848940785,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.0200644405829935,0,0,0,0.0381525305252999,0,0,0,0,0,0.307958890607239,0,0,0,0,0,0,0,0,0.0990463978726908,0.205434411840763,-0.0869150222904632,0.0457144326812763,0.194180693599123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121188676329313,0,0,0,0,0,0,0.0038437685673435
X600000.CH.EQUITY,0,0.0406500481985577,0,0,0,0.0968086636380835,0.186284897863019,-0.0356882951043364,0,0,0.287337264503177,0,0,0.109837558012556,0,-0.0542097650442418,0,0,0,0,0.0328689582278414,0,0,0,0,0,0,0.195398797202173,0,-0.020251488516673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378523728348604,0.196215088491291,0,0
X000002.CH.EQUITY,0,0,0,0,0,-0.155817303947423,0,0,0.0250392583619829,0,0,0,0,0,0,0.0392098558704969,0.288753162465402,0,0,0.0674096427340303,0,0.0118238969751928,0,0,0,0.0358721959911386,0,0,0.356517496755512,0,0,0,0,0.151359422377735,0,0.0232746904632842,0,0,0,0,0.0530678563612315,0,0,0,0.0893431588225425,0,0,0.0766604986480418,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0.174206687623242,0,0,0.0719688191550998,0,0,0,0,0,0.149849918731237,0,0.232740302270953,0,0,0,0.00180968331250763,0,0,0,0.115733459645298,0,0,0,0,0,0.0753728634011408,-0.288468704485003,0,0,0,0,0,0.0651701172674626,0,0,0,0,0.0481846480016963,0,0,0.176074932282724,0,0,-0.0518862334570241
X16.HK.EQUITY,0,0,0,0.360503333576207,0,0,0,0.212325134623689,0,0,0,0,0,0,0,0,0.0785371342567311,0.059749320058527,0,0,0,0,0,0,0.123968532460882,0,0.0445727329678948,0,0,0,0.259868580088909,-0.127262401817197,0.10858025875573,0,0,0,0,0,0,0,0,0.101626703184585,0,0,0,0,0,0.00996256766704055,0,0
X601601.CH.EQUITY,-0.00297753148114983,0,0,0,-0.205091708960463,0,0,0,0.22793494843978,0.34088419640918,0,0,0,0.0188639873816697,0,0,0.2177043747155,0,0,0,0,0,0.294942216916649,0,0,0,0,0,0,0,0,0,0,0,0.0445963548771567,0,0.0962129353684115,0,0.194934480936267,0,0,0,0,0,0,-0.0228778761408433,0,-0.018585390291524,0,0
X388.HK.EQUITY,0,0,0.154750332791161,0,0,0,0.0266922415902585,0.332961282639534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.232644287087044,0,0,0,0,0,-0.16152856326558,0,0.132521568093873,0,0,0,0.161657253050914,0,0,-0.293133220264274,0,0,0,0.4479103627928,0,0.0155827817161256,0,0,0.0435430304576606,0,0.121222801656937,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.0231110577858784,0,0,0,0,0,0,0,0,0.0400775516306361,0,0.0720870832314875,0,0,0,0,0,0.784247620347578,-0.00177822767618108,0,0,0,0,0,0,0,0,0.0674144322506812,0,0,0,-0.0892272121935335,-0.108646292325064,0,0,0,0,0,0,0,0.0144955584197745,0,-0.120280485319154
