,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.00242826676939848,0,0.223288371036073,0,0,0.110581793188615,0,0.243618805881756,0,0,0,0,0,0.127864503982442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103900769806879,0,0,0,0,0,0,0,0,0,0,0,0,0.0479435898714178,0,0,0.0771573727923738,0
X601318.CH.EQUITY,0.14488887758028,0,0,0,0,0,0,0,0.312096828196625,0,0,0,0,0,0,0,0.338207775354162,0,0.0232245832261007,0,0,0.0171991544391817,0,0,0,0.10597714718413,0,0.0222151895951745,0,0,-0.12334370665208,0,0,0.112874505370425,0.0811417009237243,0,0,0,0,-0.0286734365506738,0.0262884659358548,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.28514036372179,0,0.0754682617098738,0,0,0,0,0,0,0,0.423870919360721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056227661572115,0,0,0,0.0735018258556169,0,0,0.00953523458109805,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.3334260416124,0,0.0166264268840535,0,0,0.502912557510532,0,0,0,0,0.0138500253932074,0,0,0,0.0434281805557849,0,0,0,0,0,0,-0.0200783662163483,0,0,0,0,0,-0.0139744496404225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104133048635908,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0.09537636438662,0,0,0,0,0,0.0129835726848332,0,0,0,0.402050067271775,0,0,0,0,0.0678915535473209,0.158740285596263,0,0,0.353791428089974,0,0,0,0,0,0,0,0.017190686314297,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.398476146266132,0,0.00835547965735356,0,0,0,0,0,0,0,0.0633264819643342,0,0,0,0,0,0,0,0.0390937998577036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152105618482577,0.0102666197776834,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.291940140271548,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.220907305310493,0,0,0.264248185852137,-1.38777878078145e-17,0.0676689857404952,0,0,0,0.175109739047409,0,0,0,0,0,0,0,0,0,0,0.00919026287262121,0,0.114961088532274,0,0.0745135257381586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.060192947955202,0,0,0,0.470735164430661,0,0,1.73472347597681e-18,0.124968611616611,0.106209236864529,0,0,0,0,0,0,0,0,0.268543900221861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.265984877246979,0.0413144925196225,0,0,0,0,0,0,0,0,0,0,0,0.0498986056935187,0,0,0,0,0,0.0927136489050136,0,0,0,0,0,0,0,0,0.0802817383544837,0.272937929842222,0,0,0,0,0.0554059124387297,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.00429412982162769,0,0,0,0,0,0.222693892846996,0,0,-0.134633302036069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227783382882107,-0.182142990115415,0,0,0,0,-0.0804747507962419,0,0,0,0,0.739336774184066,0,0,0,0,0.6184972519805,-0.276948819747371,0,-0.479142115711596,0
