,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.0210428464842664,0,0,0.178681074387723,0,0,0,0,0,0,0,0,-0.0106227949440264,0,0,0,0,-3.46944695195361e-18,0,0,0.0418542403138481,0,0,0.113388366902732,0,0,0,0,0,0,0,-0.165142575865592,0,0.0639726049053588,0,0,0.22452767671203,0,0.038899148633957,0,0,0.087717573605728,0,-0.120828408616464,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.108190298946582,0,0.100629587532965,0,0,0.34320936002264,0,-0.032054588437709,0,0,0,0,0,0,0,0,0,0,0,-0.00352252998047635,0,0,0,0,0,0,0,-0.0694138704872481,0.334228291731683,0,0.164867881510202,0.00527317318114044,0,0,0,0,-0.0769847603390254,0,0
X601939.CH.EQUITY,0.24131826053828,0,0,0,0.0172139370465458,0,0,0,0,0,0,0,0,0.179856761962023,0,0,4.33680868994202e-19,0,0,0.184848899533938,0.0698668401095913,0,0,0,0,0,0,0,0,0,0,0,0,0.0676693539749116,0,0,0,0,0.0645611872572376,0,0,0.124403840817549,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.350240730804791,0.00155799279433499,0.0947182968716014,0,0,0,0,0,0.131101022532407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130043771178042,-0.0511586264301694,0,0,0,0.117149439351131,0,0,0.232255566223594,0,0,0,0,0,0.127865325915175,0,0
X5.HK.EQUITY,0,-0.175699294742287,0,0.442758872527879,0,0,0,-0.155681659251579,0,0,0,0,0,0,0,0.0254261334748301,0,0,0,0.133584452158319,0,0.493854967410884,0,-0.148110846573963,0,0,-0.0251087428785345,0,0,0,0,0,0,0,-0.12223449612316,0,0,0,0,0,0,0,0.100980520248814,0,0,0,0,-0.163822115055759,0,0.0206840435607303
X601988.CH.EQUITY,0.0286926492488208,0,0.0259144548139742,0,0,0,-0.00254528673026983,0,0.141713818349639,0.148631675038149,0.215645651185954,0,0,0,0.0821571103345936,0,0,0,0,0,0,0,0.463179759219274,-0.150516486914007,0,-0.0288236083103757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11316717151555
X600036.CH.EQUITY,-0.0382688077745399,0.20245046763636,0,0,0,0,0,0,0,0,0,0.0969261671657856,0,0.28051768075614,0,0,0,0,0.143664230140146,0,-1.73472347597681e-18,0.0861877421577673,0,0,0,0,-0.0441484585482044,0,0,0,0,0,0.131077137183713,0,0,0,0.0660378344395692,0,0,0.0419843875250836,0.178746546224511,0,0,0,0,0,0.0643983345573346,0,0,0.0974607093629492
X1299.HK.EQUITY,0,0.150246272346689,0,0,0,0,0,0,0,-0.0356647391353266,0,0,0,-0.0799188597228727,0.205749257490659,0,0,0.125373362810583,0.234315669222021,0,0.188178938877499,0,-0.0701353993782585,0.171039183222353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.170760246135049,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,-3.46944695195361e-18,0.0413241352951175,0,0,0,0,0,0,0,0,0,0,0,0.129406795366334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052426165245244,0,0,0,0,0,0.300781772614196,0,0,0,0,0,0,0,0,0,0.153786804974357
X601166.CH.EQUITY,0,0,0.0448890971537547,0,0,0.103091343911993,0,0,0,0,0,0,0,0,0,0,0.244932705153979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475833296075358,0.225566993584342,0,0,0,0,0,0.17110608803356,0,-0.106911288040314,-0.0319125672388554,0,0,0,0,0,-0.071745300170502,0
X601328.CH.EQUITY,0.13433027922634,0,0,0,0.107641753998916,0.420347489454384,0,0,0,0,0,0.116044890256622,0.0969266070167586,0,0,0,0,0,0,0,0,0,0.0106964020751743,0,6.93889390390723e-18,0.00495405739275796,0,0.0146809010893125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0921670001665953,0,0,0.0184665774600183,0,0,0,0.119972200594222,0
X600000.CH.EQUITY,0,0.148088339622648,0,0,0,0.0223172492211018,0.219419377245765,0,0,0,0.294750924838289,0,0,0,0,0,0,0,-0.0298476792346759,0,0,0,0.146171868234381,0,0,0,0,0,0,0.00813111460415931,-0.0125496131440179,0,0.0681131537979354,0,0.113533871601227,0,0,0,0,0,0,0,0,0,0,0.0300333727036274,0,-0.0684461242270051,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0.143552476598924,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.245089685928478,0.0941944364233273,0.065009533371682,0,0,0,0,0,0,0,0,0,0.0176146423757409,0,0,0,0,0,0,0,0,0,0.103583993476507,0.0387678606101593,0,0.0991760477757298,0,0
