,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.426790461801353,0,0,0,0,0,0.0033185284639138,0,0,0,0,0.365235010212332,0,0,0,0,-0.0458179802001208,0,0,0,0,0,0,0,0,0,0.0758174560197025,0,0,0,0,0,0,0.000821145565552389,0,0,0,0,0,0,0,0,0.00467743244094399,0,0.111279279911155,0,0,0
X601939.CH.EQUITY,0.143640804813779,0,0,0,0,0,0,0,0,0,0,0.0262581826512428,0,0.26307545126047,0.297089153593127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116490227785127,0,0,0,0,0,0,0,0,0,0,0,0.132324645088649,0,0,0,0
X601318.CH.EQUITY,0,0.0852644646054619,0,0.0884246193312928,0,0,0,0,0,0,0,0,0,0,0.239884551192559,0.0598377556819693,0.0274971888241719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100208632429558,0,0.0360338286561363,0,0,0,0,0.236609432155239,0,0,0.0701228235533663,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.377898363292872,0.0840049523872681,0,0,0.313239449761268,0,0,0,0,0,0.111464545867449,0,0,0,0,0.0478379274855246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153564998516701,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.184608737709361,0,0,0,0,0,0,0.186089018395213,0,0,0.0606287501906395,0,0,0,0,0,0,0,0.0322846831185101,0,0,0,0.136917815729876,0,0,0.016696292052793,0,0,0,0,0,0,0.065193844953699,0,0,0,0.120345396311808,0,0,0,0,0,0.119233115105624,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.194055925786175,0,0,0.221577223320863,0,0,0.0545760587992321,0.711779162852235,0.0173135374142794,0,0,0,0,0.449422125058681,-0.711918576973571,0,0,0.208602164915093,0,0.151063198627332,0,0,0,0,-0.125479983434025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186440379431263
X600036.CH.EQUITY,0.120643167232439,0,0,0.0407680047472239,0,0,0,0.00317506656391537,0,0,0,0.0713624513221965,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0931302961218201,0,0,0,0,0,0,0,0,0,0.08820693737326,0.0908868475417657,0,0.21164836014808,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0766688693455447,0
X1299.HK.EQUITY,0,0,0,0,0,0.0643929238799114,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174510820913991,0,0,0.100654634400636,0,0,0.0778090716751721,0.0785110708923975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364331526923729,0
X601628.CH.EQUITY,0,0.416319992506277,0,0.0410992735356901,0.179353007695219,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.113932271357279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489436110818247,0,0,0,0
X601658.CH.Equity,0,0,0,-0.0394808540066843,0,0,-0.110940627682134,0,0,0,0,0,0.149662681336881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122713442860918,0,0,0,-0.341690278284187,0.238615665969947,0.071058093393564,0,0,0,0.414112979260067,0,0,0,0,0,0,1.12494142888245,0,0,-0.427785849870392,0
