,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0158732392098546,0,0.238740375042103,0,0,0,0,0,0,0,0,-0.132979380826577,-0.113618156062602,0,0,0,-0.164959198585788,0,-0.178033012452145,0,0,-0.22216803719178,0.0297035691029037,0,0,0,0,0.750977693688907,0,0,0.227692157827805,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.196270274981277,0,0.176598509940159,0.0163018979430441,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.099669569684738,0.0922538344560465,0,0,0,0,0,0,0.000155022489864105,0.0694861554745291,0.0249314917974105,0,0,0,0,0.309237050863184,0,0,0,0,0,0,0.0989973779100574,0,0,0.0567307233053383,-0.0725348318348461,0,-0.0285516998227454,0
X601939.CH.EQUITY,0.129599121717132,0,0,0,0,0,0,0,0,0.266841863845891,0,0,0,0,0,0,0,0.115349485906142,0,0,0,0,0,0,0,0,0,0,0.0142354785619538,0.112196602742799,0,0,-0.215787701779776,0,-0.210879616743388,0,0,0.499334580593577,0.145533737573981,0,0,0,0,0.124187223921802,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.602582087588156,0.271215012613332,0.0290719435071994,0.66842039921318,0,0,0,0.170732122192154,0.414989533377061,-0.251301099895393,0,0,0,0,0,0,0,-0.263223203315864,0,0,0,0,0,0,0,0,-0.545837943008935,0,0,0,-0.185956091254929,-0.179325992162843,0,0,0.0598255595562175,0,0,0,0,0.545646315774816,0,0,0
X5.HK.EQUITY,-0.0762038279678642,-0.0241128197501744,0,0,0,0,0,0,0,0,0,0,0,0,0.461250910708506,0,0,0,0.448939601721941,0,0,0,0,0.0649029764584925,0.0124178654605283,0,0,0,-0.129131447001496,0,-0.135972401681067,0,0,0,0,0.128556633967854,0,0,0,0,-0.100246744893008,0,0.180541562842044,0,0,0,0,0,-0.127023058922995,0
X601988.CH.EQUITY,-0.262416145467933,0,0,0,0.348482866384463,0,0,0,0,0,0,0,0,0,0,0,0,0.188875950533896,0,0,0.638223394569236,0,0,0,-0.0193720799608006,0,0.00636198945944341,0,0,-0.485575613637798,0,0,0,0,0,0,0,0,0,0,0.077879632944639,0,0,0.0803505716320787,0,0,0,0,0,0
X600036.CH.EQUITY,-0.0472044593338059,0.411991975089514,-0.064625117746824,0,-0.0375176474403925,0,0,0,-0.00741811902599488,0.51411495056894,0,0.0765312408398243,0,0,0,0,0,0,0,0,0,-0.0615918989144125,0,0,0.218941171853487,0,0,0.0800096325394069,0,0,0.0806640258377088,0,-0.362939228396535,0,0,0,0,0,0,0,0,0.20883377988525,0.129171964401795,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0794535502417167,0,0,0.172331107804514,0.0041882320832289,0,0,0,0,0,-0.0160372643662653,0.0171806032730807,0,0,0.113808964025752,0,0,0,0,0,0,0,0,0,0.187099911618228,0,0,0,0,0,0.148273695072942,0,0,0,0,0,0,-0.0185019963305577,0,0,0,0,0.0105603518082223,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.163680505035472,0.06976341695309,0.128428037639483,0,0,0,0,0,0,0.0144003063349691,0,0.37690589274708,0,0,0,0,0,-0.00682412448775704,0,0.00551246050646117,0.0896883871271494,0,0,0,0,0,0,0,0.0065040272859433,-0.0445090368541506,0.025498371758835,0,0,0,0.0936361721552788,0.204073092710824,0,0,0,0,0,0.0642901458871343,0.065543106965521,0,-0.247258051560631,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.624526858006974,0,0,0,0,0,0,0,0,0.0175057062659609,0,0.0216766375419501,0,0,0,0,0,0,0.146924966738202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00179256095040644,0,0,0,0,0,0,0,0,0,0
