,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002142.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.704691991875583,0,0,0,0,0,0.00402625265783316,0,0.062986629078575,0,0.0992613336566391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0215609358300889,0,0.062618070152101,0,0,0,0,0,-0.0233576795141604,0,0,0,0.00100047792118325
X601939.CH.EQUITY,0.219776003188877,0,6.93889390390723e-18,0.461830862913672,0,0.0806148116460952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0665066052308874,0,0,0,0,0,0,0.125143262530519,0,0,-0.0345956391778422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444684519549966
X601318.CH.EQUITY,0,0.0175147572538635,0,0.0917758842216957,0,0,0,0,0,0,0,0,0,0,0,0.00884796346132371,0,0,0.192522149395803,0.00916996383960907,0,0,0,0,0.0104296405611583,0.0468507252718999,0,0,0,0,0,0,0,0.214086139649407,0.0165907399704181,0.0441250005774413,0,0,0,0.235099139237926,0,0,0,0,0,0.0861970698025421,0,0,0,0
X601288.CH.EQUITY,0.289317983936202,0,0,0,-0.0270860898454035,0,0,0,0,0.115218574969584,0,0,0,0,0,0,0,0,0.063298118136063,0,0,0.056680204145903,0,0,0.0304884045556618,0.259804364744474,0,0,0.0354243766699198,0.070003311509108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073357949395176,0,0,-3.46944695195361e-18,0
X5.HK.EQUITY,0,0,0,0,0,0,0.48491608002324,0,0,0,0,-0.0868646269341914,0,0,-0.0250407118503215,0,0.195619843597863,0.143651836896422,0,0,0,0,0,0,0.114311733826614,0,-0.0395073109010981,0,0,0.150541304407367,0,0,0.0439433787860367,0,0,0,0,0,0,0,0,0,0,0,-0.686319231226131,0.133619581587875,0,-0.113745390855746,0,0.167581200404722
X601988.CH.EQUITY,0,0.106189890274619,0,-1.73472347597681e-18,0.0990408214282488,0,0,0,0.106862994763628,0,0,0,0,0,0,0,0,0,0,0,0,0,0.507009168501205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436006188360431,0,0,0,0,0,0,0,0,0.103531910322468,0.0874458935701159
X1299.HK.EQUITY,0,0,0,0,0,0,0,0.096750964285105,0,-0.054431364514089,0,0.0459513477961402,0,0,0,0,0.239328990857275,0,0,-0.0467539375074113,0.205917286717958,0,0,0,0.0921926887107207,0,0,0,0.0425675141215482,0,0,0,0,0,0,0,0,0.0491740099356711,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.00964237628267038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.788177062673077,0,0.00558458684052284,0,0.0709540482925763,0,0,0,0,0,0,0,0,0,0,0,0,0.015094313811834,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.124952397216241,0.0917898416279372,0,0,0,0,0,0,0,0,0,0,0,0.0241855522687211,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.355018939312333,0,0,0.0424515784883808,0,0,0,0.0862584452238844,0,0,0.115910250974442,0,0,0.0327797117348995,0
X601328.CH.EQUITY,0.0114212766730242,0.0753920437325969,0,0,0,0,0,0.164268823141625,0,0,0,0,0,0.154841586071329,0,0,0,0,0,0,0,0.272391904147139,0,0,0,0,0,0.0297199679618663,0,0,0,0,0,0,0,0,0,0,0.0712011320266583,0.215201805855205,0,0.0271813779529357,0,0,0,0,0.00884441765207544,0,0,0
