,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.121185646306777,0,0,0,0,0,0,-0.0923781337859832,0,0,0,0,0,0,0.0273034854995127,0,0,0,-0.138361371878384,0,0.0722174178220324,0.534903056555945,-0.178503519539966,0,0.517218363364606,0,0,-0.0815917170161109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,1.38777878078145e-17,0,0,0.185498173918634,0,0,0,-0.0686829482842913,0,0,0.124612965576002,0,0,0,0.046894363979404,0,0,0,0.0193396454221213,0,0,0,0,0,0,0,0,0.0302646235225873,0.153647760882004,0,0,0,0,0.232584552666063,0,0.114626114020027,0,0,0,0,0,0,0,0,0,0,0.0390619532760159,0,0
X601939.CH.EQUITY,0,0.0819528459791577,0,0.80193953283294,0,0,0,0.00154637652277618,0,0.0440704488995126,0,0,0.0144574472891102,-0.0105034899544993,0,0,0.0805655837105029,0,-2.71050543121376e-20,0,0,0,0,0,0,0.0255504301828783,0,0,0,0,0,0,0,0,0,0,0,0.0707047582490179,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0184189690985745,0,0.927918665615021,0,-0.0566606084655846,0,-0.0960191530458328,0,0,0.0223494677044728,0,0,0,0,0,0.0136842007262026,0,0,0.13130727753999,0,0,0,0,0,0,0.0588547752422259,0,0,0,0,0,0,0.0403257240776097,0,0,-8.67361737988404e-19,0,0,0,-0.0648243997228539,-0.0559012558051314,0,0,0,0,0.0270649384431667,0,0,0,0,-0.0657712706668939
X601628.CH.EQUITY,0.00595920090806643,0,0,-3.46944695195361e-18,0,0,0,0,0,0.278098222490976,0,0.136469532898915,0,0,0,0,0,0,0,0.436034870002251,0,2.16840434497101e-19,0,0,0,-0.0487597746794581,0,0,0,0,0,0,0,0,0,0,0,0.0714342530427925,0,0,0,0,0,0,0,0.0185461637846657,0,0.248457915604878,0,0,0
X600036.CH.EQUITY,0,0,0.0439241228688901,0.279062989446906,0,0,0,0.00493100897313505,0.0288348449121485,-0.00473868464876689,0,0,0,0,0,0,0,0.178267126958934,0,0.0323478062995857,0,0,0,0,0,0.0437764447565105,0,0,0.18372320603896,0,0.129554348568322,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0518295726114543,0,0,0,0,0.0342078287851034,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0649291927893366,0,0,0,0,0,0,0,0,0,0,0,0,0.299456294481922,0,0,0,0,0.0730197983622651,0,0,0,0,0.149922208989786,0,0,0,0.122021722132546,0,0.136814789485777,0,0,0,0.0464190119452808,0,0,0,0,0.104287596535288,0,0,0
X601988.CH.EQUITY,0,0,0,0.087203336164784,-0.0455217129571233,0,0,0,-0.0202677520437722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175461812971208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12553655431877,0,1.001163940363,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0507337958900734,0.0381745736466114,0,0,0,0,0,0.103164109878975,0.297185941121575,0,0,0,0,0,0,0,-0.221535401477389,0,0,0.00901446691829819,0,0,0,0,0.149166035140277,0.0331577423024232,0,0,-0.151851226621504,0,0.0812859594664918,0.151786169960465
X388.HK.EQUITY,0,0,0,0,0.119357771985204,0,0.168245777101255,0,0,0,-0.294146106076808,0,0,0,0,0.131577593758501,0,0,0,0,0.200723120380518,0,0.166648716078785,0,0.405030763598189,-0.229896107771648,0.0330301684301416,0,0.0621171901017126,0,0.0809737887899003,0,0.326405197715047,0,0,0,0,0,0,0,0,-0.209942408755487,0.0469285070524344,3.46944695195361e-18,0,0,0,0,0,-0.188593833237465,0
