,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.12733691639458,0.0123078879897914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0947437151955706,0,0.481661396493314,0.326634554312261,0.040382796242605,0,0.16489210975241,0,-0.25271200187296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363315769135714,0,0.00340482074347222,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.199656885177607,0,0,0,-0.0655155309266439,0,0,0.104289286659686,0,0,0,0,0,0.0491429340649837,0,0,0,0,0,0,0,0,0,0,0.19569992222339,0,0,0.0218001450386428,0,0,0,0.25209308802538,0,0.045289210732277,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0
X601939.CH.EQUITY,0,0.0642907209878857,0,0.814589672363972,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.0308735023233521,0.0140198148255409,0,0,0.0778912626324559,0.043064639253884,0.0213901578902961,0,0,0,0,0,0,0.0177648588745715,0.0271201644143255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240571812736696,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.912750710405239,0,-0.0828827622351401,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139741934118507,0,0,0,0,0,0,0.0665450959689125,0,0,0,0,0,0,0,0,0,0,0,0,-0.0171460323187075,0,0.00385374644685939,-0.0732759057915373,0,0,0,0,0,0,0,0,-0.0531186940989632
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.101345598663346,-0.101919940635111,0.412680560928642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.590166898824689,0,0,0,0,0,0,0,0,0.270658044030726,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.408636345709189,0,0,0,0,0,0.0223462850893089,-0.00517109251957152,0,0,0,0,0,0,0.105591495316444,0,0,0.00634911702042417,0.0126624904609482,0,0,0,0,0.188886253871676,0.12002247300822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.148233225945451,0.0923439534655243,0,0.0431063173373909,0,0,0,-0.0128585296105476,0,-1.0842021724855e-19,0,0,0,0,0,0,-0.074542599062833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107543028994637,0,0.00763344929923295,0,0,0,0,1.04722047828951,0,0
X1299.HK.EQUITY,0,0,0,0,0.15727120433803,0,0,0,0,0.128044436180736,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.20587407618996,0,0.417837283157258,0,0,0.0890955290796956,0.385133421055691,0.164599027363009,0.0943055990825667,0,0,0,0,0,0,0,0,0,0,0,0,-0.176598483486994,0,0,0,0,0,0.0893976521199219
X5.HK.EQUITY,0,0,0,0,-0.0201033841976432,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0944709049121398,0,0,0,0.015359854242378,0,0,0.243268574225662,0,0.472599814605151,-0.146884435475338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0463874882183778,0,0,0,0,0.134409436781518,0.0649235674585424
X388.HK.EQUITY,0,0,0,0,0.188524217715561,0,0,0,0.0679016037809913,0,0,0,0,0,0,0,0,-0.239959839559606,0,0,8.67361737988404e-19,0,0,0,0.364599331523648,0,0,0,0.0846593049961523,0,0.0932575194551445,0.045006995399326,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248690791617402,0.0466874629030371,0,0,-0.199913477463072,-0.0035313747294903
