,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.147141769115731,0,0.0779374670373919,0,0,0,-0.0574609416526341,0,0,0,0.474820006495365,0,0,0,-0.0814977547705799,0,0,0,0,0,0,0,0,0,0,0,0,0.090668196996908,0,0,0,0,0,0,0,0,0,0.140449755871918,0,0,0,0,0.18288196560055,0,0,0,0,0,-0.0487812632922393,0
X601318.CH.EQUITY,0,0,0,-0.0557838319545886,0,0,0,0,0.127449984370228,0,0.219039128080271,0,0.0385326566875126,-0.0903582919428672,0.0867080451890203,0,0,0,0,0,0,-0.0879102047336352,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190719320262728,0,0,0,-0.222356640807157,0.394174772522579,0,0.156874904089142,0.154521904309608,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.187550376957,-0.00740028523971393,0,0.315001089542527,0,0.0778627790176056,0,-0.0727563867575587,0,0,0,0,0,0,0.106983394988538,0,0,-0.0234720638205375,0,0,0,0.0680083314523081,0,0,0,-0.0682289240019372,0,0,0,0,0,0,0,0,0,0,0,0,0,0.468657499012784,0,0,0.0163937473631979,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.438765869365444,0,0.144142276559889,0,0,0.147770254589936,0,0,0.028887951072883,-0.00450516443944127,0,0,0,0,-0.00473125410607291,-0.118366508120988,0.049038106834478,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389563377444852,0,0,0,0,0,0,0,0,0.178464656651227,0,0,0,0,0,0,0,0,0.188849238330545,0,0
X5.HK.EQUITY,0,-0.119855399961747,0.0376051196936813,0.280291606670645,0,0,0,-0.233608230914484,0,0,0,0,0.152758564715909,0,0,0,0,0,0,0,0.545920477902474,0,0,0,0,0.278045271981013,0,-0.0225846434010387,0,0,0,0,0,0.02272190627394,0,0,0,0,0,0,0,0,0,0,0,0,0.195890975765478,0,-0.0730250836563614,0,0
X601988.CH.EQUITY,0.208750281601901,-4.33680868994202e-19,0.204604350578063,0,0,0,0,0,0.0615826509892982,0,0.0909396121467226,0.0904426051066691,0,-0.355906841356895,0,0,0,0,0,0,0,0,0.0205099329638795,0,0.286073264390455,0,0,0.138777488415293,0,-0.043691834601987,0,0,0,0,0,0,0,0,0,0,0,0,0.0469289650299329,0,-6.93889390390723e-18,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0329147686439781,0,0,0,0,0,0.158439533290194,0,0,0.05649615314726,0,0.107266785536603,0,0.25591717449627,0,0,0,0,0,0,0,-0.0203190684229282,0,0,0,0,0,0,0,-0.101541551033641,0.0858170854644561,0,0.03372736452228,0,0.206193136011027,0.128287012032173,0,0,0,0,0,0,0,0,0,0,0.0999731614181285,0,0,0.0314969245353789
X1299.HK.EQUITY,0,0,0,0,0,-0.0539470784345926,0.110532268450371,0,0,0,0.118699845472317,0,0,0,-0.14145198509407,6.93889390390723e-18,0,0,0.335452752103498,0,0.259697646565207,0,0.0852611529295051,0,0,0,0,0.102459370938054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163291886114975,0
X601628.CH.EQUITY,0.289481237250569,0.252447390758935,0,0,2.16840434497101e-19,0.0178456904288154,0,0,0,0.0826869083917436,0.0343253032530628,0,0,0,0,0.0537549103662562,0.110767057896584,0,0,0.0399131080316689,-0.0571440339714288,0,0,0,0,0,0,0.0253194447851314,0.0408126695300529,-0.0746300137199847,0,0,0,0,0,0,0,0,-0.332190285833483,0,0,8.67361737988404e-19,0,0.174412561868744,-0.173589056026005,0,0.0917746371566937,0,0,0,0.0407805883944714
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0455023542671526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.00694673645938013,0,0.0327111864650051,0,0,0,0.470177733073012,0,0,0,0,0,0,0,0,0.216005643321332,0,0.015492521663013,0,0,0,0,0,0,0,0,0,0,0.0469397961307253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184177510914354,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0.0770836229053373,0,0,0,0,0,0,0.314314232509258,0,0,0,0,0,0,0,0,0.180282046544582,-0.117837942182749,0,0.0989488367684661,0.165437850353944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202484399971589,0,0.149684805100617,0,0.0290445230303395,0,0,0,0,0,0.0319181291082754
X600000.CH.EQUITY,0,0.0750958237291876,0,0.0310315761816697,0,0,0.30844781692132,-0.110281199398988,0,0,0,0.128854505424748,0,0,0.132213357870264,0,0,0,0,0,0,0,-0.03604077747727,0,0.117682683284797,0,0,0,-8.67361737988404e-19,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.213714315088923,0,0,0,0.025241142760624,0,0,0,0
