,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.345431876381533,0.073680696672263,0.0686764944693099,0.0482206624084743,0,0,0,0,0,0.23969301727106,0,0,0,0,0,0,0,0,0,0,-0.00364096569637859,0,-0.0308227559670827,0,0.0311420680506937,0,0,0,0.00350414394039172,0,0,0,0,0,0,0,0,0,0,0,-0.0058945767995797,0,0.0427189139320553,0,0,0,0,0,0,0.155548863693412
X601939.CH.EQUITY,0.455168840352996,0,0,0.0736853653232207,0,0,0,0,0,0,0,0,0,0.190090123611848,-0.131437981767753,0,0,0,0,0,0,0,0,0,0,0.272957944490861,0,0,0,0,-0.0493238546440381,0,0,0,0,0,-0.023235989513511,0,0,0,0,0,0,0,0,0,0,0.16392004956372,6.93889390390723e-18,0,-0.0542763488706396
X601318.CH.EQUITY,0,0,0,0,0.196097716818266,0.241084146899272,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146829793517214,0,0,0,0,0.0687578452425491,0,0.0254609687085,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.296180989592787,0.0954183728240556,0,0,0.174286064348078,0,0,0,0,0,0,0,0,0.189647416920555,0,0,0,0,0,0.0454398442894911,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120879889416826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.211526551271478,0.0969500659485815,0.299879651140674,0,0,0,0,0,0.293897179634265,0,0,0,0,0.0786205919384487,0.154358789345184,0,0,0,0,0,0.0681608104547769,0,0,3.46944695195361e-18,0,0,0.174347414666138,0,0,0,0,0,0,0,0,-0.661130916415837,0,0,0,0,0,0,0,0,0,0,0,0,0.0391551323018915,0
X600036.CH.EQUITY,0,0.0258332922457556,0,0,0,0,0,0,0.0531117115123371,0,0,0,0.146357253403837,0,0,0,0,0.0512335182848272,0,0.0277023001611521,0,0,0.153298517399926,0,0,0,0,0,0,0,0,0.357266409443072,0,0,0,0,0,0,0,0,0.0580543744297524,0,0.0407610484123548,0.187038308864316,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0889708743428705,0,0.149547628889709,0,0,0.150096568981599,0,0,0.241805603802521,0,0,0,0,0.225893676032303,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.143424597419357,0,0,0,0,0,0,0,0,0,0,0,0.0548969166985279
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0445256237212894,0,0,-0.0396931486828932,0,0,0,-0.382211601030398,0,0.612718687002676,0,0.0469919455718354,0.691209813806716,0,0,0.018226310898759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148817513032191,0,0.288577026191082,0,0,0
X601628.CH.EQUITY,0,0.0119668870921911,0,0,0,0,0,0,0,0,0,-0.180118387424327,0,0,0,0,0.214825960054768,0,0,0,0.0798810875917787,0,0.229570149332951,0,0,0,0,0,0.0409699200980757,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.228635362786443,-1.73472347597681e-18,0,0,0,0,0,0.100067488064297,0,0,0.0774057379916024
X601658.CH.Equity,0,0,0,0.0229308171863637,0.125240297209319,0,0,0,0,0,0,-0.126016797280555,0,0.20755525469401,0,0,0,0.225910415002915,0,0,0.0878244823752797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27107276539597,0.122904472737702,0,0,0,0,-0.0367602987993308,0,0,0,0,0,0,0,0,0
