,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.0329496725395795,0.476150229450739,0.0149489895730831,0,0,0.0904674101414453,0,0,0.08288305352104,0.0675755723949377,0,0,0.176486800673449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286836116230582,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.00885435221526928,0.109692574538024,0.272683613168424,0,0,0,0,0,0,0,0,0.335274225232774,0.0867750772439906,0,0.075843465440692,0,0,0,0.0632112418493661,0,0,0,0,-0.0379287152424828,0,0,0,0,0,0,0,0.0182266590323813,0,0.0426761123348704,0,0,0,0,0,0,0,0,0.00605118425243679,0
X601939.CH.EQUITY,0.169289256142416,0,0,0.489639650109037,0.0654235029972855,0.0934554513695904,0,0,0,0.055671635905881,0,0,0,-0.0318365046507984,0,0,0,-0.0240106255741035,0,0,2.16840434497101e-19,0,0,0,0,0,0,0.178647773057808,0,-0.00670156448521441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003253803534367,0,0,0
X601288.CH.EQUITY,0,0,0.211667028074341,0,0,0,0,0,0.0118818737752396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273511257785498,0,0.19552151513431,0,0,0,0.0474335027120711,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0962108713519706,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.056578191864761,0,0,0.207414124387523,0,0.206204307616206,0,0,0,0.2120165664566,-0.0085126637647486,0,0,0,0,0,0.195635337260839,0,-0.244543966171872,0,0,0,0.0459693300149955,0,0,0,-0.0612308727354918,0,0,0,0,0,0.189905848758321,0,0,0,0,0.0806375388330208,0,0,0,0,0,0,0.171381943662585,-0.00759418581476671,0,0
X601988.CH.EQUITY,0,0,0,0,0.262257703905918,0,0,0,0.10690743865515,0,0,0,0,0,0,0.0351544831456452,0.10941933712859,0,0,0,0,0,0,0,0,0.0883631197169293,0,0,0,-0.191649981370194,0,0.0605260274977817,0,0,0,0,0,0,0,0,0,0.0798612689658242,0,0,0,0,0,0,0,0.151143146706334
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.039418849642354,-0.114460278153533,-0.0999206102685966,0,0.0912046795638325,0,-0.0749796289235513,0,0,0.0973014373919027,0,0,0,0.520771247466095,0,0.0210559142774125,0,0,0.0681439425806017,0,0,0,0,0,0.0512367946399276,0,0,0,0,0.0466322289723049,0.255809894225423,0,0,0,0.0933298520065549,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303404493647126,0,0,0,0,0,0,0,0.0734364065314564,0,0.0628571333242555,0,0.118948283467481,0,0.037513728005319,0,0,0,0.23032629343076,0,0,0,0,0,0,0,0,0,-0.0765653049891787,0,0,0,0,0
X601628.CH.EQUITY,0,0.148205583819493,0,0.0503170451129986,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104548947929888,0,0,0,0,0,0,0,0.147779864516208,0,0,0,0,0,0,0,0,0,0.0208833233810601,0.366374773261935,0,0,0,0.118950588971843,0,0.0565564848166084,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.359783522523213,0.0315042982834349,0,0,0,0,0,0,0,0.415895891092375,0,0,0,0,0,0,0,0,0.0230435477989579,0.0860162757077683,0.12767483369504,0,0,0,0,0,0,0,-0.0117901856391124,0,0,0,0,0,0,0,0,0.0688986909612942,0,-0.0786209929931281,0.217077280919523,0,0,0,0.0811270380818604,0,0,0
X601166.CH.EQUITY,0.107031525402861,0,0.0523809379209409,0,0,0,0.0307192357482313,0,0,0.161488700534508,0,0.325206273377422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231569318912153,0.049302693787767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0754983635296687
X600000.CH.EQUITY,0,0,0.107393089403203,0,0.0797579217303709,0,0.095520981127935,0,0,0.0832697223502911,0.515199001128549,0,0,0,0,0,0,0,-1.73472347597681e-18,0.074632997926942,0.218037089297659,0,0,0,0,0,0,0,0.117791994301943,0,0,0,0,-0.152697747619556,0,-0.0710490883823226,0,0,-0.0453784958764606,0.0100799687655097,0,0,0,0,0,-0.0762873742932759,0,0,0,0
