,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,-0.212960049416405,0,0,-0.00664539364627137,0,0,0,0,0.566722687137289,0,0,0,0,0,0,0,0,0,0,0,-0.127355729132793,0,0,0,0,0,0,0,0,0,0,-0.285259984187559,0,0,0,0,0.681478981220872,0,-0.139645526574927,0,0,0,-0.0535703267540898,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.00594293322517051,0,0,0.163607213149346,0,0,0.0250007508051865,0,0,0,0,0,0,0.0615340200669324,0.122892491896409,0,0,0,0,0,0,0.038462652673629,0,0,0,0,0.0528769634106883,0,0,0,0,0,0,0,0.0108516793803162,0.601434656066691,0,0.015273433621962,-0.0794511955726643,0,0,0,0,0,-0.0482955959177519,0,0
X601939.CH.EQUITY,0.28219879929128,0,0,0,0,0,0,0,0.0521450580577302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395600896578249,0,0,0,0,0.116482137677831,0,0.0206635343075867,0,0,0,-0.0833972476064629,0,0,0.383847098684799,0,0,-0.0206904532457958,0,0.110918595063012,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.277584261427882,0,-3.46944695195361e-18,0.0614502675205407,0.0243697442146948,0,0.0659316728570777,0,0,0,0,0,0,0.179499762188646,0,0,0,0,0,-0.0624772099325308,0,0,0.0923286203395875,0,0,0,0,0,0,-0.116349222348714,0,0,0,0.121279979862754,0,0,0,0.212837137883748,0,0,0,0,0.131644024476258,0,-0.00532351122756225
X5.HK.EQUITY,-0.108260990620211,-0.0577669876178823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268841993758224,0,0,0.102134019142667,0.308373426508084,0,0,0.316843013219238,0,0,0,0,0,-0.131188531265869,0,0,0,0,0,0,-0.0965355210605276,0,0,0,0.19268960551149,-0.209012040832966,0,0,0,-0.0791455259553881,0,0,0,0
X601988.CH.EQUITY,0.233473209095584,0,0,0.576315724422805,0,0,0,0,0,0,0.106515927996231,0.113354262752161,0,0,0,0.031338862492092,-0.0605914118345309,0,0,0,0,0,0.0106598676282384,0.0546678092194963,0,0,0.0248421077607416,0,0,0,0,0,0,0,0,0,0,0.0167699882509706,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.411239980177394,0,0,0,0,0,0,-0.038547320094484,0.358799023735043,0,0,0.323511945035147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351203520963643,0,0.205899966441231,0,0,0,0,-0.179280913489205,0,0,-0.296670082018233,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.186480995891926,0,0,0,0,0,0,0,0,-0.0926801691168083,0,0,0,0,0.262811342659667,0,-0.157799024334051,0.0723476173166082,0.0626347287845655,0,0,-0.0274103930226084,-0.00991904037102601,0.561983276189376,0,-0.0986468514948809,0,0,0,0,0,0,0,0,0,0,0,0,-0.0883040169879606,0,0,0,0,-0.139747300041945,0,0,0,0,0
X601628.CH.EQUITY,0,0.109618205313019,0,0,0,0,0,0,0,0,0,0,0,0.287124481207181,0,0,0,0.0542832785400652,0.0621075941859376,0,0,0,0,0,0.0940430441417144,0,0,0,0,-0.0471138606011287,0,0,0,0,0,0,0.0930089415113244,0,0.158090058637402,0,0,0,0,0,0,0,0,0,0.0865335576841835,-0.0100551398331737
X601328.CH.EQUITY,0,0.286818185571225,0.113935724757617,0.381329153186171,0,0,0.194152179169285,0,0,0,0,0,0,0,0,0,0,0,0.0634896547695955,0.0350938430956267,0,0,0,0,0,0,0.249698931079643,0,0,0,-0.00926845895946249,0,-0.323556031289409,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,-0.330299267483054,0
X601166.CH.EQUITY,0,0,0,0,0,0.290993510260424,0,0,0.104360398676073,0,0,0,0,0.459431308544693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289573201799243,0,-0.0702862261437824,0,0,0.346234367689596,0,0,-0.0685076903607316,0,-0.130318374552874,0,0,0,0,-0.0555726574690951,0,0
