,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.651640996769605,0,-6.93889390390723e-18,0.0209636085464206,0,0.0614816301646774,0,0,0,0,0,0.0738479149725066,0,0,0,0,0.0486875857499952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0563006366793861,0,-0.0374431402311097,0.0433528008014712,0.0199112532321321,0,0,-0.0201476760195479,0,0,0
X601939.CH.EQUITY,0.17433496664869,0,0,0.614368091840894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283887700168963,0,0,0,0,0,0.114472859613004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00997637245417181
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0127580770071725,0,0,0,0,0,0,-2.16840434497101e-19,0.0856618070053879,0.295224657319176,0,0,0,0,0,0,0.141298559689515,0,0,0,0,3.46944695195361e-18,0,-3.46944695195361e-18,0.0481459597541977,0,0,0,0.0032242144431742,0,0.0667530434939961,0.192061172269156,0,0.0138952639575583,0,0,0,0.0199419352062412,0,0,0.0642714803056539,0
X601288.CH.EQUITY,0.116495543093403,0,0.00652164070728014,0,0,0.0640523142920712,0,0,0,0.0825014025056782,0,0.0366592803693155,0,0,0,0,0,0,0,0,0,0,0,0,0.150512135604583,0,0.296861120437095,0,0,0.153338200114276,0,0.0581692221161022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.314548104607518,0,0.468429928263666,0,0,0,0,0,0,-0.0957245211002858,0.0986714561903507,0.191165791982442,-0.0333321468589337,0,-0.286308193907674,0,0,0,0,0,0.421042788290145,0,0,-0.0277482079610728,0.120477016435128,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206506286179645,0,-0.472501937294055,-8.67361737988404e-19,0,-0.158787011494064,0.107264905265987
X601988.CH.EQUITY,0.116239734890253,0.0103443115045351,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584147290345865,0.0364988405354335,0,0,0,0,0.0119278894995815,0.149331722670508,0,0,0,0,0,0,0,0,0,0.0616102250627763,0,0,0,0,0,0,0,0,0,0.0870858737870818
X600036.CH.EQUITY,0,0,0,0,-0.0282031403477805,0,0,0,0.0323500533434416,0,0,0,0,0,0,0,-0.0222122285852666,0.0377889775322325,0,0,0,0,0,0,0.757626800147192,-0.00619471912776918,0.0323273324135223,0,0,0.103270713534935,0,0,0,0,0,0,0,0,0,0,0,0,0.065383677985217,0.0704323210164341,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.234476299013918,0,0,0,0,0,0,0,0.171681891099404,0,0,0,0,0,0,0.124764981594944,0.00711009232395679,0,0,0,0,0,0,0.184745653818576,0.126577263696738,0,0,0,0,0.13595726566917,0,0,0,0,0,0,0,0,0,-0.112187612591482,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.218319022036216,0,0,0,0.0307741507663244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505686968609515,0,0,0,0,0,0,0,0,0,0,0,0,0.402711258608502,0.231693849701656,0,0,0,0.0293128476865222,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.171820751681528,0,0,0,0,0.115082316194236,0,0,0,0,0,0,0.256719717937264,0,0,0,0,0,0,0,0.224860968265342,0,0,0,0,0.0656255869822196,0,0,0,0,0.00607912582829692,0,-0.00585879703843083,0,0,0,0,-3.46944695195361e-18,0.198593104537679,0,0,0,0.00221693749074908,0,0,0,0.0278540721409768,0,0
