,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0.144701361876651,0,0,0,0,0.0981853782320783,0,0,0,-0.0611459947043343,0,0,0,0,0,0,0,0,0.240830816484222,0,0.0130128540165352,0,0,0,0,0,0,0,0,0,0.0434533820759729,0,0,0.118623252122244,0,0,0,0,0,0,-0.0579854485011959,0,0,-0.11695447167927,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.175179713100589,0,0.0933106634339525,0,0.314306081653461,0,0,0,-0.0391202836558265,0.000570008757632735,-0.0147737870005559,0,0,0,0,0,0,0,0,0,0.0789724781231925,0,0,0,0,0,0,-0.281581805638027,0.247387305785049,0,0.223891635723544,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.319323008529675,0,0,0,0.0817413436592337,0,0,0,0,0,0,0,0,0.153163696089138,0,0,0,0,0,-3.46944695195361e-18,0.0737243480358425,0,0,0,0,0.150942590389229,0,0,-0.00513700998351108,0,0,0,0,0.108212223619759,0,0,0,0,0.0414117358681017,0,0,0,0,0.112544245662484,0,0,0,0,0,0
X601288.CH.EQUITY,0.211453060976409,0.0654750779549049,0.0928184448637404,0,0.0284007340328856,0,0,0,0.0274926557436097,0,0,0,0,0,0,0,0,0,0,0,0.0836436938871853,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0279563796109039,0,0,0,0.188407870608056,0,0,0.271619631395695,0,0,0,0,0,0.147432301791446,0,0
X5.HK.EQUITY,0,-0.20839326344405,0,0.426609545529496,0,0,0,-0.12182549451197,-0.0416901273037414,0,0.185796731800098,0,0,0,0,0,0.0798621765331667,0.124524324730688,0,0.0178322883774003,0,-0.0844700032879828,0.467732174269422,0,0,0,-0.0253719760594305,-0.00797487295922429,0,0,0,-0.0553877069977256,0,0,-0.190495621826897,0,0,0,0.0346915309819423,0,0,0,0.139164053957499,0,0,0,0,-0.208197048741631,0,0.0347097167276812
X601988.CH.EQUITY,0.0742571159886115,0,2.16840434497101e-19,0.0615589655658327,0,0,-0.123694672906725,0,0.125066347657181,0.155987976979924,0.31912580502482,0,0,0,0.0305239089430206,0,0,0,0,0,0,0,0,0.256753455039823,0,-0.00160863267151688,0,0,0,-0.0295024917266672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143327239733901
X600036.CH.EQUITY,-0.0473431193912658,0.210675323687424,0,0,0,0,0,0,-0.0157792487811358,0,0,0.105451891053727,0,0.264855405079147,0,0,0,0,0.168517597396998,0,-3.46944695195361e-18,0,0.0476688215964576,0,0,0,-0.0492173005622862,0,0,-0.0193589635002526,0,0.144374698614192,0,0,0,0,0.0686238659499567,0,0,0.0734332549884295,0.214774245959678,0,0,0,0,0,0.0489732672137427,0,0,0.0985064070083892
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0241798335700065,0,0,0,0.0834005643872374,0.156807987566134,0,0.227193015861343,0.105070931549371,0.0583427518377855,0,0,0,0,0,0.175563660910065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0634262071582207,0,0,0,0
X601628.CH.EQUITY,0,0,0.00865120949333117,0,0.0343977956109253,0,0,0,0,0,0,0,0,0,0,0.124721478122462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0551996762854279,0,0,0,0,0,0.298596950694371,0,0,0,0,0,0,0,0,0,0.156502504855564
X601166.CH.EQUITY,0,0,0,0,0,0.156189404224771,0,0,0,0,0,0,0,0,0,0.256161208324045,0,0,0,0,0,0,0,0,0,0,0.0421456265647792,-0.00563587622240759,0,0,0,0.506113095531768,0,0.175189526037112,-0.0802678757460242,0,0,0,0,0.210116409756806,0,-0.137806327084723,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0139835442401254,0,0.0472058956760361,0.292143676131938,0,0,0,0,0,0.17206416930326,0,0,0,0,0,0,0.0230104245862879,0.184378398576817,0,0,0,0.165166373754189,0.113547282487387,0,0,0.0403081029925121,0,0,0,0,-0.00362128949618067,0,0,0,0,0,0,0,0,0.0926023622674468,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.192383711292654,0,0,0,0.0949986047676358,0.265447075775414,0,-0.0371657287099894,0,0.20966353933207,0,0,0,0,0,-0.0567256127208232,0,-0.038843157750264,0,0,0,0,0.232798754215933,0,0,0,0,0,0,0,0.0249394374471211,0,0,0.0689055048008375,0,0,0,0,0,0,0,0,0,0,0,-0.00429230208504816,-0.141539083212054,0.0562156173314619,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0.185970555958168,0.0768733395354856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142413583732826,0.161093577241148,0,0,0.0547997171638066,0,0,0,0,0,0.0283638674345038,0.0821239208069742,0,0,-6.93889390390723e-18,0,0,0,0,0,-3.46944695195361e-18,0.232843665183745,0.142878003597939,0,0.020971924061273,0,0
X000001.CH.EQUITY,-0.0964212914947104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.094073657355372,0.155398585069366,0,0,0.0510602604089613,0.144127320945636,0,0,0,0,-0.256349974354685,0.0813721219910566,0,-0.0136657802128682,0,0.233986968612137,-0.0427542123115093,0,0.316784083183398,-0.195006711650296,0,0.0405618841844577,0.258793900909611,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0.0633719049982779,0,0,0,0,0,0,0,0,0,0,0,0.00670181428418619,0,0.139926573033974,0,0,0,0.151532467796922,0,0.426835904279353,0,0,0,0,0,0,0,0,0,0.13459568539754,0,0.12416066345084,0,0.0195195238046288,0,0,0,0.258997510802796,0,0,0
X601601.CH.EQUITY,0,0.274315781290665,0.218552877138517,0,0,0,0.101069623460368,0,0.0580947595780229,0,0,0,0,0.154963561204103,0,0,0,0,0,0,0,0,0,0,0,0,-0.043352333357313,0,0,0.186701387819186,0,0,0,0,0,0,0,0,0.057650305065571,0,0,0,-0.0736684166471809,0,0,-0.142400441515351,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0.118062842525734,0,0,0,0.217464563906636,0,0,0,0,0.0637711873311147,0,0,0,0,0,0.0830359885381028,0,0,0,0,0,0,0,0,0,0.532747406269018,0,0,0,0.118770069610062,0,0,0,0,0,0.0707448816077491,0,0,0.0418810215938668,0.141931216772802,0,0,-0.38580396480789,0,0,0.0958046156298648
