,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.293171065782832,0,0.0055264857940572,0,0,0.441188603677283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115557629475474,0,0,0,0.0655462653414273,0,0,0,0.0183593937737195,0,0,0,0,0,0,0.077002690080134,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.150811969660312,0,0,0,0,0,0.188155051155737,0,0,0.0264859674018172,0.133401709619684,0,0.0706294315400603,0,0,0.0543440154085628,0,0.134668686908167,0,0,0,0,0,0,0,0,0,0.118659197628926,0,0,0.0502648211682352,0,0,0,0,0.0384216416213139,0,0,0,0,0,-0.0215496947525174,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.468581527897347,0.136552754754992,0,0,0,0,0,0.206297920267151,0,0,0,0.0109550913341105,0,0,0,0,0,0,0,0,0,-0.14214452128739,0,0,0,0,0,0,0.134336497939552,0,-0.0130460887103921,0,0.117876551640126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16826467412626,0.167570677939213
X601288.CH.EQUITY,0,0,8.67361737988404e-19,0,0,0,0,0.562333337450962,0,-0.0828223707551932,0,0.0381220787698191,0,0,0,0,0,0,0,0,0,0.0601341310062088,0.105224135052079,0.0765704887481841,0,0,0,0,0.113613894382187,0,0,0,0.0559935334756199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053374750662489,0,0,0.00564118718469004
X600036.CH.EQUITY,0,0.14182937373724,0,0,0,0,0.0260307712690536,0.00407731346861644,0,0,0,0,0.121681814642108,0,0,0.0298451776649332,0,0,0,0,0,0,0.0953504598510175,0,0,0,0.0779349090106365,0,0,0,0.0262727364500552,0,0,0,0,0,0,0.0591389904332393,0,0,0.0650041651803628,0,0,0,0,0,0,0,0,0.359866178747548,-0.293291520389784
X601628.CH.EQUITY,0.0262313244697268,0,0,0,0,0,0.014106558357706,0,0,0,0,0,-0.0609700437914142,0,0,-0.236771564857991,0,0,0,0,-0.00183608323260372,0.209679143173172,0,0,0.0787748999359583,0,-0.0871668440693333,0,0,0,0,0,0,0.598854803696533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324593679923934
X1299.HK.EQUITY,0,0,-0.209513084751492,0,0,0,0,0,0,0.10857418402486,0,0,0,0,0,0,0,0,0,0,0.0202533794590304,0,0,0.113509444850571,0,0,0,0,0,0,0,0,0.175965351231954,1.73472347597681e-18,0,-3.46944695195361e-18,0,0,0,0.16458565715661,0.0970091578355318,0.0686510819343736,0,0.298147354531171,0,0,0.297685378534505,0,0,0,0
X601988.CH.EQUITY,0.167089989204224,0,0.0958930790672691,0.376136780734998,0,0,0,0,2.71050543121376e-20,0.0473324260208013,0,0,0.181375919594531,0,0,0,0.133007465004648,0,0,0,0,0,0.00273372809273588,0.0209411416968196,0,0,0,0,0,0.0960384768969967,0,0,0,0,0,0,0.018753381146262,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.247366948854533,0,0,0,0,0,0,0,0,0,0,0,-0.0858317225734025,0,0,0,0,0,0,0,0,0,0.367077355767996,0,0.0745687180268212,0,0.0631109884083128,0,0,0,0,0.0437069440831768,0,0,0,0,0,-0.0164115358749596,0,0.224349259293326,0,0,0.103948767402005,0,0,0,0.123815501083188,0,0,0
X388.HK.EQUITY,0,0,0,0,-0.0728515517329646,0,0.243983164215458,0,0,0,0,0,0,0,-0.00964466867782303,0,0,0,0,0,-0.114776235443149,0.467379481269899,0,0,0,0,0,0.0264252957601729,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0.129753542053819,0.0794700564122328,0,-0.081951894474688,0.153895436681584,0,0,-0.350025273433334,0,0.00484420218279625,0,0,0.171335481692085
X601166.CH.EQUITY,0,0,0.0237196531057011,0,0,0,0,0,0.0177545657484392,0,0,0.0415867279392828,0.163507495519214,0,0,0.140936571018167,0,0,0,0,0,0,0,0,0,0.00644408487512901,0.186176756680017,0,0.38229071147164,0,0,0,0,0.0213624897399096,0,0,0.0103271649307725,0,0,0,0,0,0,0,0,0,-0.0127424007467225,0,0,0,0
X601658.CH.Equity,0,0,0,0.258311534202718,-0.122974457431643,0,-0.0281227822866332,0.159350927597576,0,0,0.301964468439644,0,0.0648979740472763,0,0,0.044234072774889,0.462861037224329,0,0,0,0,0.313687073819497,0,0,0,0,0,0,0,0,0,-0.315386304210802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.265518588251269,0
X000001.CH.EQUITY,0,0.0883375507643851,0,0,0.175314743484294,0,0,0.257974947669196,0,0.0527476040316069,0.269173372087494,0,0,0,0,0,0,0,0,0,0,0,0,0.190440786291448,0,0,0.155375197120278,0,0,-0.0999507646789312,-8.67361737988404e-19,0,-0.304779555493801,0,0,0,0,-0.0612910538082132,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0419538304129307,-0.0291455648492752,0,0,0,0,0,0,0,0.263562376382136,0,0,0,0,0,0,0,0,0,0,0,0,0.0320039347326781,0,0.0365533699047297,0.033512049025102,0.257767495836861,0.182357774551208,0.00584181728292914,0,0,0,0,0.200228298730087,0,0,0.0529389889629821,0,0,0.0663090337498047,0,0
X601601.CH.EQUITY,0,0.0462062003181186,0,0,0,0,0,0.0993721312614238,0,-0.0120123310306646,0,0,0.35709184212409,0,0,0,0,0,0,0.17958800284315,0,0,0,0,0,0.0515569822001833,0,0.0167381748895316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531522519319818,0,0,0,0.241160916229429,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0649675057876863,0,0.124186303314099,0,0,0,0,0,0,0,0,0,0,0.348134863588598,0.0142888023753314,-0.130156866076952,0,0,0.444482803817727,0,0.0701407661387573,0,0,0,0,0,0,0,0,0,0,0,0,0.059220747245099,0,0,0,0,0,0,0,0
