,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601155.CH.EQUITY,X600918.CH.Equity,macro_return_add
X601398.CH.EQUITY,0,0,1.73472347597681e-18,0.17899604831161,0.0768695330296785,0,0,0.384160641193847,0,0,0,0.0317651900348187,0,0,0.0304121709925636,0,0,0,0,0,0,0,0,0,0.207870606289834,0,0,3.46944695195361e-18,0.0603841049952314,0,0,0,0.103748659405026,0.0404350514236545,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0843961251425314,0,0,0
X601318.CH.EQUITY,0,0,0,0.127131317740514,0,0.0232446358256933,0,0,0.148900882271736,0,0,0,0.287419965964857,0,0.0354398442913368,0,0.0123874262187697,0,0,0.0951308418687107,0,0.0985034740141525,0,0,0,0,0,0.0210611040713534,0.160994842261019,0,0,0.0362913607584174,0,0,0,0,0,0,0,0,0.095059619255589,0,0,-0.129035719569158,0,0.146780236461553,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.121704887803215,0,0,0,0,0,0,0.0567586008355576,0,0,0.0417080973476785,0,0,0.06788134788132,0,0,0,0,0,0,0.437842279242484,0,0.146038004669018,0,0,0,0,0,0,0,0,0,0,-0.1171786530366,0,0,0,-0.0227582773755506,0,0,0,0,0,0,0,-0.071214185127419
X601939.CH.EQUITY,0.497265213584908,0.122017286328338,-8.67361737988404e-19,0,0,0,0,0,0.0883541212628572,0,0.214316097805207,0,0,0,0,0,0,0.192925325190183,0,0,0,0,0,0,0,0,0,0.0863790001384237,0,0,0,0,0,0,0,0,0,0,0.118445672529029,0,-0.101593659140122,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0.119956562511162,0,0,0,0.425988412404423,0,0,0.00421702936992314,4.33680868994202e-19,0.0332191186425525,0,0,0,0,0,0,0,0,0.00953606474192112,0.0244647403680087,0,0.110336960307609,0,0,0.0681562293424711,0,0,0,0,0.159409443061337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0
X1299.HK.EQUITY,0,0.0920844026636637,0,0,-0.0258486066140701,0,0,0,0.0615834956168917,0.266980546316854,0,0,0,0,0.10408271148317,0,0,0,0,-0.236696451059201,0.075033391822975,0,0,0,0,0,0.0339449271016092,0,0,0,0.163887590781873,0,0.0233840003413012,0,0,0,0,0,0.0546442378921302,0,0.152865148200314,0,0.131342729042328,0,0,0,0,0.24642122323785,0,0,0
X601628.CH.EQUITY,0,0,-0.0986988133387776,0,0,0,0,0,0,0.216085022257738,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372871677712782,0.103019003665353,0.0224741039819338,0,0,0,-0.0631613438427248,0,-0.0189292445758494,0,0,0.237662528318813,0,0,0.378799919381633,0,0,0,0,0,0.0189379875225214,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0548020544065677,0,0,0,0.528322577125072,0,0,0,0,0,0,0,-0.11463555405403,0,0,0,0,0.233282198400885,0,0.0485531379620312,0,0,0,0,0.010341035308198,0,0,0,0,0,0,0,-0.151905884344229,0,0,0,0,0,0,0,0.0610870297093737,0,0,0,0,0.0439906128317876,0,0,0,0.0294979992503112,0
X5.HK.EQUITY,0,0.210997526139779,0,0.109586109730159,0,0,0,0,0,-0.129888501986929,0.0564558808592111,0.0021869011995571,0,0,0,0,0,0,0,0,0,0,0,0.308331244836425,0,0,0.113476917162585,0,0,0,0,0,0,0.0390682978606375,0,0,0,0,0.202454495386489,0,0,0,0.0462282555281232,0,0,0,0.123626953338623,0,0,0,0.0307632791839408
X388.HK.EQUITY,0,0,0,-0.0958983800058729,0,0,0,0,0,0,0,0,0,0,0,0,0.149833747567982,0,0,-0.126768027137927,0,0,0,-0.0729340811427323,0,0,0,0,0.110410614518149,0,0,0,0,-0.38947590856402,0,-0.132035385644061,0,0.224403667083846,0,-0.00790753145527499,0.232077897005579,0,0,0,0.30449608872373,0,0,0,0,0,0.0187857853757531
X601166.CH.EQUITY,0,0,0,0.128950777183361,0,0,0,0,0,-0.168343068284899,0,0,0.561901621918557,0,0,0,0,0,0,0,-0.0594959786816769,0,0,0,0,0,0,0.0666655583019702,-0.0178555906219976,0,0.101340938440119,0.0957001070072975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0741487600524694,0,0,0,-0.0295585681562791
X601658.CH.Equity,0.00990253074437854,0,0,0,0,3.46944695195361e-18,0.0223863471119479,0.52554094964757,0.0145055866273087,0,0,0,0,0,0.393080207497743,0,0,0,0,-0.099605660640129,0,0,0,0,0,0,-0.0588329976260076,0,-0.26640127812651,0,0,0,0,0,0,-0.0311073902753481,0,0,0,0,0.172494679740946,-0.0322778768278265,0,0,0,0,0,0,0,0,0.203695905205252
X000001.CH.EQUITY,0,0.203765460150874,0,0,0,0,0,0,0,0,0.496119028517903,0,0,0,0,0,0.210913121213609,0,-0.235560811598648,0,0,0,0.304964156100895,0,0,0,0.0107664507299755,0,0,0,-0.000360863031504825,0,-0.124532481043903,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0959366228881913,-0.0372929895333321,-0.133685624928726
X600030.CH.EQUITY,0,0.057871862486293,0,0,0,0,0,0,0,0,0,0,0,0,0.137762094161443,0,0.128093753455655,0,0,0.2060594715714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202973783932155,0,0,0.00461705285115686,0,0,0,0.120798678938486,0,0,0.013834972194814,0.247556533458328,0,0,0,0,0
X601601.CH.EQUITY,0,0.216068874867603,0,0.115719388875281,0,0.215592147436338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112475650706407,0,0,0.0716777643538661,0,-0.13790627480764,0,0,0,0,0.263347265825729,0,0,0,-0.0846650466773172,0,0.288793858357653,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.0115969270769268,0,0,0.00568625552203609,0,0,0,0,0,0.0774545339470802,0,0,0,0,0.0889805389595553,0,0,0,0,0,0.0903369685675108,0,0.221055948839599,0,0,0,0,0,0.145679108935834,0.399493143672815,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0691907877367707
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.029385737036948,0,0,0.0389583127906051,0.356172090263969,0,0,0,0,0,0,0,0.0719649447103592,0,-0.119087092681909,0,0,0,0,0.306032443701803,0,0,0,-0.0892559436129844,0,0,0,0.176504770717598,0,0,0,0,0,0.0162764433980948,0,0,0,0,-0.0602605170704662,0,0.0950029745935277,0
X601328.CH.EQUITY,0.250553434189885,0,0,0.0472410545262197,0,0,0.0341080411091335,0.129658980256598,0,0,0,0.102566722392769,0,0,0,0,0,0,0.186664630108991,0,0,0,0,0,0.0253233440661276,0.107987147255906,0,0,0,0,0,0,0,0.0376882006859399,0,0,0.0493976592830114,0,0,0,0,0,0,0.0938866580478463,0,0,0,0.107284519598371,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.010846323086732,0,0,0,0,0,0,0,0,0,0.0246452766932047,0,0,0.329770130048629,0,0,0,0,0,0.0844769755528233,0,0.0490252803478601,0,0,0,0,0,0.100581237326418,0,0,0,0,0,0,0,0.0859589612749039,0,0.168982262609438,0,0,0,0.0418159431888227,0,0,0,0.0153043162732706,-0.061072235134436
X601066.CH.EQUITY,0,0,0,0,0,0,0.106068983197187,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.0842939232453502,0.062409103760982,0,0.00838783532314471,0,-0.0530470660536062,0,0,0,0,-0.0761174678521578,-0.0577158043247828,0,1.38777878078145e-17,0,0.312787313534476,0,0,0,0,0.0213149877455727,0,0,0.117917633811996,0.0917028090944905,0,0,0,0.0873764786845989,0
