,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.0511915825451931,0.205383508560963,0,0.0415902989624672,0.0286377344650149,0,0,0,0,0,0,0,0,0,0,0.201240810880584,0,0,0,0,0.022373561111345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0624919060546047,0.00258215442575769,0,0.0292580675082033,0,0,0.10209367266182,0,-0.035322371815266
X601318.CH.EQUITY,0,0,0,0,0.0841224000922398,0,0,0,0.133997077323952,8.67361737988404e-19,0,0,0.0809586136269023,0,0.0750492212282859,0,0,0.0549427896992447,0,0.210101917287062,0,0.125828785073032,0,0,0,0,0,0,0,0,0.153738934412775,0,0,0,0,0,0,0.0615442613841678,0,0,0,0,0,0,0,0,0,0,0,0.0695611034259092,0
X601939.CH.EQUITY,0,0,0,0.0764904157699362,0,0,0,0,0,0,0.109032329801758,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.640803822937628,0,0.150100677631832,0,0,0,0.0821515991437638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.334080087715558,0,0.0333313351294344,0,0,0.0151534514112819,0,0.178371811437992,0,0,0.132005174996702,0,0,0,0,0,0.0243775118445605,0,0,0,0,0,0,0,0,0,0,0.123633012403417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127930687215268,0,0,0
X600036.CH.EQUITY,0,0.131503972154421,0,0,0,0,0.200209665974475,0.0223896684171995,0,0,0,0,0.173525405370728,0,0,0.127109379912469,0,0,0,0,0,0,0.175573114463141,0.24581865004813,0,0,0.00129239835519209,0,0,0.0372775038913215,0,0,0,0,0,0,0,0.00461091030154494,0,0.0711903844321015,0.0196388484400431,0,0,0,0,0,0,0,0,0,-0.0669115987167229
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0792206062904157,0,0,6.93889390390723e-18,0,-0.0198915702751874,0.214131374346463,0,-0.120384517611215,0,0,0,0,0,0.0422455374428692,-0.000836489226600115,6.93889390390723e-18,0,0,0.686826666302734,-0.0670390988229224,0,0,0,0,0,0,0.0955691347999895,0,0,-0.0762848458931829,0,0.135985211699255,0,0,0
X1299.HK.EQUITY,0,0,-0.0956153139531868,0,0.11404246906411,0,0,0,0,0,-3.46944695195361e-18,0.19242189758982,0,0,0,0,0,0,0,0,0.13897745403619,0,0,0,0,0,0.164626082913643,0,0,0,0,0,0.0493270782004065,0,0,0,0,0,0,0.0330039237148153,0.132622882327064,0,0.0862663621293224,0,0.0489761980243694,0.118274341983039,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.663323652336291,0.158355053579459,0,0,0,0,0,-0.00369235606258983,0,0,0,0,0,0,0,0,0,0.0841925481890002,0,0,0.237489535358053,0,0,0.0078319071890547,0,-0.0239099211438066,0,0.100488154486168,0,0.132681200476727,-0.0108040188407029,0,0,0,0,0,0,0,0,-0.0188269687220444,0,-0.0324503766482838,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.00960325659267659,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130995236847714,0,0,0,0,0,0.0858148927580815,0.180467452751714,0,0.0160018912190541,0,0,0,0,0,0,0,0,0,0,0.342829147257115,0,0,0,0,0,0.152707098475696,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.085049463597218,0,0.0419128750847578,0.0376636018818036,0,0,0,0,0.0348510023198755,0,0.123162188453027,0,0,0.0439805317511105,0,0,0,0,0,0,0,0.158186192484402,0,0,0,0.391089463852104,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
