,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X17.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.254114881107542,0,0,0,0,0,0,0.127078619858899,0,0,0,0,-0.169653019459736,0,0,0,0,0.3678978665062,0,0,0,0,0,1.38777878078145e-17,0.233213961367364,0,0.081582119511646,0,0.105644716251132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0575825798566007,0,-0.0552811165141592,0
X601318.CH.EQUITY,0,0,0,0,0,0.0260389500244494,0,0,0.243247806580376,0,0,0.267185939394797,0,0,0,0.0985849112379385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108924424442622,0,0,0,0,0,0,-0.254695234573115,0.0954705859212846,0,0,0.177915998496524,0,0,0,0,0.101708075312161,0,0,0
X601939.CH.EQUITY,0.43949858410555,0,0,0,0,0.190464135346205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569541372787741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360539380565222,0,-0.153166982428631,0,0.0862840736695531,0,0,-0.011005254655251,0,0,0,0,0
X601288.CH.EQUITY,0.508094377137711,0.015864954086621,0.133641677919634,0,0.122270570350767,0.0656839997559726,0,0,0.0345039594780997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0752006253741851,0,0,0,0,0,0,0.0534016373429653,0,0,0,0.0780302186707711,0.185444887173154,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.116162764569141,0.188306381303181,0.139963049556428,0,0,0,-0.155933279885488,0,0,0,0.229109937958189,0,0,0,0,0,0.59035564181056,0,0,-0.0643266182720341,0,0,0.141044454376989,0,0,-0.1666805548988,0,0,0,0,0,0,0,0,0.0231278617700765,0,0,0,0,0,0,0,0,0,0.145593527045279,0,0,0.118117415560271,0,0
X601988.CH.EQUITY,0.087486883144117,0.0230791805917183,0.143781789878854,0.20498032428065,0,0,0,-0.0225186748981717,0.144388115115631,0.0964846956787512,0.175520331561006,0,-0.350171242807567,0,0,0,0,0,0,0,0,0,0.13887012587513,0,0,0,0.0678520767031681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033617760627817,0,0,0,0,0.0425717262815447,0
X600036.CH.EQUITY,0,0.372163143076225,0,0,0,0,0,0.034327207044983,-0.0112398910361305,0,0,0,0,0.288333718068793,0,-3.46944695195361e-18,0.0201779869655023,0,0,0,0,0,0,0.176251079845671,0,0,0,0,0,0,0,0.0927032601787338,0,-0.0399122573211997,0.000544414852262531,0,0,0,0,0,0.164788337113914,0,0,0,0,0,0.0163948660749154,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.16104718812709,0,0,1.73472347597681e-18,0,-0.0488555571811498,0,-0.0494386926674939,1.73472347597681e-18,0,0.274048664738117,0.273013581205807,0,0,0.14344577272375,0,0,0,0,0,0.09551663385312,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0710579967218157,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0789291626677066,0.244543720745392,0,0,0,0.0254108201127961,0,0,0,0,0,0,0,0,0,0,0,-0.103212967728462,0,0,0,0,0,0,0,0,0.0366357069281829,0.105794116999535,0,0,0,0,0,0.0220661762565216,0,0,0,0,0,0,0,0,0,0,0,0.157329588100839,0,0,0.0262081706008169,0.299409064851518,0
X601166.CH.EQUITY,0.117395278010886,0,0,0,0,0.0437511592269946,0.499670100186778,0,0,0,0,0,0,0.0393398528429537,0,0.246709701499509,0,0,0,0,0,0,0,0,0,0,0,0.0835485788362528,0,0,0,0.0441059538412919,0,0.109042358942171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
