,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X300059.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.243672428515831,0,0.178332255073539,0,0,0,0,0,0,0.198892939121283,0,0,0,0,0,0,0,0,0,0,0,0.0492013507299012,0,0,0,0,0,0,0.12954058407855,0,0,0,0,0,0,0,0,0,0,-0.0640396778462492,0.039890693624178,0,0,0,0,0,0,0.0232915543617529,-0.0109052974551249,0,-0.209679941294306
X601939.CH.EQUITY,0.453946934538562,0,0,0.0808986823232379,0,0,0,0,0,0,0,0,0,0.10344604647309,-0.149124652103975,0,0,0,0,0,0,0,0,0,0,0.26958861064268,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.0210407321292633,0,0,0,0,0,0,0,0,0,0.142319218995727,0.0714787676487074,0,-0.0749525709081373,0
X601318.CH.EQUITY,0,0,0,0,0.152115166501465,0.160675004362274,0,0,0,0,0,0,0.0309731349727221,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.136964652411634,0,0,0,0,0,0.0569381609425964,0,0.0308150399255032,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.29642023822905,0.094639201902441,0,0,0.17431077845599,0,0,0,0,0,0,0,0,0.18501266509664,0,0,0,0,0.0447979227126446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119241760117058,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.240290749735904,0.0407680247498696,0.303412910248454,0,0,0,0,0,0.253472386476806,0,0,0,0,0,0.122941572691483,0,0.0930140851752137,0,0,0,0.0130900353978094,0,0,0.1221205968248,0,0.132438803619721,0,0,0,0,0,0,0,0,0,0,-0.617713888401073,0,0,0,0,0,0,0,0,0.0771761825104864,0,0,0,0,0
X600036.CH.EQUITY,0,0.0497272298494695,0,0,0,0,0,0,0,0,0,0,0.169954735770208,0,0,0,0,0.0286567309670266,0,0,0,0,0.207899261160099,0.0133267136892559,0,0,0,0,0,0,0,0,0.357874053095771,0,0,0,0,0,0,3.46944695195361e-18,0,0.112137633255522,0,0.142563106459861,0,0,0,0.00282067022674447,0,0,0,0
X1299.HK.EQUITY,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.212712225115564,0,0,0.434887920551538,6.93889390390723e-18,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0708877243005617,0,0,0,0,0,0,0,0,0,0,0.0405805293098921,0,0.0777521349194106,2.16840434497101e-19,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.181497029680702,0,0,0,0,0.226231362649543,0,0,0,0.0659008756027618,0.000566820805675446,0.206388513934598,0,0,0,0,0,0.0660939993500623,0,0,0.0479984443558216,0,0,0,0,0,0,0,0,0,0.222882758650378,0,0,0,0,0,0.0868217787047217,0,0,0.0771281905939578,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0363041620748175,0,0,-0.0781773693335529,0,0,0,-0.405456192643432,0,0.629779554417928,0,0.0661278580007786,0,0.695753463613482,0,0,0,0,0,0,0,0,0,0,0.0433631222816394,0,0,0,0,0,0,-0.135913218946036,0,0.257831407142272,0,0,0,0
X601658.CH.Equity,0,0,0,0.0780681712098755,0.0729994079650497,0,0,0,0,0,0,-0.0453952702697293,0,0.0980926871936904,0,0,0,0.143786898202627,0,0,0.28917699325754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31855356879019,0,0.109525875033489,0,-0.150133653740953,-0.154207446364966,0,-8.67361737988404e-19,0,0,0,0,0,0,0,5.42101086242752e-20,0
X601328.CH.EQUITY,0.417815633827298,0,0,0.220642351116523,0,0,0,0,0,0,0,0,0,0,0,0.10310410016529,0,0,0,0,0,0,0,0,0.0285303928415942,0,0,0,0,0.223918449695741,0,0.0108652668246454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218572136803634,0,0,0.0335208315676568
X388.HK.EQUITY,0,0,0.423427425401018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0879434835982328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456992327937537,0,0,0,0,0,0,0,0,0,0,0,0.00600239692269454,0,0,0.00135346089147321,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.0333028782009135,0,0.351226577959218,0,0,0,0.0272660824846388,0,0,0,0,0,0,0,0.0139714698063234,0.0281179992085956,0,0,0,0,0,0,0,0,0,0,0.244676364446216,0.0625994211759436,0,0,0,0,0,0,0.00948926534320502,0,0,0.0330418117018584,0.0179765576576307,0,3.46944695195361e-18,0,0,0,0.0848840907578137,0.134412154354767,0,0,0
X600000.CH.EQUITY,0.131241204894987,0,0,0.129578325314415,0,0,0,0,0,0,0,0,0.251561882178911,0,0,0,0,0,0.029606269812379,0,0.0109925965635642,0,0,0,0,0.0536733917839789,0,0,0.155040424807932,0,0,0,0,0.0150445587476068,0,0,0,0,0,0,0.0286063084931106,0,0,0.0418263499847532,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293297512141359,0,0,0,0,0,0,0,-0.0166845868925214,3.46944695195361e-18,0,0.342441292586879,0,0,0,0.420616819095246,0,0.0219730939078273,0.0516929127801667,0,0.107884836444872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0725237805434798,0,0,0,0.0270440702580317,0,0,0.252193254418314,0,0,0,0,0,0,0,0.00733366820983073,0.180043340958041,0.270415516086799,0,0.0788217390660794,0.0473048401947916,0,0.0380846871958409,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0.014973544613353,0,0,0.34978982258832,0,0,0,0,0,0,0,0,0,0,0,0.189351947256134,0,0,0,0,0,0,0,0,0,0.0388553553157326,0,0,0.0257487184147203,-0.0590975995940194,0,0,0.284200543492204,0,0,0,0.141647785483465,0,-0.0810853318951118,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.245356973242515,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0.0415823313364219,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0703558950375262,0,0.16791290052048,0,0.290133995121891,0,0,0,0,0,0.119659745062823,0,0,0,0,0,0,0,0,0,0,0.141058412923869,0,0
X600016.CH.EQUITY,0.0606460394179339,0.0234240188645353,0,0.0939700913420681,0,0,0,0,0,0,0.290283432659796,0,0.0331750054164082,0.106809983380963,0,0,0.226645801221492,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353179898170222,0,0,0,0,0,0,0,0,0,0.121845752112916,0,0,0,0.0498547522818028,0,0,0,0,0,-0.0177922368316561,0
