,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0.350553032699905,0.171154105224127,0.0293350180113043,0,0,0,0,0,0,0,0,0,0,0,0.178076547224928,0,0,-0.0104212221554255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12899095582204,0,0.0321928259817531,0,0,0.0122257138134468,0,0.207203538103861,0,-0.0759491576673514,0.0689940441430745
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.161673366622063,0,0,0.0532094044881361,0.0855674256533334,0,0,0,0.0029190217691181,0,0.202101453640471,0,0.162522069196292,0,0,0,0,0,0,0,0,0,0.173305304520096,0,0,0,0,0.0585387920540457,0,0,0,0,0,0,0,0,0.0343513141688724,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.233323168844502,0,0,0,0,0,0,0.197970728251879,0,0.0375784684152712,0,0,0,0.0754138034441864,0,0.0422038255396581,0,0,-0.0675552937538727,0.379898241378282,0.222632904487402,-0.0517987526388517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19
X600036.CH.EQUITY,0,0.124652439819679,0,0,0,0.0490152413575454,0.133287484538702,0.116704510783447,0,0,0,0,0.168620336936393,0.107872067649815,0,0,0,0,0,0,0,0,0,0,0,0,0.283628128168156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124166398088052,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0973185151108967,0,0.14543000627003,0,0,0.0575434887733618,0,0.293513519687613,0,0,0,0,0,-0.0537319268974674,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0905348286331339,0,0,0.086672620628018,0,0,0,0,0,0,0,0,0.115923400547278,0,0,0.186084405493411,0,0,0,0,0,0,-0.0694287231433363
X601628.CH.EQUITY,0.0854657944797699,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.10773395169892,0,0,0,0,0,0.235037697317166,0,0,0,-0.0985580290643219,0,0,0,0,0.220002808044414,0,0,0.570880979623683,0,0,0,0,-0.0406189717671532,-0.0358367751323422,0.0668138869634613,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0359086390115235,0,0.277657730623954,0,0,0,0,0,0.106975315909457,0,0,0,0,0,0,0,0,0,0.00997566498497916,0,0,0,0,0,0,0,0,0,0.0563901221527624,0.00386059259835143,0,0.118783794988099,0,0.184433385471694,0.167740648530809,0,3.46944695195361e-18,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0201376489269355,0.0946028951235491,0.216569195972119,0.107213512822481,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305258888915168,-3.46944695195361e-18,0,0,0,0.0215045338088481,0,0.229913717993575,0.0933282802581438,0,0,0,0.162042773637232,-0.129637212557781,0,0,0,0,0,0,0,0.0748547791052378,0,0,0,0,0.014696755444216,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.114527805495745,0,0.0808556900365309,0,0,-0.0402488880145726,0,0,0,0,0,0,0,0,0,0.0909284103576516,0.127466643438359,0,0,0,0.197021611960977,0,0,0.0151562576302951,0,0,0,0,0,0,0.027741768209903,0,0,0.322822726759752,-0.0501074268340201,0,0,0,0.134279275236245,0,0,0,0.088580012463704,0,0,0,0
X388.HK.EQUITY,0,0,-0.162985766692627,0,0,0,0.119666802748208,-0.12069499376397,0,0,0,0,0,0,0.242758665553689,0,0,0,0,-0.0908486474848129,0,0,0.223103213011106,0,0,0.20547848692241,0,0,0,0,0,0.151197800008138,0,0,0,0,0,0,0,0.115237172960252,0,0,0,0,0,0.0450534805442075,-0.101113447573398,0,0,0,0.147918351612587,0
