,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.267227090742672,0.132424995541246,0,0,0,0,0,0,0,0,0,0,0.183243418683256,0,0,0,0,0,0,0,0,0,-0.311012779530877,0,0,0.905506187830287,0,0,-0.186696588941807,0,0,0,0,0,0,0,0,0,0,0.021335415959458
X601318.CH.EQUITY,0,0,0,0,0,0,0.123855335048687,0,0.192144438675433,0.0157979259543849,0,0,0,0.0345599233329764,0.0652762695832585,0,0,0,0,0.133700270399027,0,0,0.0892760701571359,0.0200127385809449,0,0,0,0,0,0,0,0,0,0,0,0,0.149648855378772,0,0.209663769920478,0,0,0,0.0397368083143944,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.325100413883942,0,0,0,0.161009281452018,0,0,0,0,0,0,0,0,0,0,0,0,0.0313911299558309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.134964456953092,-0.110138885122236,0,0.116216599330558,0,0.432299580443454,0,0,0.0523959046435047,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.553999572317877,0.216752082777633,0,0.422841060389829,0,0,0,0.433922113873226,-0.149353400626291,0.138341870871389,0,0,0,0,0,0,-0.228787999257482,0,0,0,0,0,0,0,-0.609300359809719,0,0,0,0,0,0,0,0,0,0,0,0,0.119658262884959,0,0.161435311364579,0,0,0,-0.110436259805237
X5.HK.EQUITY,-0.0289432524445503,-0.0713901083512908,0,0,0,0.0733617727769673,0,0.00718669189520729,0,0,0,0,0,0,0.0908747954147492,0.0582286789589613,0,0,0,0.844832098843943,0,0,0,-0.190680589530397,0,0,0.0691998040853088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13716134310938,0,0,0,0,0.112808522836572,0,0,0
X601988.CH.EQUITY,-0.293309683526623,0,0,0,0.416308150887217,0,0,0,0,0,0,0,0,0,0,0,0,0,0.649996294338842,0,0,0,-0.0990531254577279,-0.0461893141772842,0,0,0,0,0,-0.446063876400135,0,0,0,0,0,0,0,0,0,0.147216283573393,0,0,0,0,0,0.0978541837266412,0,0,0,0,0
X600036.CH.EQUITY,0,0.325365367002928,-0.064031858779272,0,0,0,0,0,0,0.595576602951218,0,0.116232237971887,0,0,0,0.153410814514557,0,0,0,-0.214957353404309,0,0,-0.0106320147352398,0.269627012934732,0,0.115940296338916,0,0,0,0,0,0,0,-0.289191789514302,0,0,0,0,0,0,0,0,0,-0.105369505014975,0,-0.0567290935088661,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.26736701670505,0,0,0,0,0,0,-0.0886548534256996,0,0,0,0,0.025556197328516,0,0,0,0,0,0,0,0,0,0.146323627627597,0,0.114657994831683,0,0,0,0.102153173641656,0,0,0,1.73472347597681e-18,0,0,0.00900534650544783,0,0,-0.098620581962608,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.164280278632919,0,0.0269142018465664,0,0,0,0,0,0,0.184562268679195,0,0,0.375978625657823,0,-0.00917862140095826,0,-0.00568831837430436,0,0,0,0,0,0,0,0,0,0,0,0,-0.0646998469638334,0,0,0,0,0,0,0.184566113614694,0.0153283173018676,0,0,0,0,-0.0493351356744271,0,0.0626823636666542,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.138293113316775,0.0674891998212674,0,0,0.620974100248911,0,0,0,-0.0585248445608398,2.77555756156289e-17,0,0,0,0,0,0.0226316110324846,0,0,0,0,0,0.276520717111736,0,0,0.274745577689419,0,0,-0.0312354227467595,0,0,0,0,-0.00355438872401204,0,0,0,0,0,0,0,0,0,0,-0.622280772261999,0,0,0,0,0
