,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186551350377874,0,0,0,0,0.500858890945992,0,0,0,0,0,0,0,0,0,0,0,-0.157085044512267,0,0,0.49885312729773,0,0,0,0,0,0,0,0,-0.0164027711524654,0.0994515296229652,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.037348523777062,0,0,0,0,0,0,0,0.0554720366901264,0.324326774787204,0.0853009251840128,0,0,0,0,0,0,0.102932122510339,0,0,0,0,-0.0156212768549748,0,0,0,0,0.1691210895219,0,0,0,0.105544194054879,0.117761089443613,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.608021667610687,0,0,0,0,0,0,0,0,0.0228277751491576,0,0,0,0,-0.0148897148431471,0,0,-0.0888847972792866,0,0,0.19199308094753,0,0.0789124859483449,0,0,0,-0.555889734605381,0,0,0,0,0,0,0,-0.155916718522425,0,0,0,0,0,0,0.55542356454087,0,-0.0451875631324405,0,0,0.131617976263605,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,-0.00518340054910525,0,-0.107164292876868,0,0.136009496841221,0,0.328357194806383,0,0.0177030622588901,0,-0.0319533118266479,0.322071700531993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0730195111703695,0,0,0,0.149765502862151,0.339638045372536,0,0,0,0.0291791945135607,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,-0.177537224711837,0,0,0,0,0,0,0,0,0,0.12937568311927,0,0.284236777542121,0,0,0,0,0,0,-0.0939674290476689,0,0.0595267320235738,0,0
X601988.CH.EQUITY,0,0,0,0,0.352081248589057,0,0,0,0,0,0.0936826778258373,0,0,0,0,0.114978830924515,0.034493936156887,0,0,-0.071866864562258,-0.0695100799486939,0,0,0,0.25480376398737,0,0,0,0,0,-0.253445018868005,0,0,0,0,0,0,0,0,0,0,0.0408543326098933,0,0,0,0,0,0,0,0.0871070394237503,0
X1299.HK.EQUITY,0,0,0,0,0.179146045740343,0,0,0,0,0,0,0,0,0,0,0,0.169127359409825,0,0,0,0,0,0,0,0,0.0492619038378055,0,0,-0.00656668078541106,0.105971825531267,0.0436868284895946,0,0.0229381140621919,0,0,0,0,0.549764601390912,0,0,0,0,-0.042745343642589,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.552177962896614,0,0.270015076023901,0.148661259792005,0,0.0261826756771202,0,0,0.0302558802847663,0,0.072407580277255,0,0,0,0,0,0,0,0.0490035604422879,0,0,0,0,-0.0572990081196903,0,0,0,0,0,0,0,-0.0987025353042921,0.155342593322475,0.298593723381473,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0473142081204204,0,0.0232308465271585,0,0,0,0,0,0,0,0,0,0,-0.0892127899760968,0,0,0.225348627740243,0,0,0,0,0,0,0,0,0,0.0478021681402451,0,0,0,0,0,0,0.0888423121878482,0.345858069163143,0,0,0,0,0.221165809675668,0,0.102375799233314,0.0714935687411006,0,0,-0.0343832260150826,0,0,0,0
X601328.CH.EQUITY,0,0,0.0143909525891502,0,0,0,0,0.704034118824878,0,0,0,0,0,0,0,0,0,0,0,0.126845403112536,0,0,0,0,0,0,0.0390357891168424,0,0,0,0,0,0,0,0,0,-0.0161727175980472,0,0,0,0,0,0,0,0,0,-0.170039387017084,0,0,0.0443782252730965,0
X601166.CH.EQUITY,0.0740677246350887,0,0,0.249479289855498,0,0,0,0.116118380815469,0,0,0,0,0,0.28093967139528,0,0,0,-3.46944695195361e-18,0.0155425615600368,0,0,0,0,0,0.121493114643963,0,0,0,0,0,0,0,0,0.0498575080713577,0,0,-0.111678260995547,0,0,0,0,0,0,0,0,0,0,0,0,0.0685066789945032,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0.0648521276534448,0,0,0,0,0.0625215304182121,0,0,0,-0.0915361867275987,0.0289798756573903,-0.0879671728816075,0,0.0598378239583304,0,0,0,0,0,-0.139236462678602,0,0,0,0,0,0,0,0,0.29455668315127,0,0,-0.0788928530896335,0,0,0,0,0,0.616815716383978,0,0.0282032790790733,0,-0.0559353322648613,0,0
X16.HK.EQUITY,0,-0.0230460808469198,0,0,0,0,0,0,0,0.0369368044690244,0,0,0,0,0.100983907050841,0,0,-0.281115422000381,0,0,0,0,0,0,0,0,0,0,0,0.128988487085511,0.0485421930264441,0,-0.107876689214015,0.134525428925687,0,0,0,0.541378281989467,0,0,0,0,0,0,0,0.34348456247215,0,0,-0.142091764557791,0,-0.0466285528708156
X600000.CH.EQUITY,0,0,0,0,0.0142596748646787,0,0,0.0638152689134023,0,0.173302215703608,0.421419152298102,0,0,0,0,0,0,0.0526636713807104,0,0,0.0782661915445809,0,0,0,0,0,0.308267581058029,0,0,0,0,0,0,0,-0.0403093996518809,0,3.46944695195361e-18,0,-0.216859019882161,0,0,0,0,0,0,0,-0.0974856822321922,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0.0684192575324884,0.129784099745326,0,0,0,0,0,0,0,0,0,0,0,0,0.346925068452387,0,0,0,0,0,0,0,0,0,0,0,0.562584634466113,0,0,0,0,0,-0.184920121840237,0,0,0.0939870382530201,0,0.0246978177767497,0,0,0.342348951100659,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155095540611114,0,0,0,0,0,0,0,0,0,0,0.0465990407942528,0.431170820211861,0,0,0,0,0,-0.024381451448699,0,0.189852040953275,0.143839809249036,0.0223487680136638,0,0,0,0,0,0.118478661775654,0
X388.HK.EQUITY,0,0,0,0,0.0105871755964907,0.0268169887523059,0,0,0,0,0,0,0,0,0.0708615485141946,0,0,0.289973236021294,0.576063219887535,0,0,0,0,0,0,0,0,0.113979497144628,0,0,0,-0.124455463744392,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0
X601601.CH.EQUITY,0,0.176661992629929,0,0,0,0,0,0,0.0411505964632151,0,4.33680868994202e-19,0,0,0.112536711182068,0,0,0,0,0.034028323544792,-0.0809241539959688,0,0,0.051471801635762,0,0,0,0,0,0,0,0.0807545420736739,0,0.0427990075997863,0,0,0.334865978566211,0,0,0,0,0,0,0.153201626277652,0,0,0,0,0.0402647969965788,0.0417549123345937,0,0
