,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.17257327019356,0.200385775454782,0,0,0,0,0,0,0,0,0,0,0,0.0444993473174999,0,0,-0.191124075312225,0,0,0,0,0,-0.291050932099981,0,0.0487661214117575,0,0.865867631364967,-0.151664357414724,0,-0.0998552352709746,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.136359266773388,0,0.19244052480045,0.0183888766929531,0,0,0,0.0299077730387743,0,0.0594021342850857,0,0,0.10939417963277,0,0,0.0770825109978697,0,0,0.0623424506174632,0,0,0,0,0,0,0,0,0,0,0,0,0.0515855950309189,0,0.306814576775713,0,0,0,0,0.101832349454653,0,0,0,0,0,0
X601939.CH.EQUITY,0.149277064525007,0,0,0,0.00399103610416908,0,0,0,0,0.253079898936116,0,0,0,0,0,0,0,0.122914940169075,0,0,0,0,0,0,0,0,0,0,0,0.084601212928723,0,0,0,-0.148467822545703,-0.115479858767391,0,0,0.0703412357124961,0,0.427290757723656,-4.33680868994202e-19,0,0,0.075696508725269,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.432929694539804,0.0911783465143277,0.0277160058431708,0.455917988633752,0,0,0,0.367604295792579,0,0,0,0,0,0,0,0,0,-0.278078319077738,0,0,0,0,0,0,0,-0.652960574047272,0,0,0,0,0,0,0,0,0.375386462744832,0,0,0,0,0.183542381093149,1.73472347597681e-18,0,0,-0.155876786346046
X5.HK.EQUITY,-0.0177375622263386,-0.10511096944376,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519422269136266,0,0.0332021241775673,0.538862430627191,0,0,0,0,0.0905666219280028,0,0,0,0,-0.187079001420038,-0.0524136653516487,-0.0754111443099525,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248702200061384,0,0,-0.164999380357905,0,0,0
X601988.CH.EQUITY,-0.467035774193327,0,0,-0.0358133980591986,0.586392301097714,0,0,0,0,0,0,-0.0578906590314409,0,0,0,0,0,0,0,0.967137815805195,0,-0.0923548825071899,0,0,-0.0633154891948353,0,0,-0.141167510608903,0,-0.614787453765628,0,0,0,0,0,0,0,0,0.0271947634303513,0,0,0,0.157824668004569,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,-0.0995632507498959,0.475247018526638,-0.0421725629288593,0,0,0,0,-0.104078143809055,-0.00243327532155995,0.492456384635572,0,0.135007563821096,0,0,0,0,0,0,0,0,0,-0.0934553294070207,0,0,0.285641034996271,0,0,0.0836443584166301,0,0,0.0879293999178678,0,0,-0.305216911787887,0,0,0,0,0,0,0,0.215051797877992,0,0,0.121297637545551,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.130625795343501,0.0115445900432766,0,0,0.132790114055592,0,0,-0.0823932859522462,0,0,0.14249970745336,0.0301553680671318,0,0,0.0507662065409944,0,0,0,0,0,0,0.151365779812906,0,0,0,0,0,0.146674216236796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00569115027650692,0,0
X601628.CH.EQUITY,0,0.0931500506047645,0.0260268942303729,0.0408435014515399,0,0,0,0,0,0,0.0814071975232371,0,0,0.368818773207631,0,0,0,-0.0490407947188399,0,0.0268622655781097,0,0.0665851466341078,0,0,0,0,0,0,0,0,-0.0710017105831958,0,0,0,0,0.227971476286673,0.109075568176248,0,0,0,0,0,0.0739208873172298,0,0,-0.0806943724566228,0,0,0,-1.35525271560688e-20,0
X601328.CH.EQUITY,0,0,0.0567646744163894,0.0418714090149426,0,0,0.593628524201259,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0.00132513367931157,0,0.224893805512885,0.245508103926501,0,0,0,0,0,0,0,0,0,0,0,-0.0784371138052457,-0.0218948175767361,0,0,0,-0.289119116190723,0.0460914397474228,0,0.00555932690523592,0,0,-0.0293774971817982,0,0
