,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.232870101923451,0,0.129575178483437,0,0,0,0,0.252006880724004,0.0618571714094347,0,0.132458078345897,0,0,0,0,0,0,0.0959693990971849,0,0,0,-0.0775921775859939,0,0,0,0,0,0,0,0.00230610946695091,0,0,0,0,0.0731027451538809,0,0,0,0,0,0,0,0,0,0.0180559632855958,0.0265460853897608,0,0,0,0,0
X601939.CH.EQUITY,0.457676953150957,0,0,0.0182286206198711,0,0,-0.031893681537738,0,0,0,0.192579340441685,0,0.226751903049325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00852263005654076,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.0481442064181158,0,0,0,0,0,0,0,0.25844907149789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204051232043489,0,0,0,0,0,0,0,0.0620227935644613,-6.93889390390723e-18,0.0429541085380557,0,0,0.206542388454345,0,0,0,0,0
X601288.CH.EQUITY,0.472515933521365,0.0317712078180798,0,0,0.171251177194278,0,0,0,0,0,0,0,0.0722234663166018,0,0,0,0,0,0,0,0.0672797596457644,0.0535895480996808,0,0,0,0,0,0,0,0,0.0365847972900857,0,0,0,0,0,0,0,0,0,0,0.0465558566695355,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.342476505885755,0,0,0,0,0,0,0,0,0,0,0,0,0.165330285588366,0,0.0104199396880017,0,0,0,0,0,0,0.387905575753397,0,0,0.0988492424653624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105038668528108,0
X600036.CH.EQUITY,0,0,0.0217004927686636,0,0,0,0,0,0,0,0,0.415787387798557,0,0,0,0,0,0,0,0,0,0,0.0541268768839023,0.125025997639801,0,0,0,0,0,0,0,0,0,0,0,0,0.0850053623497114,0,0,0.0599456293014874,0,0,0,0,0,0,0,0,0,0.26975884155883,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.113917535178264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535725376463684,0,0,0.200474036796035,0,0.0540238558997268,0,0,0.193865248362339,0,0,0,0,0,0,0,0,0.00135893816383665,0,0,0,0.190132764641602,0,0,0,0
X5.HK.EQUITY,0,-0.256043101592183,0,0,0,0,0,0,0,0,0,0,0,-0.0294866068994378,0,0,0,0,0,0,0,0,1.17102927503676,-3.46944695195361e-18,-0.765211618104692,0,0,0.49513515261413,0,0,0,0,0,0,0,0,0,0,0,0,0.402803389915169,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,-0.0719674388534628
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0924421915792351,-6.93889390390723e-18,0,0,0,0,0,0.11252407050871,0,0.133988663484038,0.198194327955526,0,0,0,0.180940291839598,0,0,0,0.0533413913049132,0,0,0,0,0,0.0249156021301839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512973928171452,0
X601658.CH.Equity,0,0,0,0.568369081072795,0,0,0,0.00409864823260363,0,0,0,0,0,0,-0.374044831229014,0,0,0,0,0,0,0,0.104631696938282,0.0349274690207314,0,0,0,-0.00929336502656541,0,0.947878318698354,0,0,0,0,0,0,0,0,0,0,-0.113119815528729,0,0,0,0,0,0,0,0,-0.130296953756514,0,0
