,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.428436989397245,0,0,0,0,0,0.00289461716762678,0,0,0,0,0.361305349962362,0,0,0,0,-0.0451867731226057,0,0,0,0,0,0,0,0,0.0745438399204188,0,0,0,0,0,0,0,0.00135082810688042,0,0,0,0,0,0,0,0,0.00536279054684807,0,0.114167790014401,0,0,0,0
X601939.CH.EQUITY,0.319967056839755,0,0,0,0,0,0,0,0,0,0,0,0,0.5045889573165,0.0502408833631909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0733218212795831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202613272080246,0.0631117013630804,0,0,0,0,0,0,0.0292572198437394,0,0,0,0.00452298071987942,0.00860177736763848,0,0,0,0,0,0.0242130967761248,0,0,0,0,0,0,0,0.499215330276858,0,0,0,0,0,0,0,0,0.0432353289832013,0,0
X601288.CH.EQUITY,0.359068501676764,0,0,0,0.397260946655777,0,0,0,0,0,0.0539084277882609,0.00817385583077154,0,0,0.0360830741943049,0.0772841545980793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173305744753278,0,0,0,0,0,0,0,0,0,0,0,0.0164348429233317,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.177782878755294,0,0,0,0,0,0,0.240402214931355,0,0,0.0938147678592658,0,0,0,0,0,0,0,0.0235798742505706,0,0,0,0.102391436260551,0,0,0,0.0747158951392799,0,0,0,0,0.10287829378172,0,0,0,0,0,0,0.0654490205901036,0,0,0,0.0494613191645086,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.410794318381943,0,0,0.0903992378884593,0,0,0,0.435660086071088,0,0,0,0,0.10257511067758,0.707274046693953,0,-0.568307352079679,0,0,0,0,0,0,0,0,-0.0785799939468508,0,0,0,0,0,0.114916215151245,0,0,0,0,0,0,0,0,-0.189242981972624
X600036.CH.EQUITY,0,0,0,0.00375370901851381,0,0,0,0,0,0,0,0.221229977481683,0,0,0.0546663184258599,0,0,0,0,0,0.164939747317619,0,0,0,0,0,0,0,0,0,0,0.0859273759380062,0,0,0,0.0889539940201546,0,0,0,0,0,0,0,0,0,0,0.0669792103142358,0,0,0.135342340959754,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0122490272524287,0,0,0,0,0,0,0,0,0.176381908298127,0,0,0,0.205643916258222,0,0,0.117241796654309,0,0,0,0,0,0,0.247217991820347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342103770360801,0,0
X601628.CH.EQUITY,0.160257962772423,0.154921782647509,0,0,0,0,0,0.0384759003011724,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228538412936936,0,0,0,0,0,0,0,0,0.0151875423366209,0,0,0,0,0,0,0,0,0,0,0.0258484701427008,0,0.216316381391716,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.197123860597518,0,0,0,-0.180423003936601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106364631349537,0,-0.194960964766746,0,0,0,0,0.383660852399151,-0.143441582168773,0,0,0,0,1.12549571468937,0,0,-0.253831527267765,0,0
