,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.686752512171383,0,0,0,0,0,0,0,0,0,0.0862782488812801,0,0,0,0,0,0,0.0779813406383424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168393343566825,0,0.0539568963913997,0,0,0.0349283885332815,-0.00301823588567065,0,-0.018462543482411,0,0,-0.0160108525441278,0,-0.0160225027188783
X601939.CH.EQUITY,0.0922796500488365,0,0,0.316814363842955,0,0.333238742467443,0,0,0,0,0.0629306250266268,0,0,0,0,0,0,0,0,0,0.0799652486471156,0,0,0,0,0,0,0,0.0107050682716434,0,0,0,0,0.0529063135504325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0.0176351121475321,0,0.0926358103197262,0,0,0,0,0,0,0,0,0,0,0,0.00893182722133872,0,0.00847570417354843,0.192183354974361,0,0,0,0,0,0.0104227941614493,0.0465734282588994,0,0,0,0,0,6.93889390390723e-18,0,0.214466413046173,0.0168096441435061,0.0445386994357191,0,0,0,0.236985293146126,0,0,0,0.0860560956463443,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.190877724690421,0.0496327672938412,0,0,0,0.0318040103650071,0,0,0,0.162482350107436,0,0,0,0,0,0,0,0,0.0924587009102808,0,0,0,0,0,0.0233057660258018,0.259843175593559,0,0,0,0.055348501258933,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599560613381826,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.105769537076912,0.301317916799847,0,0,0,0,0,0.00552191169002239,0,0.303571649494311,0,0,-0.0818411947005937,0,0,0,0,0,0,0.531136402041609,0,0,0,0,0.0122702539481077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.61931837324741,0.0753759807431998,0,-0.151526385799989,0,-0.20494813656241
X601988.CH.EQUITY,0,0.174876373485501,0,0,0.0451589602579697,0,0,0,0.0735477619142076,0,0,0.0841120442183417,0.126211358460062,0,0,0,0,0,0.0587000957021776,0,0,0,0.519434534942916,0,0,0,0,0,0,0.0304652158968595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324492975232371,0
X1299.HK.EQUITY,0,0,0.194678134137391,0,0,0,0,0.0632277360090108,0,0,0,0,0,0,0.207642486361545,0,0,-0.0915951190531174,0,0,0.214191161748654,0,0,0,0.00324762056870158,0,0,0,0,0,0,0,0,0,0,0,0,0.0832584274709577,0,0,0,0,0,0,0,0,0,0,0.03009370306618,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249431413857155,0.000775799788559481,0,0,0,0,0,0,0.775957729755987,0,0,0,0.104931104959817,0.00414417668338141,0,0.000702287350072556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.140898866773379,0.072334663385701,0,0,0,0,0,0,0,0,0,0,0,0.0306044098914534,0,0,0,0,0,0,0,0,0,0.06267222311128,0,0,0,0,0,0,0,0,0,0.325124493163241,0,0,0,0,0,0,0.207971732077391,0.0712476416695349,0,-0.0261873389818234,0,0,0,0,0
X601328.CH.EQUITY,0.00161885003617029,0,0,0,0,0,0,0.171620617040574,0,0,0.0383772968654987,0,0.149566222159196,0,0,0,0,0,0,0,0,0.252393942532454,0,0,0,0,0,0,0.0314350076458748,0,0,0,-0.00883544240509859,0.0403126733892142,0,0.000778865235208586,0,0,0.0689035167093482,0.256254000535976,0,0.0395396963479136,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0541727220558902,0.171065225073962,0.0829271862044057,0,0,0.0159022250948149,0,0.200463649046998,0,0.0715012104352266,0,0,0.0336128846007916,0,0,0,0,0,0,0,0,0,0.130503854442582,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0290625496228456,0,0,0,0,0,0,0,0,0,0.0757774949844285,0,0,0,0,0,0.0560415064241596,0
X11.HK.EQUITY,0,0,0,0,0,0,0.142611215997206,0,0,0,0,0,0,0,0,0,-0.00771153210585341,0.074253939700068,0.0790449981892299,0.217034091901178,0,0,0,0,0,0,0.20500841755919,0,0,0,0,0,0.29809885464091,0,0,0,0,0,0,0,0,0.0841515509490438,0,-0.0277126887561947,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.00744095023868786,0.123405580980991,0,0.171668797611186,0.0780548792725208,0.0861712887193635,0.0720133992392504,0,0,0,0,0,0.0366925541936028,0,0,0.0530068739211855,0,0,0.0973234086922228,0,0,0,0,0,0,0,0,0,0.0530719775535734,0,0,0,0,0.00202594702712439,0,0.210554240004584,0,0,0,0.0088787428821802,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,-0.138953563504818,0,0,0,0,0,0,0,0,0,0,0,0,-0.20078730776757,0,0,0,0,0.139151708745471,0,0,0.114093691933379,0.121420279804444,0.322403994302785,0.2201839827415,0,0,0,0,-0.0235079559974717,0,0,0.0493080279438421,0,0,0.0668184066440426,0,0.189927442824594,0,0,0,0,-0.0204081075770208
X2388.HK.EQUITY,0,0,0,0,0.0730742247011107,0,0.0203825141326467,0,0,0,0,0.0489425066378165,0,0,0,0,0,0.0584243665865716,0,-1.73472347597681e-18,0,0,0,0,0.175216061089988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447177278520646,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366445183498033,0,0,0,0,0.07992183395626,0.0110105941433698,0,0.126439398510849,0,0,0,0,0,0,0.608869886305133,0,0,0,0,0,0,0.0570854341704956,0,0,0,0,0,0,0,0,0,-0.0826117470600001
X601319.CH.EQUITY,0,0,0,0,0,0,-0.423724078101138,0,0,0,0,0,0,0.0464190310815227,0,0,0,0,0,0,0,0,0,0.190221877861235,0,0,-0.199339062339538,0,0.202134026093168,0.175715575227675,0,0,0.190604833117134,0,0.112618553115734,0,0,0.503880429504728,0,0,0,0,0,0,0,0,0.111247850812058,0,0,0,0
