,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.313283975105532,0.24091091080311,0,0.168400287885229,0,-0.121982675210796,0,0,0.0713708787383898,0,0,0,0,0,0,0.0262645476548868,-0.155834875766698,0,0,0.130601809595439,0,0,0,0.0473670920636048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00902164390241099,0,-0.0155228821137043,0,-0.0834192473588546,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.185836936020554,0,0,0,0.29338061733701,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0674342427333655,0,0,0,0,0,0,0,-0.249496321681554,0.274039088813655,0,0.190008943309349,0,-0.00144959280125076,0,0,0,0.063519400982738,0,0,0
X601939.CH.EQUITY,0.425900393992397,0,0,0.0869068278790983,0.107529083663272,0,0,0,0,0,0,0,0.141609475319646,0,0,0,0,0,0,0.0137083407235386,0.128146110130188,0.0123017927870831,0,0.0302692598289686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321649123913531,0,0,0,0,0,0,-0.170914133810234,0,0,0,0,0
X601288.CH.EQUITY,0.441056603968242,0.034818453422262,0.127093523422007,0,0.0356281383838672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137601902342825,0,0,-0.0367634104205645,0,0.0418701296024266,0.0753603842679706,0,0,0.234658716453503,0,0,0,0,0,0,0.106816611766021,0,0
X5.HK.EQUITY,0,-0.251524268439263,0,0.0168252765607965,0,0,0,0,-0.315439220918128,0,0.283120442703021,0,0,0,0.0263745052903674,0,0,0.0734026350189872,0,0.0257504835558417,0,0,-0.0610217006974465,0.604668920426064,0,0,0,-0.00784057790925348,0,0,0,0,0,0,0,0,0,0,0.0324514641366755,0,0.0675807480155268,0,0,0,0,0,0,0,0,0,-0.339207370521062
X601988.CH.EQUITY,0,0,0.17922392540774,0.301821973420367,0,0,0,0.105181976727177,0,0.126528989452854,0.160302927063717,0,0,0,-0.271680324097636,0,0,0,0,0,0,0.0870795606966315,0,0,0,0,0,0,0,-0.0194483885624505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255163656824887,0,0,0,0,0.0775928314838554,-0.0687261629267893
X600036.CH.EQUITY,0,0.350677792074596,0,0,0,0,0,-0.0267611155084241,0,0,0,0,0.185810109771384,0,0,0,0,0,0.0607074223860386,0,0.0224373349089139,0,0,0.267697827892951,0,0,0,-0.0051649070454763,0,-0.00111750625071848,0.218936942885084,0,0,0,0,0,0,0,0,0,0.0623681688047444,0,0,0,0,0,0.0191560477376094,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.203712684263887,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.258838261075961,0,0,0,-0.0183979145777801,0,0.0639396962624078,4.33680868994202e-19,0,0,0,0,0,0,0.0780910067375821,0,0,0,0,0.00920996325860593,0,0,0,0,0,0,0,0.0622651025111719,0,0,0.00519437146919732,0,0,0,0,0,0.172275203214751,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390160780744669,0,0,0,0,0,0.188584277776655,-0.0107499041168837,0.13785858709272,0,0.177562488459458,0,0,0,0,0.0198462904434486,0.370989426067556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570028956025329,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.153015874049479,0,0,0,0,0,0,0,0,0,0.265111466936125,0,0,0,0,0,0,0,0,0,0,0,0.0346792267466046,0,0,0.507026165220258,0,0.183869437329625,0,0,-0.067172579419378,0,0,0,0.193812465870666,0,-0.131026868169068,0,0,0,0,-0.0154152460708872,0,0,0,0
X601328.CH.EQUITY,0,0.0149375618765857,0.0288710427139515,0,0.0583272160197099,0.101659694911048,0,0,0,0.0187257256473046,0,0.182884147923817,0,0.064243199411567,0,0,0,0,0,0.184073443628931,-0.180293486329535,0.187495125510761,0.0242091590147198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237538037524133,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.112966477105621,0,0,0,0.0385406306951041,0.276156245525331,0,0,0,0.254755993868866,0,0.138915477823925,0,0,-0.0915219990501563,0,0,-0.0735241715378264,0,0,0.142166460615267,0,0,0,0.133707797123013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139441375504709,0,0,-0.0547956816115962,0.0300534173958828,0,0.0254480527269358,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120661645143132,0,0,0,0.156145217438847,0,0,-0.267301222699731,0,0.251725092334526,0,0,0.0748396152331927,0,-0.0853553656492059,0,0,0,0,-0.0200024091209134,0.00311601220470452,0.320683425055438,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0.0624685776267755,-1.73472347597681e-18,0,0,0,0,0,0.0442287789681684,0,0,0,0,0,0,0.0127688809102124,0,0,0.0873391297972755,0,0,0,0,0,0,0.217349475851529,0,0,0,0.0776204485470071,0,0,0,0,0,0,0.047127336496188,0,0.0395731457765009,0,0,0,0.30131817592299,0,0
X000002.CH.EQUITY,0,0,0,0,0,-0.114027825785832,0,0,-0.171856367642746,0,0,0,0,0,0,0,0,0,0,0.336720845981154,0,0,-0.0253021754235613,0,0,0,0,0,0,0.153057085230454,0,0,0.160359007777845,-0.202942569288803,0,0,0,0,0,0.0925410503945836,0,0,0,0,0.0240713348433564,0,0,0.2600386328269,0,0.065723096931096,-0.0458841187576581
X601601.CH.EQUITY,0,0,0,-0.0961730977255152,0,0,0,0.118129668294954,0,0.120438866459015,0,0,0.184216035305197,0.132531974173852,0,0,0,0,0.361572151063796,0,0.0412311368721107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2260770284094,0,0,0,0,0,0,0,0,0,0,0,0
