,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X300059.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.532766007173014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0213540768311033,0,0,0,0,0,0,0,0,0,0.401243778948391,0,0,0.12091698945406,0,0,0,0,0,-0.148136482446596,0,0,0,0,0,0,0,0,0,0,0,0.0668127008829522,-0.102880810371274,0,0,-0.0242267959431613
X601939.CH.EQUITY,0.0809611509777206,0,0,0.351460446300858,0,0,0,0,0,0,0,0,0,0.172858310665267,-0.100773875011409,0,0,0,0,0,0,0,0,0,-0.0378766170003079,0.30985658681157,0,0,0,0,-0.0735212891764418,0,0,0,0,0,0,0,-0.0458873611785942,0,0,-0.0293699723756528,0,0,0,-0.0747707121704771,0,0.109355993703946,0,0.124963867673643,0,0
X601318.CH.EQUITY,0,0,0,0,0.25914689148239,0.0950051527015485,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445421035505819,0,0,0,0.13569267706499,0,0,0,0,0,0,0,0,0,0,0.171536226734397,0,0,0,0,0.0844966369144713,0,0.019542846659673,0,0,0,0,0,0,0,0.021092741103086,0,-0.0263669637838997
X601288.CH.EQUITY,0,0.654543070460472,0,0,0,0,0,0,0,0,0,0,0.102163352823721,0,0,0,0,0,0,0,0.148515531260577,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,-0.0238581293627505,0,0,0.0268599494617631,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.148026685084217,0,0.362697105447488,0,0,0,0,0,0.253918495690283,0,0,0,0,0,0.220048639130422,0,0,0.0636225084016319,0,0,0,0,0,0.166439850758963,0,0,0.0799997475970346,0,0,0,0,0,0,0,0,0,0,-0.579985301539459,0,0,0.0489446600487444,0,0,0,0,0,0.0134013556984681,0,0,0,0
X600036.CH.EQUITY,0,0.176858944828041,0,0,0,0,0,0,0.0325347436004955,0,0,0,0.0413816026876871,0,0,0,0,0,0.110952228624236,0,0,0,0,0.24293844011643,0,0,0,0,0,0,0,0,0,0.362991268259094,0,0,0,0,0,0,0.0763504636260164,0,0,0,0,0,0.0927863590296564,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0655272059564075,0,0,0.0677030689973167,0,0,0.382217657317384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233618124116073,0,0,0,0,0.281926139429914,0,0,0.0316822290697126,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0583807056289948,0,0,0,-0.191579898116535,0,0,-0.474253774897458,0.747697598886378,0,0,0.0791374079637533,0.510604836689535,0,0,0.0582813091397582,0,0,0,0,0,0,0,0.086509522522476,0,0,0,0,0,0,0,0,0,0.189617171558803,0.113932607681645,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.187047792477259,0,0,0,0,0,-0.161964442810603,0,0,0,0,0.109605959497654,0,0,0,0,0.10016537450109,0,0,0,0,0,0,0.112860758197695,0,0,0,-0.0790912335966538,0.0754189452688018,0,0,0,0,0,0,0.165571293497921,0,0,0,0,0,0,0.0368056715889587,0,0,0.110668746674707,0
X601658.CH.Equity,0,0.148326002378781,0,-6.93889390390723e-18,0.00986571419008119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388292174229296,0,0,0,0,0.0131910756667893,0,0,0,0,0,0,0,0,0,0,0,0.188606141491987,0,0.113027135307358,0,6.93889390390723e-18,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.242514576542256,0.204316911405923,0,0,0,0,0,0,0,0,0,0.088380972299425,0,0.0156675435517984,0.16177427036809,0,0,0,0,0,0,0,0,-0.0447787229554675,0.00157927719026294,0.0598137907808305,0,0,0,0.0105658040023971,0.0820044900169117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116541509121431,0,0
X388.HK.EQUITY,0,0,0.295184207088306,0,0,0,0.100032012626795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108571062182166,0,0,0.0330792063759245,0,0,0,0,0,0,0,0,0,0,0,0,0.0192747334297728,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.485124781033681,0,0,0,0.0353381359035125,0.0282748015593565,0,0,0.0119295078123598,0,0,0,0,0.00485092122572271,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.240406322816895,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144181822742611,0,0,0.0110094045890546,0.0704228824562292,0,0.0906587185202294,0,0
X600000.CH.EQUITY,0,0,0.0364648974685361,0.15739753461112,0.0834562391768807,0,0,0,0,0,0,0,0.308934624125013,0,0,0,0,0,0,0,0,0,0,0,0,0.0381045988607762,0,0,0.15338880557031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0746371811995205,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105369239441148,0,0,0,0.158047995394026,0,0,0,0,0,0,0,0.0766888286714515,0,0,0.249160179943918,0.153296355277385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0851651201722655,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0.0336331610192207,0,0,0,0,0,0,0,0,0,0,0,0.0369640058358027,0,0,0,0,0,0.36625242736382,0,0,0,0,0,0.0521716060516721,0,0.283849792479991,0,0.0614886804816044,0.0735015678072708,0,0,0.0893772677264085,0.00847059644596332,0.00452344369558575,0.0205352526754876,0,0,0,0,0,0,0,0,0.0493577673493912,0
X16.HK.EQUITY,0,0,0,0,0,0,0.318274433045831,0,0,-0.0293969803883263,0,0,0,0,0,0,0,0,0,0,0.166076988838066,0,0,0,0,0,0,0,0.0678114109339207,0,0.0380116582058743,0,0,-0.0529992156606219,0,0,0.295585752517342,0,0,0.176841060048264,-0.113674996483122,0.0768831941382794,0.0198991554839862,0,0,0,0,0,0,0,0,0.000215123039553078
X688.HK.EQUITY,0,0.347142294670811,0,0,0,0,0,0,0,0,0,0,0,0.0633621824566789,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163864536349329,0.0953669932627051,0,0,0,0,0,0,0,0.0880051314640256,0.0758740642008894,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.221885313260186,0,0,0,0,0,0,0,0,0,0,0,0.0371659137431006,0,0,0,0,0,0,0,-0.0617846951525996,0,0.0176806360735574,0.124296174131566,0,0,0,0,0.140502303252719,0,0,0.288406234404355,0,0,0,0.136211761491161,0,0,0,0.0883192057417659,0,0,0,0,0,0,0.180405047384777,0,0,0
