,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.091515610863999,0,0,0,0,0,0,-0.0429167366031154,0,0,0,0,0,0,0,0,0,0,-0.180157084368262,0,0.0365677095427149,0.681951745760299,0,0.546839398828529,0,0,-0.250766306166599,-0.116826187274109,0,0,0,0,-0.023545594581614,0,0,0,0,0,-0.0363750987788419,0,0,0,0,0,0,0,0,0,0,0.0784708703890331
X601318.CH.EQUITY,0,0,1.38777878078145e-17,0,0,0.21551093519502,0,0,0,-0.0728176764611242,0,0,0.100734759888584,0,0,0,0,0.0844408431425072,0,0,0.0125745090921531,0,0,0,0,0,0,0,8.67361737988404e-19,0.0153559855354076,0.156683943101339,0,0,0,0,0.24653238397185,0,0.06736934437348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469483104820288
X601939.CH.EQUITY,0,0.0809447340939523,0,0.802720566103105,0,0,0,0,0,0.0444217212196781,0,0,0.0169188431350189,-0.00808292676691346,0,0,6.93889390390723e-18,0.0802555601353924,2.71050543121376e-20,0,0,0,0,0,0.0252519449748658,0,0,0,0,0,0,0,0,0,0,0,0,0.0678399553144739,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0191031209704636,0,0.935899596264581,0,-0.0414706831029238,0,-0.0822314560147134,0,0,0.0204734910725891,0,0,0,0,0,0.0068850516961197,0,0,0.114355779756758,0,0,0,0,0,0.0477430187863948,0,0,0,-2.16840434497101e-19,0,0,0,0.0346550599040882,0,0,0,0,0,0,-0.0629421752806626,-0.0470555186565851,0,0,0,0,0.0532240715132425,0,0,0,0,-0.0747602333554361,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.26283525837905,0,0.0864699907459189,0,0,0,0,0,0,0,0.321853425329385,0,0,0,0,-0.0725674615710145,0,0,0,0,0,0,0,0,0,0,0.132283487174464,0,0.104604360684383,0,0,0,0,0,0,0,0.139001197289583,0,0.186545586097547,0,0,0,0.0476809222971331
X600036.CH.EQUITY,0,0,0.07192742974827,0.257133459150424,0,0,0,0,0.0479894223952412,-0.00689222746313215,0,0,0,0,0,0,0.176057648358912,0,0,0.0201336233578427,0,0,0,0,0.0238490423452218,0,0,0.18755694873173,0,0.0312187094895846,0.128864675563445,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04237851245281,0,0,0,0,0.0317384628903197,0,0
X1299.HK.EQUITY,0,0,0,0,0.0942886492253518,0,0,0,0,0.170941655050796,0,0,0,0,0,0,0,0,0,0,0,0,0.283372823331553,-0.0242507066396284,0,0,0.112782075837422,0,0,0,0,0,0.138703612989497,0,0,0,0.0753532465392626,0,0.0625311935099182,0,0,0,0.0766772250645352,0,0,0,0,0.118403703770265,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0868550162163584,-0.0451362368199911,0,0,0,-0.0203510849612969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178258485547407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124242062382861,0,1.00250542489428,0,0,0
X5.HK.EQUITY,0,0,0,0,-0.0309176915465707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375843821108423,0,0,0,0,0.0899779887719041,0.295089284908897,0,0,0,0,0,0,0,0,-0.257764114322162,0,0,0,0,0,0,0,0.0846857235154849,0.0285004397630857,0,0,-0.11115245191582,0,0.134626863884129,0.13099931965301,0
X388.HK.EQUITY,0,0,0,0,0.23413419152396,0,0.0341839235481057,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12772154482593,0,0.277999695750727,0,0,0,0,0,0.113924008645034,0,0,0,0.104305015128626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.254034744809702,0,0.179552734829548
