,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.103400870231676,0,0.178321086543293,0,0,0,0,0,0,0,0.127219029349192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168797637690901,0,0,0,0.149224838458562,0,0,0,0,0,0,0,0,0.162642795799074,0,0.130817297001895,0,0
X601318.CH.EQUITY,0,0,-0.135869433241446,0,0,0.0747587333649965,0,0,0.160572991166886,0,0,0,0.0953258042624427,-0.0286622861396079,0,0.288510242732876,0,0,0.00805239344717245,0,0,0,0.0512825959139173,0,0,0,0,0,0,0,-0.195354275414905,0,0,0,0.314938505940925,0,0,0,0.0294038667007779,0.236243309857927,-0.182822813512631,0,0.196982541944969,0,0.132063825203109,0,0,0,0,-0.0946618964702041,0,0
X601939.CH.EQUITY,0.521070837866176,0,0,0,0.0055541676331777,0,0,-0.0369543310573909,0,0,0,0.130884446723858,0,0,0.109133057638695,-0.0436767523305769,0,0,0,0,0,0,0,0.0377675204338686,0,0.217157228195692,-0.127935265095079,0,0,0,0,0,0,0,0,0,0,0.101674461647799,0,0,0.305838554230678,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.378183580536589,0,0.120770964371462,0,0,0.381823916262554,0,0,0,0,0.0667259494717574,0,-0.0303386015763326,0,0,0.0308782239062681,0.101596828243695,0,0,0,0.0316362549017948,0.0102638712150244,0,0,0,-0.0276009397454868,0,0,0,0.0117005032423957,0,0,0,0,-0.182884617167605,0,0,0,0,0,0.223631039189335,0,0,-0.131598732486938,0,-0.0599305618942527,0,0.0781286135069141,0,0,0,0
X5.HK.EQUITY,0.0205746581221045,0,0.0180800562570238,0.188292327952816,0,0.0377114450849197,0,0,0,0,0,0,0.0356662890895976,0,0,0,0,0,0,0,0,0.42895681090952,0,0,0,0,0,0,0,0,0.39289325468902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0805792687338411,-0.165121527903167,0,0,-0.059501377057724
X601988.CH.EQUITY,0.255419977160244,0.0835212737124656,0.089909915255194,0,0,0,0,0,0.192988527089971,0,0,0.27308606919536,0,-0.114192504588662,0,0,0,0,0,0,0,0.0118266904265067,0,0,0,0.0506493609041984,0,0,0,0,0,0,0,0.192719999063794,0,0,0,0,0,0,-0.0401437710724643,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0472868988680163,-0.0740483794233142,0,0.294366424686049,0,-0.0541482993450995,0.0374821714717116,0,0.304105516029714,0,0.203907817074374,0,0,0,0,0,0.0520878951711634,0,0,0,0,0,0,0,0,0.026279034713824,0,0.00915513596382028,0.0261818277530993,0,0.108291384340621,0,0,0.0543992004380575,0,0,0,0.0308599244926667,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0996743423657651,0,0,0,0.11578446266641,0,0,-0.106873886240635,0,0.0182994047329617,0.244244295481786,3.46944695195361e-18,0,0,0,0.0392054418441564,0,0,0.0623685035353163,0.0505881605002278,0.0796563683848925,0,0,0,0,0,0.0250807474910109,0.220532539421247,0,0.0239985756096942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.141974725241611,0.217213177758322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130079343718029,-0.104517703262121,0,0,0,0,0.21721199173163,0,0,0,-0.119139509541815,0,0,0,0,0,0,0,-0.00664142989766415,0,0,0,0,0,0,0,0,0.129802595809782,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.223997244757917,-0.501042201451953,0,0,0,0,-0.167822184157844,0,0,0,0,0,0.685279770942717,0,0,0,0.154405953273073,0,0,0,0,0.0780071130592236,0,0,0,0,0,0,0,-0.663871627622771,0.061787893405872,0,0,0,0,0.603687443408328,0,-0.23733462290195,0,0,0,0
