,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,6.93889390390723e-18,0,0.0566978544169806,0,0.138745618171551,0.176389989008045,0,0.351767763528771,0,0,0,0,0.000596424254365603,0.131825494558707,0,0,0,0,0,0,0,0,0,0.0118809600088751,0,0,0,0,0.104040498835342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0
X601318.CH.EQUITY,0.209359393412174,0,0,0,0,0,0,0,0.217046705700316,0,0,0,-3.46944695195361e-18,0,0.0746853673426145,0.14422512551405,0,0,0,0.213000398491982,0,0,0,0,0,0,0,0,0,0.0778555590281011,-0.0608366633337582,0,0,0,0,0,0.0682630628084832,0,0,0,0,0,0,0,0,0,0,0.0720878018587572,0,0,0,0
X601939.CH.EQUITY,0.263703271767533,0,0,0,0,0,0,0,0,0,0,0,0.425691586503765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191837378096389,0,0.106013817617309,0,0.00655775852991282,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0
X601288.CH.EQUITY,0.342762843174048,0,0.0423295494614309,0,0,0.467248544524919,0,0,0,0,0,0,0,0,0.0359437480554754,1.38777878078145e-17,0,0,2.77555756156289e-17,-0.0109364180895052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112839878023454,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.192712787824477,0,0.0548705266918613,0,0,0,0.318151831044895,0,0,0,0,0,0,0,0.021624802182265,0.663636411889027,0,0,0,0.0460975785066932,0,0,0,0,0,0,0,0.0967460143918471,0,0,0,0,0,0,-0.218803424806339,0,0,0,6.93889390390723e-18,0,0,0,0,0,0
X601988.CH.EQUITY,0.136940573315039,0,0,0.0492215684018243,0,0,0,0,0.200919143119383,0,0,0,0.143727641955967,0,0,0,0,0,0.020986342595215,0,0.16843142807062,0,0,1.38777878078145e-17,0.0277248070565682,0,0,0,0,0.0495399143761845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18637738396905,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.196679038862066,0,0,0.220237727020861,0,0,0,0,0.1779478669897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149711685723843,0,0.00384347375884828,0.158236013040136,0,0,0.105481527187914,0,0,0,0,0,-3.46944695195361e-18,0.0489929089659992,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.148254194354196,0,0,0,0,0,0,0,0.359130540523064,0.0249170567643005,0,0,0,0,0.182318223999377,0.271540126894918,0,0,0,0,0,0,0.266987316389961,0,0,0,0,0,0,0,0.0124272607780795,0,0,0,0,0,0,0,0,0,0,0,0.0745770187147609,0,0,0
X601628.CH.EQUITY,0.325237567498526,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0563778102021339,0.0260362554928776,0,0,0,0.118371188164019,0,0,0,0.0876579155747653,0,0.230500611131048,0,0,0,0,0.150182899307482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.16382860945798,0,0,0,0,0,0,0.194452914550201,-0.0639612593887761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080588992299495,0,-0.212389583531302,0,0,0,0,0,0,0,0.73854391300366,0,0,0,0,0,0.447484611428213,0,-0.182025257973616,0,0,0
X601166.CH.EQUITY,0,0,0.237588438285541,0,0,0,0.438577199629225,0.0384024809216634,0,-0.0104530116217744,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0.00176289848797373,0,0,0,0.0934995237854536,0,0,0,0,0.364664915460681,0,0,0,0,0,0,-0.0219434798532672,0,0,0,0.0242220161065433,0,0,0,0,0,0,0,-0.177682175846945,0,0,0
X601328.CH.EQUITY,0,0,0.092186583697624,0,0,0,0,0,0,0,0,0,0.520539195111637,0,0,0,0,0,0,0,0,0,0.00194443303646497,0.218629832712103,0,0,0,0,0.0250401589457485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116847406882424,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0821184232968392,0.455393866239306,0,0,0,0.101980639589461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0672343992669169,0,0,0,0.097606361687771,0,0.0989584893812042,0,0,0,0,0
