,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,4.33680868994202e-19,0,0.370150900227348,0,0,0.099508193882466,0,0.319700174605489,0,-5.55111512312578e-17,0.0923886545072443,0,0,0,0,0,0.0891872555111766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162699848075619,0,0,0,0,0,0,0,0,0,0,0,0.00695880715842115,0,0,0,0,0
X601939.CH.EQUITY,0.423631846017555,0,0,0.0418151081543369,0,0,0,-0.115320147666369,0,0.045514404112871,-1.38777878078145e-17,0,0.431140046936873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0504291100904652,0,0,0,0,0,0,0,0.0482791302210551,0,0,0,0,0,0,0,0,0,0,0.0271054947989156,0,0,0.0390120423977294,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0700711493039319,0,0.0685534333369469,0,0,0.257847688203667,0,0,0,0,0,0,0,0,0,0,0,0,0.0963693411508488,0.00367078500395232,0,0,0,0,0,0,0,0,0,0,0.0474319933330758,0,0.0793206671332221,0.183090686391507,0,0,0,0,0,0.124980816940948,0,0,0,0,0,0
X601288.CH.EQUITY,0.414995160217803,0,0,0,0.399340742717187,0,0,0,0,0,0.0651494389040161,0,0,0,0,0.069662867559292,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340516051263964,0,0,0,0,0,-0.0144908941267372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.280761071456585,0,0,0,0,0,0.00355719187685017,0,0,0,0.00648811867957702,0,0,0,0.137555720964128,0,0.135441547242544,0,0,0,0,0,0,0,0,0,0,0.0682883313580444,0,0.00938615445328224,0,0,0,0.0419285796233972,0,0,0,0,0,0,0,0.172298083798239,0,0.139358383900644,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.316500495271044,0,0.107604857331385,0,0,0,0,0.418059861503978,0,0.146013344973267,0,0,0.490043170863027,-0.556736582813354,0.132655615100873,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117875493908042,0,0,0,0,0,0,0,-0.00221944274571799,0,-0.143931830430898
X600036.CH.EQUITY,0,0,0.0286161970884589,0,0,0.0498615264469764,0,0,0,0,0,0.327444915344159,0,0,0,0,0,0,0,0,0,0,0.0249804758592352,0,0,0,0,0.0919991419142122,0.00154400285886917,0,0,0,0,0.133287053993959,0,0,0,0,0,0,0.0719549359809768,0,0,0,0,0,0,0,0,0.27147264515909,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0180251379708456,0,0.0174234886569718,0,0,1.38777878078145e-17,0,0,0,0.330885008374852,0.00698519564909614,0,0,0,0.0970789079598247,0,0.0641555286629615,0,0,0,0.186847291476234,0,0,0,0,0,0,0,0,0,0.168012180515722,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0
X601628.CH.EQUITY,0.110948851344235,0,0,0,0,0,0,0,0,0,0,0.0271590715816737,0,0,0,0,0,0.190441359433537,0,0,0,0.0376921454975429,0,0.23148676384786,0,0,0,0,0,0,0.057463632257515,0,0,0,0,0,0,0,0,0.129764785815946,0,0,0,0,0,0,0,0,0,0,0.0217448947955777,0
X601658.CH.Equity,0,0,0,0,0.276504565975711,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.719190420845445,0,0,0,0,0,0,0,0,0.0405901618259152,0,-0.356470964932396,0,0,0,0,0.224927508941924,0,0,0,0,0
