,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X600999.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0409715007425723,0,0,0,0,0,0,0,0,0,0,0,0,0.542294100802519,0.675734503772053,0,-0.112198834854539,0,0.00656083067664181,0,0,-0.199952229958979,0,0.244772765981854,0,0,0,0,-0.0116770641204257,0,-0.0574360736325061,-0.311982831046635,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.185295178893734,0,0,0,0,0,0,0,0.0934507717412558,0,0,0,0,0.203740076190918,0,0,0,0,0,0,0,0,0.0880836063654964,0.0495349307855067,0,0,0,0,0,0,0.208961790990673,0,0,0,0,0,0,0,0,0,0.0314794677704591,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.815021742895452,0.0210144869237585,0.0101551774998086,0.0158533520861685,0,0,0,0,0,0,0,0,0,0,0,0.0588922871177421,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0.0351129334608326,0.0395850451396606,0,0,0,0,0,0,0,0,0,0,0.0590357730946389,0,0,0,0,0.0269959796668983,0,0,0
X601288.CH.EQUITY,0.0103660733954147,0,0.889064876595707,0,0,-0.0846251545501755,0,0,0,0,0,0,0,0.0148133143077077,0,0,0.0535862444264163,0.115952011726048,0,0,0,0,0,0,0,0,0.0448015042490073,-0.0173408856912177,0,0,0,0,0,0,0,0,0,0,0,-0.136925943779939,0,0,0,0,0,0,0,0,0,0,-0.0380686466916048,0
X601988.CH.EQUITY,0,0,0,0,0,-0.0399593806372374,0,0,0,0,0,-0.0368811789823012,0.969901919982321,0,0,0,0,-0.205488804457519,0,-0.164415389622265,-0.00448740011763834,0,0,0.309056192821396,0,0,0,0,0,0,-0.0316488733382432,-0.0206453619478766,-0.0659759582135311,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175511807208364,0,-0.0138918706566408,3.46944695195361e-18,0.102812954343673,0
X601628.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.91427830755257,0,0,0,0,0,0,0,0,0,0.0997820240259794,0,0,0,0,0,0,0,0,-0.11307744937854,0,0,0,0,0,0.0795024242922302,0,0,0,-0.0827904958894332,0,-0.0562454793541961,0,0,0.016365138208328,0,0,0.0372705307899226,0,0.0570112090647048,0
X600036.CH.EQUITY,0,0,0.371129143676107,0,0,0,0,0,0.00722956510745928,-0.0104865877628028,0,0,0,0,0,0.144003756955753,0,0,0,0.00516194328547709,0,0,0,0,0,0,0.161903771239659,0,0.0630926728170282,0,0,0,0.216573476471654,0,0,0,0,0,0,0,0,0,0,0,0.0162060687218436,0,0,0,0,0.0217888228327459,0.0535217704261225,0
X1299.HK.EQUITY,0,0.0645382918994495,0,0,0,0,0,0,0,0.001565777760159,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105950968063188,0,0,0.234943354953958,0,0.545346297023114,0.111636015283543,0.14669883659434,0,0,0,0,0,0,0,0,0,0,0.0953365848802436,0,0,-0.233398008048947,0,0,0,0,0,0.0927840528070836,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0722307507503151,0,0,0,0.271937902793258,0,0,0,0,0,0.278117747414467,0,0.2736008773394,0,0.108403908911248,0.0299357470206954,0,0,0,0.0292684833478259,0,0,0,0,0,0,-0.160488783690621,0,0,0,0.0967402341958221,-0.100804956875927,0.028124327314917,0,0,0,0,0,0.222574887802096,0
X388.HK.EQUITY,0,0,0,0,0,0.241363296215691,0,0,0,0,0,0,0,0.00301358797182013,0,0,0,0,-0.239677998538123,0,0,0,0,0,0,0.0290890238627799,0,0.373136266306471,0,0.0989567770617712,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199753967405298,0,0.022801401180704,0,0,0.0794307142787187,-0.235925236994966,-0.0383479621455489,0
