,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.373977021315901,0.010150396399803,0.02925564233354,0,0,0,0,0,0,0.214830223970525,0,0,0,0,0,0,0,0,0,0,0.111046136597954,0,0,0,0.0808826203791974,0,0,0,0.0196486668247364,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256462050645717,0.00228547913772908,0,0,0,0,0,0.0439249540768889,0,-0.138077857102459
X601939.CH.EQUITY,0.532052925748923,0,0,0.127164164624784,0,0,0,0,0,0,0.141067133603191,0,0,0,-0.0456381979450189,0,0,0,0,0,0,0,0,0,0,0.162986444489953,0,0,0,0,-0.0516907062599501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290736783224959,0,-0.00188369790567765,0
X601318.CH.EQUITY,0,0,0,-6.93889390390723e-18,0.2059524258561,0,0,0,0,0,0,0,0.133867200040975,0,0.0161119581469333,0,0,0,0,0,0,0.154318583806683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480662921150057,0,0,0,0,0,0,0.190158076239106,0,0,0,0,0,0
X601288.CH.EQUITY,0.299379312408327,0.088479245264617,0,0,0.179858708377363,0,0,0,0,0,0,0,0,0.19245418481164,0,0,0,0,0,0.0484209339054758,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123801382266957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.0461786937518567,0.459862102380191,0,0,0,0,0,0.235654104887098,0,0,0,0,0,0.273521076173182,0,0.0353322268668917,0,0,0,0,0,0,0.00251360892728326,0,0,0.109828886328316,0,0,0,0,0,0,0,0,0,-0.62844748972893,0,0,0,0,0,0,0,0,0,0,0,0.0567997928101302,0,0
X600036.CH.EQUITY,0,0.0666037854452258,0,0,0,0,0,0,0,0,0,0,0.199031714475464,0,0,0,0,0.00726233774579238,0,-1.0842021724855e-19,0,0.272911527293869,0,0,0,0,0,0,0,0,0,0.282307048105713,0,0,0,0,0,0,0,0,0.0710463694553846,0.0466503307055878,0,0.00571296340486002,0,0,0,0.099060080178691,-3.46944695195361e-18,0,0,0
X1299.HK.EQUITY,0,0,0.00267883714813525,0,0,0,0,0,0,0,0.134402478079964,0,0,0.18361781089857,0,0,0.239538551153601,0,0,0,0,0,0.207859116996248,0,0,0,0,0,0.0749536377180884,0,0,0,0,0,0,0,0,0,0.140797501900216,0,0,0,0,0,0,0,0,0,0,0,0.0369681390101552,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.38729114815879,0,0,-0.238440416025428,0,0,0,0,0,0.347564985712639,0,0,0.748399060666101,-0.0356044570550439,0,0,0.241006671500682,0,0,0,0,0,0.37594420699487,0,0,0,0,0,0,0,0,-0.235627561603433,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0562427441603523,0,0,0,0,0,0,0,0,0,-0.165149571069839,0,0,0,0,0.11309650471348,0,0,0,0,0.274253703690226,0,-4.33680868994202e-19,0,0,0,0,0.0549939067592527,0,0,0.012250586097096,0,0,0,0,0,0,0,0,0.281339364586768,0,0,0,0,0,0,0.0358461881341109,0,0,0.123719823537169,0
X601658.CH.Equity,0,0,0,0.133663448603808,0.165027027209103,0,0,0,0,0,0,0,0,0.118214040141426,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496334347513111,0.114835362487229,0,0,0,0,0,0,0,0.256238055585027,0,0,0,0,0,0,0,0,0,0,0,0.376716132788092,0,0,0.039260313280834
