,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.332007746908567,0.0168312793087864,0.337156896052432,0,0.028092259326892,0,0,0,0,0.0407016059795376,0,0,0,0,0,0,0,0,0,0,0,0,-0.0631359159334435,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303282785125333,0,0.110345131121322,0,0.0300869928964662,-0.0931705112399471
X601939.CH.EQUITY,0.460288273492955,0,0,0.152920704596171,0,0,-0.160603061635031,0,0,0,0,0,0.18894769084387,0,-0.0607808903380333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25602060056158,0,0,-0.0800052738926618,0
X601318.CH.EQUITY,0,0,0,0,0.22293029084622,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.047251481686904,0,0,0,0,0,0,0.196567441164418,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.239102325383929,0,0,0,0,0.212081920345115,0,0,0,0,0,0,0.0760830145673651,0,0
X601288.CH.EQUITY,0.500935431421292,0,0,0,0.19858914879577,0,0,0,0,0,0,0,0.0745694629363858,0,0,0,0,0,0,0.0127543855664806,0.1169757495957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0502315065505388,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,-6.93889390390723e-18,0,0.505435333623986,0,0,0,0,0,0.2161228541971,0,0,0,0,0,0.327554969880624,0,0.0760552600847427,0,0,0.0173857466653614,0,0,0,0,0,0.0215401929775933,0,0,0,0,0,0,0,0,0,-0.567347988624141,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.300686705191929,0,0,0,0,0,0.0724604689350727,0,0,0,0,0,0.00853626591015676,0,0,0,0,0,0.0441994807917676,0.186446478193822,0,0.0788253616536151,0,0,0,0,0.00294248937629493,0,0,0,0.180418140618874,0,0,0,0,0.111096686992425,0,0.0165711700927363,0,0,0
X1299.HK.EQUITY,0.0764867831890262,0,0,0,0,0,0,0,0.135200708208057,0,0,0,0.101686738819411,0,0,0,0,0,0,0,0,0,0.010239171406546,0,0,0,0,0.226862874780631,0,0,0,0,0,0,0,0.176028891138695,0,0,0,0,0,0,0.071488947088976,0,0,0,0.107193393866501,0,0,0,0,0
X5.HK.EQUITY,0,-0.0543462293462013,0,-0.124687635369923,0,0,0,0,0,0,0,0,0,0,-0.00835969860195428,0,0,0,0,0,0,0,-0.593871248632855,1.03799788866954,0,0,0,0,0.491187613264282,0,0,0,0,0,0,0,0,0,0.421928016869037,0,0,0,0,-0.103966895240482,0,0,0,0,0,0,0,-0.0731185392303806
X601628.CH.EQUITY,0.0163364967306693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0943467590773402,0,0,0.0771430949513833,0.107882874784586,0,0,0.0667221294725649,0,0,0.235915721845744,0,0,0,0,0,0,0,0,0,0.00792745120368178,0,0,0,0,0.128828937519211,0,0,0,0,0.149504257208386,-3.46944695195361e-18,0,0.0529372942421733,0
X601658.CH.Equity,0,0,0,0.0690357275577926,0.0713167406333615,0,0,0,0,0,0,0,0.2541388501974,-0.0390116682179478,0,0,0,0,0,0,0.0156588165887501,0,0,0,0,0,0.210731627231353,0.121747053562285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361962974319922,0,0,0,0
X601328.CH.EQUITY,0.122762020708478,0,0,0.299494177120709,0,0,0,-0.0956542942736411,0,0,0,0,0,0.160249803061472,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292426191254126,0,0,0,0.169061174385889,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688670719368599,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.431302148110611,0,0,0,0,0.0355177568994984,0,0.00710489884679286,0,0,0,0,0.0297101826407192,0,0,0,0,0,0,0,0,0,0,0,0,0.220576322473356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402895407539569,0.0372401822907833,0.105444782834517,0.0471744697638514,0,0,0
X600000.CH.EQUITY,0.193651282278023,0.103983159223723,0,0,0.0941966147977724,0,0.0128378104413647,0,0.0277743820680287,0,0,0,0,0,0,0,0.0448356385681475,0.0858832072451638,0,0.0211193586074402,0,0.105014668845399,0,0,0,0,0,0.0735688723945946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0679992609155175,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.34744297582263,0,0,0,0,0,0,0,0,0,0.0436500810790054,0,-8.67361737988404e-19,0,0.0942849264916138,0,0.129842346461975,1.40347106488692e-05,0,0,0.0764927825739131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497227517069302,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.0290322297947926,0,0,0,0,0,0,0,0.0574288555276886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056368342688651,0,0,0.345352243125161,0,0.130922054589247,0.039139314625627,0,0,0.180048480384207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0114516824726867,-0.0201421991838229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240618394112198,0,0,0,0,0,0.0378078012570111,0,0,0,0.147073360204042,0,0,0,0,0.0812876551520498,0,0,0,0.107740423859266,0.266675322555643,0,0,0,0,0.155474876063696,0,-0.0172250279995398
