,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.448303199442446,0,0.153426590352096,0.0206276239844456,0.00417004289492714,0,-0.0235550449270769,0,0,0,0,0,0,0,0.0483033226502886,0,0,-0.0622356858966561,0,0,0,0,0,0.0511275036636662,0,0,0,0,0,0,0,0,0,0.00735438411434951,0,0,0,0,0,0,0.0372289101209521,0.300890179157267,-0.0196992893519371,0,0,0,0,0,0.0152674477913225
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.00544104677596274,0,0,0,0,0,0.153842661025784,0,0,0,0.156626919927849,0,0,0,0,0,0,0,0,0.00477573668720372,0,0.127799941997248,0,0,0.0825096388201941,0,0.401074533541165,0,0.0316255241653604,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.0756124406335886,0,0.7819493993613,0,0,0,0,0,0.0384827826341768,0.0585334571563993,0,-0.0433261086627396,0.00710738333411151,0,0.0733615181634417,0,0,0,3.46944695195361e-18,0,0.00279824958064718,0,0,0,0,0.0427048096547097,0,0,0,0,0,0,0,0,0.077076322669177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0846415621808924,0,0.953385501981795,0,0,0.00648139197749508,0,-0.0529736165168772,0,0.0184154256106537,0,0,-0.037760544134482,0,0,0,0,0,0,0,0.0172055684130811,0,0,0,0,0,0,0,0,0,0,0,0.0322348997352612,0,0,0,0,0.00502178946955593,0,0,0,0,-0.066710160137015,0,0,0.0511902781699902,0,0,0,0,-0.13374931021092,0
X601628.CH.EQUITY,0,0,0,3.46944695195361e-18,0,0,0,0,-0.0307009441465876,0.257064664776304,0,2.77555756156289e-17,0,0,0,0,0,0,0.401758162167164,0,0,0,0,0,0,0,-0.0437128976416609,0,0,0,0,0,0,0,0.156845134837828,0,0,0,0,0,0,0,0,0,0,0.103306489998003,0,0.224457376349176,0,0,0,0
X600036.CH.EQUITY,0.176575903050778,0,-6.93889390390723e-18,0.305081122009959,0,0,0,0,0,-0.0321876509574292,0,0,0,0,0,0.128915629828137,0,0.0812188428307605,0.0141315959050809,0,0,0,0,0,0,0.125722567577618,0,0,0,0,0,0,0,0,0,0,0,0.0622732115740678,0,0,0,0,0,0,0.0308683057483516,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0409664935392103,-2.16840434497101e-19,0,0,0,0,-0.0830625144772619,0,0,0,0,0,0,0,0,0,0,0.0149053485253523,0,0,0,0,0,0,0,0,0,0,0,0,-0.00338403812447604,0,0,0,0,0,0,0,0,-0.0303840718183093,0,0,0,-0.0254352149940321,0,1.00703185460897,0,0,0
X1299.HK.EQUITY,0,0.0283545182522024,0,0,0,0,0,0,0,0.191270954842977,0,0,0.178088600987096,0,0,0,0,0,0,0,0,0,0.316544785976124,0,0,0,0,0,0,-0.0553597187917353,0.0478718592213705,0,0,0,0,0,0.0729143099492806,0.0718397558093039,0,0,0,0.163839227990316,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124782726637212,0,0,0,0,-0.191395561702396,0,0,0,0,0,0,0,0.0743311933008179,0,0.360623654840287,0.0907721762874041,0,0,0,0,-0.0727520680353649,0,0,0.207622258341271,0,0,0.0623634972509357,0,0,0.162342251059007,0.214793149511604,0.117380922697718,0,0,0,0.412591125240788,0,0
X388.HK.EQUITY,0,0.388297801546254,0,0,0.245371185455094,0,0,0.00100146648460155,0,0,0,0,0,0,0,0,0.0404519508246413,0,0,0,0,0,0,0,0.136789073356928,0,-0.0150826242353484,0,0,0,0,0,0,0,0,0,0,0.22471182533379,0,-0.14184414586377,0,0,-0.177960664460967,0,-0.14505448077976,0.317274833764289,0,0,0,-0.0622343733048224,0,0.0954667803317994
