,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.279069395660326,0.0524705566600422,0.0798707368541711,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0.156896814215355,0,0,-0.115658845148588,0,-0.244424211721338,0,0,0,-0.336392667780211,0,0.117075312595054,0,0.774431215330195,-0.000491768553352784,0,-0.0805516564624553,0,0.197048704578159,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.100000346060604,0,0.18484585653702,0.00995406600135639,0,0,0,0.0752667885578301,0,0.0778618114111058,0,0,0.0981396058917366,0,0,0.0936207866206024,0,0,0.0343593266605974,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0.1879454894964,0.0034167524030038,0.179997759178539,0,0,0.0327980473863884,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.152326826432735,0,0,0,0,0,0,0,0,0.250159222356733,0,0,0,0,0,0,0,0.127146906349489,0,0,0,0,0,0,0,0,0,0,0,0.11305798408032,0,0,0,-0.185102739360168,-0.173794749257025,0,0,0.133104574087378,0,0.481067384381993,0,0,0,0,0,0.0881864000278823,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.511138714762508,0,0.0285220911821868,0.573404619607705,0,0,0,0.44949509121048,0,0,0,0,0,0,0,0,0,-0.40975798624103,0,0,0,0,0,0,0,-0.705953700302199,0,0,0,0,0,0,-0.0506615610983651,0,0.525211796388533,0,0,0,0,0.149860739731616,0,0,-0.124962412059115,-0.352431420637423
X5.HK.EQUITY,-0.0836930775028871,-0.112470671494645,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597073618159242,0,0,0.401432062954669,0,-0.014765490346119,0,0,0.14142338116439,0.030855994419383,0,0,0,0,0,0,-0.0587237513926568,0,0,0,0,0,0,-0.144469802995722,0,0,0,0.0785736403498408,0,0,0,0,-0.12227439958804,0,0.0233956299120977,0
X601988.CH.EQUITY,-0.281455140695101,0,0,0,0.3479141774004,0,0,0,0,0,0,0,0,0,0,0,0,0.179199859755213,0,0,0.654168051329225,-0.0183709425285164,0,0,-0.0349744285525578,0,0,0,0,-0.480974784929198,0,0,0,0,0,0,0,0,0.080279694985655,0,0,0,0,0,0,0.105081655067535,0,0,0,0,0
X600036.CH.EQUITY,0,0.476814149248261,-0.048723136412239,0,0,0.0193780000253728,0,-0.114831213457644,0,0.476392400332564,0,0.109392046299287,0,0,0,0,0,0,0,0,0,-0.0807764786938117,0,0,0.304482889208908,0,0,0.101329247660017,0,0,0,0.0828325243362122,0,-0.285544182430153,0,0,0,0,0,0,0,0.10092123799104,0.118777044242988,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.174099715404911,0,0,0,0.0224813994394512,0,0,-0.164113047531492,0,0,0.0534983639366894,0.0323872695287952,0,0,0.0261936040625966,0,0,0.187503766836638,0,0,0,0.143260538206785,0,0,0.0208084790172748,3.46944695195361e-18,0.189295324150713,0,0,0,0,0,0.047845100149709,-0.0167843683924656,0,0,0,0,-0.165556337456436,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.134817510987666,0,0.0541239500136411,-0.00383355272282786,0,0,0,0,0,0.118093667349761,0,0,0.410389773662044,0,0,0,0,0,0,0.0368158027140262,0,0,0,0,0,0,-0.0355573708669425,0,0,0,-0.0678325397402824,0,0,0,0,0.169491767925753,0,0,0,0,0,0,0,0,0.135558925344793,0,0,0,0,0
X601328.CH.EQUITY,0,0.118155128780143,0.0669060499874871,0.0428936384393684,0,0,0.54611842763446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209697098153223,0.249524998845499,0,0,0,0,0,0,0,0,0,0,0,-0.0137586643360434,-0.0371266379393233,0,-0.0332724357251771,0,0,-6.93889390390723e-18,0,-0.36198321371229,0,0,-0.0273502131968817,0,0
