,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.29622093890173,0,0.00556559789219854,0,0,0.444310207843847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11530133297936,0,0,0,0.0651385043624132,0,0,0.0179410158713052,0,0,0,0,0,0,0,0.0769397631048267,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.194191925074831,0,0,0,0,0,0.203924460125638,0,0,0,0.0574779845068417,0,0.109057781440018,0,0,0.0736097644592189,0,0,0.0366286718447717,0,0,0,0,0,0,0,0.147280765032503,0,0,0,0,0,0,0.117631992409096,0,0.0337535558954167,0,0,0,0,0,0,0.0167860462372387,0,0,0,0,0,0,-0.0528956867307506
X601939.CH.EQUITY,0.46067212917037,0.153287399051722,0,0,0,0,0,0.226740953439323,0,0,0,0.0121703302566111,0,0,0,0,0,0,0,0,0,-0.133517375769543,0,0,0,0,0,0,0.135438233359197,-0.0234609608432172,0,0,0.114173334738478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132790331003089,0.161843685221811,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.568915516610227,0,-0.0831634077137531,0,0.0384167543695223,0,0,0,0,0,0,0,0,0.000389570140428496,0.0624393741011035,0.104643864010596,0.0765767905570921,0,0,0,0,0.114521884243759,0,0,0,0.0558152124957303,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540088551682171,0,0,0,0.00546165817382704,0
X600036.CH.EQUITY,0,0.156008996853132,0,0,0,0.0176625898117921,0,0,0,0,0,-0.00710440065317859,0.11263321782937,0,0,0.0297625353173114,0,0,0,0,0,0,0.0923483973991926,0,0,0,0.0847839466173906,0,0,0.0315830600156953,8.67361737988404e-19,0,0,0,0,0,0,0.053488134200315,0,0,0.0809294422815458,0,0,0,0,0,0,0,0,0.358497664268026,-0.287177379884467,0
X1299.HK.EQUITY,0,0,-0.155489195277556,0,0,0,0,0,0,0.174696066619005,0,0,0,0,0,0,0,0,0,0.147537645077948,0,0,0.066676092126314,0.160951837236304,0,0,0,0,0,0,0,0,0.0717407230104135,0,0,0,0,0.210684391058401,0.0262943551287034,0,0.0476952608668378,0.0725850186543593,1.73472347597681e-18,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.115415989020404,0,0,0,0,0,0,0,0,0,0,0,-0.0191085472462251,0,0,-0.126552194124125,0,0,0,-0.0161104606082965,0,0.16065408863201,0,0,0,0,-0.120627931420307,0,0,0,0,0,0,0.569503064181783,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00998180533530394
X601988.CH.EQUITY,0.123740437900311,0,0.100239491332019,0.318315303306277,0,0,0,0,0,0,0,0,0.273270308571922,0,0,0,0.0902433275108215,0,0,0,0,0,0.00934773828648413,0.0196589115736918,0,0,0,0,0,0,0.17114935159791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.27118465859962,0,0,0,0,0,0,0,0,0,0,0,-0.0297541042230368,-0.102742469933579,0,0,0,0,0,0,0,0,0.382090221133066,0,0.0733508925591624,0,0.0994879655592065,-0.0194576166337889,0,-0.0396347282335365,0,0.0683619857167058,0,0,0,0,0,0,-0.0530608801775822,0.209560923079604,0,0.0657319260884326,0,0,0,0.153532318548881,0,0,0,0.0287617305273471,0
X388.HK.EQUITY,0,0,0,0,-0.0734670294100791,0.243667523852663,0,0,0,0,0,0,0,0,-0.0100096602010556,0,0,0,0,-0.11361427311018,0,0.47577334942355,0,0,0,0,0,0.0261139769661394,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0.0800683195398347,0.13320907830399,0,-0.0815664505921856,0,0.15576202293874,0,-0.349703864481831,0.00485597880610906,0,0,0,0.170240022255127,0
