,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X600606.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0.115037873004266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110445282822199,0,0.378740813142269,0.497958947479268,0.0117300313398817,-0.220002067205044,0,0,0.287142228801752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.157914357585287,0,0,0.0635389842649654
X601318.CH.EQUITY,0,0,0,0,6.93889390390723e-18,0.151280760911376,0,0,0,-0.0105508220037013,0,0,0,0.200848424698779,0,0,0,0.0471918738972862,0,0,0,0,0,0,0,0,0,0,0,0,0.120890557045782,0,0.019753964323695,0,0,0.150061702175835,0.183663415572861,0,0,0,0,0,0,0,0,0,0,0,0,0.0848875925098739,0,0
X601939.CH.EQUITY,0,0.0689599651249527,0,0,0.80712069952938,0,0,0,0,0.00202759192258738,0,0,0,0,0,0.0834206548429739,0,0.0186162011594004,0.0584217238711131,0,0,0.00324014227762799,0,0,0,0,0.0104588750035822,0,0.00997528200374379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0288753557757691,0,0.406437012703647,0,0,0,0,0,0,0,0,0,0.0429661824919488,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404858674122686,0,0,0,0,0,0,0,0,0,0.0493671517756047,0.043677337090482,0,0,0,0.112474046648868,0.113932996772734
X601288.CH.EQUITY,-3.46944695195361e-18,0,1.0043711670495,-0.0440751134566412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0700020113185095,0,0,0,0,0,-0.00645900462708685,0,0,0,0,0,0,-0.0028213778085589,0,0,-0.0662969734577594,0,-0.0889200997570677,-0.0430201982698769
X600036.CH.EQUITY,0,0,0.366764298372123,0,0,0,0,0,0.046338914161212,-0.00593304501083921,0,0,0,0,0,0.146512646126906,0,0,0,0.00358551956097793,0.0477366996697171,0,0,0,0,0,0.0968686871282907,0,0.275419855551863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257727736353297,0,0,0,0,0,0.0429571065495746,0
X601988.CH.EQUITY,0,0,0,-0.083672412449415,0,0.0660518381633682,0,0,0,0,0,-0.0602717505198951,0,0.0794957279493406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0948952226371005,0,0,0,0,0,0,-0.019872233123774,0.988313736294905,0,0.0282515851022062
X1299.HK.EQUITY,0,0,0,0.158188681088991,0,0,0,0,0,0.132062267458985,0,0,0,0,0,0,0,0,0,0,0,0,-0.20812927728769,0,0,0.0835556682928707,0.419955943715201,0,0,0.163706976894328,0.380581571599571,0.0949005329888276,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,-0.172182491811427,0,0,0,0,0,0.088983374752779,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118093610694278,0,-0.0551823005058352,0,0,0,0,0,0,0,0.315481572972169,0.332256458515565,0,0,0,0,0,0,0,-0.209446144209743,0,0,0,0,0,0,0,0.0689730561416141,0,-0.0401012963820588,0,0,0.279598962758895,0,0.134184276272382,0
X388.HK.EQUITY,0,0,0,0.320091691340449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.270733563435617,0,0,0,0,0,0.480909217695575,0.0352156598492908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0910615713906703,0,0.0604222494678271,0,0,2.71050543121376e-20,0,-0.0761925496918475,0.0657374519814747
