,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.231765514653504,0,0,0,0,0,0,0,0,0,0,-0.270542846991554,0,0,0,0,0,0,0,0,0,0,0,-0.319262479330043,0,0,0.786027725150435,0,-0.180392460696128,0,0,-0.051094674457647,0.268731304948694,0,-0.0225148547145313,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.145279321504764,0,0.121544918122491,0.0318300927561557,0,0,0,0.0401780457401881,0,0,0.028708746222546,0.148349727517492,0,0,0,0,0,0,0.0402360836197779,0,0,0,0,0.0644852724482364,0,0,0,0,0,0,0,0,0,0.372370744137195,-0.0771696250588405,0.0273747223245918,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.229844889124422,0,0,0,0,0,0,0,0.0115117725674712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105002055954068,0,0,0,0,0.0386802315669911,0,0.0328524119366823,0,0,0,0,0,0,0.345348085814048,0,0,0,-0.00650139149663683,0.0961726173977203,0,-8.67361737988404e-19,0,0,0,0.0382477704840845,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.243198701043401,0,0,0,0.00654177159395842,0,0,0.0835520660257183,0,0,0,0,0,0.12645179749352,0,0,0,0,0,-0.0181977037975868,0,0.114873568109486,0,0,0,0,0,0,0,0,-0.076931431620309,-6.93889390390723e-18,0,0,0.292334237371567,0,0.00979500936254455,0,0.127942363612568,0,0,0,0.0814101432655204,0,0,0
X5.HK.EQUITY,-0.101902577015999,-0.252029146365363,0,0.113452597455791,0,0,0,0,0,0,0,0,0,0,0,0,0.326538116338447,0,0,0.126631565656967,0,0,0.198676641010295,0.405650208437389,0,0,0,0,0,-0.0539166387740605,0,0,0,0,0,0,0,0,0,0,0,0.181670331710045,0.0363027521552742,0,0,0,-0.0387475105580075,0,0,0,0
X601988.CH.EQUITY,0.19732740304182,0,0.00885898239533844,0.606374303942508,0,0,0,0,0,0,0.107226550606051,0,0.150342322604597,0,0,0.0980571890285013,-0.0850397264396564,0,0,0,0,0.0161956243002528,0,0.0304714200751065,0,-0.0145576016565645,0,0,0.00940505202878825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00714409094385664
X600036.CH.EQUITY,0,0.713713790940593,0.0213985394149534,0,0,0,0,0,-0.166033451728734,0,0,0,0,0,0,0,0,0,0.0039625144347783,0.102640100814337,0,0,0,0,0,0.0168161062690736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245082450306122,0,0,0,0.0383854375731014,0,0,0,1.38777878078145e-17,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394929449072972,0,-0.110248722343531,0.100936772726839,0.104871152562835,0,0,0.0256200831957709,0,0.0744053646888385,0.233330661509243,0,-0.163359889835882,0,0,0,0,0,0,0,0,0,0,-0.0307603511249454,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.168697175355787,0,0.0209908108671283,0,0,0,0,0,0,0,0,0,0.263446703120171,0,0,0,0,0,0,0,0,0,0,0.148375106222197,0,0,0,0,-0.0388533366869928,0,0,0,0,0,0,0.11327147328482,0,0,0.0978643881455433,0,0,0,0,0,0,0,0,0.0983253713549465,0,0
X601328.CH.EQUITY,0,0,0.0354401755341054,0.342654483842434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169432251130327,0,0,0,0.156703836052079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.338362374597661,0.227182341488402,0,0,0,0,0,0,0.471794829959345,0,0,0,0,0,0,0,0,0,0,-0.126986646674477,0,0,0,0,0,0,0,0,0.366975186079055,0,-0.0606599481765549,0,0.346937449492641,0,0,0,-0.159336631594856,-0.152517950082469,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.0153221034692484,0,0,0.113037738524483,0,0,0.266104675371503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374183128701132,0,0,0,0,0,0,0,0,0,0,0,0.0156209512634597,0,0,-0.00898576142953443,0,0,0.0715114103123234,0,0.194684913881423,0,0,0.0152838823388587,0,0
X601319.CH.EQUITY,0.0957932325892655,0,0,0,0,0,0,0,0.351661117115216,0,0,0,0,0,0,0,0,0,0,0.161839568897273,0,0,0,0.0831806654471371,0,0,0,0,0,-0.00119902291991729,0,0.0390618125681871,0,0,0,0,0,-0.0440205728716142,0,0,0,0,0,0,0.179265058977389,0,0.12709336968356,0.135661861728459,0,-0.036820616354449,0
