,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.141673829056703,0,0.0599627797323254,0,0,0,0,0,0,0,0.37313361700965,0.133034712301333,0,0,-0.157103252257784,0,0,0,0,0,0,0,0,0,0,0,0,0.0283366544915824,-1.73472347597681e-18,0,0,0,0,0,0,0.136545400784603,0,0,0,0,0,0.163557965009302,0,0,0,0.0436090155305811,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.042120156890983,0,0.130652060309627,0,0.0373790696847778,0,0,-0.149717385843797,0.0761080003552201,0.010790206473777,0,0,0,0,0,-0.0171072895691443,0,0,0,0,0,0,0,0,0,0,0.175052001443306,0,0,0,0,0,0,-0.230762078547362,0,0.373567540716563,0.101982813381004,0.196555516374156,0,0,0,0,0.187615950892918,0,0,0
X601939.CH.EQUITY,0.165851006151547,0,0,0.294803086815735,0,0.138135079522958,0,-0.0570611936095695,-0.0388809954957571,0,0,0,0,0,0.0414722637580313,0,0,0,0,0,-0.0135578541478485,0.0855443585794625,0,0,-0.0370188406016662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.490282841544214,-0.0710832959043465,0,0,0,0,-0.0222919730569517,0,0,0.0367821765033505,0,0,0
X601288.CH.EQUITY,0.450147328056015,0,0.173270779303885,0,0.0392284287451547,0.230980322982164,0,0,0,0,0,0,0,0.0422127363385343,-0.112772026887364,0,0,0,0,0,0,0,0,-0.0516945890970253,0,0,0,0,0,0,0,0,-0.0453315561167823,0,0.156128439407783,0,0,0,0,0.00340375865677116,0,0,0,0,0,0,0,0,0,0.25657196823654,0,0
X5.HK.EQUITY,0,-0.0696116589745436,0.127664009380359,0.0736618935107575,0,0.0694026696144319,0,-0.170619060796144,0,0,0,0,0.268131053091738,0,0,0,0,0,0,0.66652369656208,0,0,0,0,0.083036142671034,0,0,-0.124285558718719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121237456568837,0,0,0,0,0
X601988.CH.EQUITY,0.205764561396285,0,0.0197123849643995,0.0443590221988072,0,0,0,0,0.0478879330333134,0,0.0545795276054907,0.11388277066424,0,-0.401129612111567,0,0,0,0,0,0,0,0,0.513893226535489,0.0338210455985328,0,0,0,0.0292492058367831,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0538485817405211,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.00756943595371178,0,0,0,0,0,0.111195959463368,0,0,0,0,0,0,0.274614890654337,0.177002114596738,0,0.00420872308411153,0,0.0871523474257719,0,0,0,0,0,0,0,0,0,0,0,0,0.116822483421859,0,-0.00261724426363664,0,0,0,0,0,0,0,0.0939435406805295,0,0,0,0,0.128073640721438,0,0,0.0190893367003439,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0163548057286404,0.0160062253964839,0,0,0,0.213325690074611,0,0,0,-0.151603574467032,0,0,0,0.311782230245432,0.25565428023727,0,0,0,0.0510460325553075,0,0,0,0.11933461880211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0314430310167999,0,0.125779506199133,0,0,-0.0231437319190068,0,0
X601628.CH.EQUITY,0.402947912058043,0.276263147276968,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0200491280964854,0,0,0,-0.0401520227773528,0,0,0,0,0,0,0,0,0,-0.0120746306244756,0,0,0,0,0.077172502417609,0,-0.228348922391094,0,0,0,0,0,0,0,0,-0.118233500783637,0.164632161939106,0,-0.160886894212097,0,0.100231870319527,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
