,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.0981736006655599,0.034823508142308,0,0,0,0,0,-0.235349077064569,0,0,0,0,0,0,0,0,0,0,-0.01633156601847,0.0968346154362648,0,0.270276693029767,0.450256232000804,0,0,-0.0217187600232473,0,0.139952858313856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0638997060600062,0,0,0,0,0,0,0.174632358591622,0,0.0707284097028967,0.306425026538827,0,0,0,0,0,0,0,0,0,0,0.152206327450642,0,0,0,0,0.140113864679162,0.00743850426957352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063003236766366
X601939.CH.EQUITY,0,0.0253048647060874,0,0.763944226262322,0,0,0,0,0,0.00734978704534518,0.106616409820826,0,0,0,0,0,0.0889938148006039,-4.33680868994202e-19,0,0,0,0,0.0051460201264769,0,0,0,0,0.0122910309671493,0.0672978111255657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.977113115778792,0,-0.0195637758753788,0.0267299079268502,0,-0.0594968677856776,0,0.017973399375617,0,0,0,0,0,0,0,0,0,0,0.00289597524548871,0,0,0,0,0,0,0,0.0354100175629428,0,0,0,0,0,0,0,0,0,0.0206583304701151,0,-0.046305256966655,0,0,0,0,0.0651709902167869,0,0,0,0,-0.114307057735192,0
X601628.CH.EQUITY,0,0.01410637135461,0,0,0,0,0,0,-0.0642620419175301,0.23910150624184,0,0.34113026240736,0,0,0,0,0,0,0.245344939246067,0,0,0,0,0,0,0,0,0,-0.111041114556273,0,0,0,0,0,0,0,0.338051752116262,0,0,0,0,0,0,0,0,0.0623220859702349,0,0,0,0,0,0.0519239276070875
X600036.CH.EQUITY,0,0,0,0.348242682073325,0,0,0,0,0.0753061144970202,0,0,0,0,0,0.00436921807081332,0,0.0199590465097223,0.146513979454947,0,0,0,0,0,0,0,0,0.101177717238337,0,0,0.16837354968331,0,0,0,0.0260631869393795,0,0,0,0,0,0,0,0,0,0,0.037417971804325,0,0,0.0433666642924647,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0627033126204936,0,0.0132745981586384,0,0,-0.057211238735221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0730923408925146,0,0,0,0,0,-0.0256513294929461,0,0,0,0,0,0,0,0,0,0,0.000468120284955363,-0.134228677896716,0,0.999773016591192,0,0,0
X1299.HK.EQUITY,0,0.0129309127642141,0,0,0,0,0,0,0,0.163556470343886,0,0,0,0,0,0.00438282632311545,0,0,0,0,0,0.22166060378206,0,0,0,0.0194687033201759,0,0,0,0,0,0,0,0.235662472606246,0,0,0,0.0353372677625704,0.0870790975322488,0,0,0,0,0,0,0,0,0,0,0.198498583746073,0,-0.0960261201865542
X5.HK.EQUITY,0,0,0,0,0,0,0,-0.0228214862206689,0,0,0,0,0,0,0,0,0,0,-0.0700365992641882,0,0.0767101927953047,0,0,0,0.118822400958124,0.335788706740228,-0.0613823162040419,0,0,0,0,0,0,0,0,0,0,0,0.0286272634005036,-3.46944695195361e-18,0,0,0,0.070996744781367,0,0,0,0.0960695711166355,0,-0.318638668340713,0.236220795263624,0.0364611413353691
X388.HK.EQUITY,0,0,0,0,0.247946373477659,0,0,0,0,0,0,0,0,0,0,0.144945105839694,-0.166370303361183,0,0,0,0.231333345214514,0.334563155518933,0,0,0,0,0,0.240841627078833,0,0,0,0,0,0,0,0,0,0,0,0,-0.0509686251134079,0,0.154583483651018,-0.154849908458006,-0.10649340969641,0,0,-0.0743602967884747,0,0,0,0.101523261771651
X601658.CH.Equity,0,0.0320320623755375,0.329286738821132,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182969127683971,0.0287813227301789,0.15950338757912,0,0,0,0,0,0,0,0.0941186399314999,0,0.00464065788132323,0,0,0,0,0,0.0138320456093931,0,0.0332994831487489,0.0346941992124685,-0.0880252337983225,0,0,0.0875091451342615,0,0,0.0584935475226694,0.0392419443078627,0,0.0544899233559846,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.00786012569812897,0,0,0,-0.0303625833425096,0.0866060603814039,0,0,0.324581417976441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.0711232153320294,0,0,0,0,0,0,0.227904986655742,0,0.0495966556444202,-0.0362551373227649,0.0804636430910404,0,0,0,0,0,0.23938787156613,0,0
