,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X300059.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X1997.HK.EQUITY,X001979.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.238410217185768,0,0,0,0.342697339003042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263282817362726,0,0,0.0170208439318855,0,0,0,0.0119344285137191,0.0790352359269783,0,0.0778334132970157,0,0,0,0,0,0,0,0,0,0,0,0,0.0107629116661064,-0.0922589430052299,0,0,0
X601318.CH.EQUITY,0,0,0,0.10085874605696,0,0,0,0,0.188838320641917,0,0.0165005421482837,0,0.221920224397653,0.000834947079991544,0,0,0,0,0.086959305052934,0.139423747442484,0,0.0704826060967168,0,0,0,0,0,0.167993106726341,-3.46944695195361e-18,0,0,0.0182664708394222,0,0,0,0,0,0,0,0,0,0,0,0.130646726666453,0,-0.0638633347389974,0.00896793263820116,0.0180986575963885,0,0,0,0
X600036.CH.EQUITY,-0.0134324713851461,0,0,0,0,0.191929782603292,0,0,0,-0.0977824917013756,0,-0.047044262619727,0.109038841208888,0,0,0,0.099008781799578,0,0.161249924072653,0,0,0,0,0,0,0.413431757603993,0,0,0.0754032789442777,0,0,0,0,0,0,0,0,0,-0.0743631949333896,0,0,0,0,0,0,0,0,0,0,0,-0.0136280609539645,0
X601939.CH.EQUITY,0.525698635503926,0.1095245390667,0,0,0,0,0,0,0.129891040495365,0,0.199391900201495,0,0,0,0,0,0,0.147283786794562,0,0,0,0,0,0,0,0,0,0,0.161630715972126,0,0,0,0.0152880579516803,0,0,0,0.00285302295971373,0,0.0805411342641408,0,0,-0.109338189598845,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.0660772368835298,0,0.0941093473293303,0,0,0,0.541602391866524,0,-0.0526874736195332,0,0,0,0,0,0,0,0,0,0,0,0,0.0678211270256182,0,0,0,0,0,0.0591014453759101,0,0,0,0.05380655145533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432366363755555,0.0674476813564483,0,0
X1299.HK.EQUITY,0,0,0,0,-0.0504968376777034,0,0,-0.0715051983426248,0,0.141611032150677,0,0,0,0,0,0.0342528525347393,0,0,0,0,0,0,0.135935217529038,0,0,0,0,0,0,0,0,0,0.0748973486212975,0,0.0122086219104624,0,0,0,0,0.183881958893006,0,0.145509925569031,0.0932340598249864,0,0,0,0,0.0165727992853892,0.298126231982959,0,-0.111769594795773,0
X601628.CH.EQUITY,0,0,-0.0640474007367342,0,0,0,0,0,0,0.196346397638626,0,0,0,0,0.0123350405485511,0.0982371235376833,-0.0112951705698499,0,0,0,-0.0627786508793665,0,0.147908117436322,-0.0583568253926445,0,0,0,0,0,-0.0264350479815607,0,0,0,0,0,0,0,0.36964463933687,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.0350131060742208
X601988.CH.EQUITY,0.182616462756501,0,0,0,0.410910630797408,0,0,0,-0.0417725524901683,0,0,0.0775013644678329,-0.0767824346600746,0,0,0,0,0.0784264026576974,0,0,0,0,0,0,0.0363974648104874,0,0,0,0,0,0,0,-0.135176516180027,0,0,-2.16840434497101e-19,0.00385017136844605,0,0,0,0,0.128868102843075,0,0.171022186484923,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.188899703094481,0,0,0,0,0,0,0,-0.119102609766346,0.00875778862175978,0.0930450390890478,0,0,0,0,0,0,0,0,0,0,0.22396607910585,0,0,0,0.158747351005663,0,0,0,0,0,0.11354810076381,0,0,0,0,0,0.235198489513074,0.117142542121819,0,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,-0.0803836814939545,0,0,0,-0.0953102214346997,0,-0.0720085822555188,0,0,0,0,0,0,0,0,0,0,0,-0.0133774211197502,0,0,0,0,0,0,0,0,0,0,0,-0.200151014694972,0,0,0,0,0.0936281396012054,0,0,0,0,0,0.464605313737618,0.0508682976796059,0,0,0,0.123305974629289,0,0.134248685443282,0
