,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X000001.CH.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X002142.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X12.HK.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.182340873733467,0.102837013079276,0,0,0.340546962702293,0,0,0.0134132597560633,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228352170297297,0,0,0,0.0925051501922525,0,0,0,0.110058159044604,0.0518232266638218,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0392647631790791,0.00420307186312821,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0581701764257941,0,0,0.243161441686455,0,0,0.304360748639257,0,0.0357984613259088,0,0.0427938577774341,0.0125690734051452,0,0,0.188318677465977,0,0,0,0,0,0,0,0,0,0,0,0.0632375729658819,0,0,0,0.238701484559495,0,0.00239446949985858,0,0,0,-0.0540426685266033,0,0,0,0,0,0,0,0.010201180048371,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.131937514619622,0,0,0,0,0,0.228172469737736,0,0,0.0912394194744191,0,0,0,0,0,0,0,0,0,0.0479400509010891,0.119207309197602,0,0.0557149993766315,0,0,0,0,0.0768264011594956,0,0,0,0,-0.126177349976881,0,0,0,0,-0.0815787961324824,0,0,0,0,0,0,0.244028774659597,-0.144409280754974,3.46944695195361e-18
X601939.CH.EQUITY,0.565844914381694,0.0715994485920138,0,0,0,0,0,0,0.171226122523939,0,0,0,0,0,0,0,0,0,0.0884663803779225,0,0,0,0,0,0,0,0,0.125385030100302,0,0,0,0,0,0,0,0,0.115139732037596,0.051232164460139,0,0,0,0,0,0,0,0,0,0,0,0.117455565139754,0.0459936642967878,0
X601288.CH.EQUITY,0,0,0,0.0751667389432873,0,0,0,0.391323638084776,0,0,0.079273282428732,0.0114139805713839,4.33680868994202e-19,0,0,0,0,0.108386011074754,0,0,0,0.0194690232727058,0,0,0.178533254596523,0,0,0.0214884664555104,0,0,0,0,0.177540214555689,0,0,0,-0.0137950537434343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.00745788016986744,0.129342671780635,0.238313044919166,0,0,0,0,0,0.163302477473795,0,0,0,-0.221984962174231,0.0969789885621604,0,0,0,0,0,0.0106365811258267,0,0,0.147355756764314,0,0,0,0,0,0,0,0.0324293989354308,0,0.140805665800073,0,0,0.0984540135228863,0,0,0,0,0.325163785830201,0,0,0,-0.0594872677862109
X601628.CH.EQUITY,0,0,-0.143083802019359,0,0,0,0,0,0,0.0970819908467027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496810416748268,0.098958882305756,0,0,0,-0.042465638386232,0,-0.0832249001044677,0,0,0.370440155579889,0,0,-0.000517341731346821,0.369276461624675,0,0,0.0497878312969652,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.176473703548548,0,0,0,0.379191671497675,0,0,0,-0.0653794918084401,-0.0275016476492769,0,-0.121661313655012,0.0704206305321614,0,0,0,0,0,0.145571168259308,0.098905226773655,0,-1.73472347597681e-18,0,0,0.0706953384033017,0.0662439289973302,0,0,0,0,0,0,-0.13083956624872,0,0,0,0,0,0,0.084791549736884,0,0,0,0,0,6.93889390390723e-18,0,0,0.0949058378897737,0,0,0
X5.HK.EQUITY,0,0.12397283094907,0,0.0974000891307589,0,0,0,0,0,-0.140371776226332,0.0703191403838416,0,0.0715471402254449,0,0,0,0,0,0,0,0,0,0,0.201807829064371,0,0,0.174033849489619,0,0,0,0,0,0,0,0,0,0,0.279321673126018,0,0,0,0,0,0,0,0,0.0401308496319817,0,0,0,0,-0.0517508523737856
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0925222761133515,0.263320165424333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11091147317418,-0.0427645529390523,0,0,-0.159286311302718,0,0.0779978412575541,0,0,0,0,0,0.1645637457594,0,0.10455579228024,0,0,0,0,-0.479257852029644
X601166.CH.EQUITY,0,0,0,0.142128573275092,0,0,0,0,0,-0.180463807155431,0,0.598724500840221,0,0,0,0,0,0,0,0,-0.0557728948020235,0,0,0,0,0,0,0.0445774977774288,-0.00325559068643686,0,0.0859704703299796,0.0867720239920279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0774199814900821,0,0,0,-0.0364558902330405,0
X000001.CH.EQUITY,0,0.0918359395086489,0.0461490877088427,0,0,0,0,0,-0.119260383265797,0,0.369683989583062,0,0,0,0,0,0.179766345617306,0,0,0,0,0.379645421032057,-0.0832796782981607,0,-0.0111978191809509,0,0,0,0,0,0,0,0,-0.0639655653144582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0626362063505932,0
X601658.CH.Equity,0,0,0,0,0,0,0.0556423533861508,0.524231448818068,0.0141153224053881,0,0,0.018662250171082,0,0,0,0.282134202309606,0,0,0,-0.102865846867166,0,0,0,0,0,0,0,0.0304349526919278,-0.231861720925789,0,0,0,0,0,0,0,0,0,0,0.189500844715456,0,0,0,0,0,0,0,0,0,0,0.216450681181351,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0056264964001012,0,0,0,0,0,0,0,0.200611889938768,0,0,0,0,0,0,0,0,0.0130481219485166,0,0,0,0,0,0.437040684721945,0.227469503931675,0,0,0,0,0,0,0,0.038640144336999,0,0,0,0,0.0989921822877038,0,0,0
X000002.CH.EQUITY,-0.012402220244378,0,0.116308127081905,0,0,0,0,0,0,0,0,0,0.0111898111492673,0,0,0,0,0,0,0,0,0.166990002498157,0,0,0.178901683044677,-0.123276011180248,0,0,0,0,0.159805570416633,0.580217332733403,0,0,0,0,0,0.00723918219488053,0,0,0,0,0,0,0,0,0,0,0,0,0.082917457050515,0
X601601.CH.EQUITY,0,0.402048621467829,0,0,0,0.11278283295566,0,0,0,0,0,0,0,0,0,0,0,0,0.0340696784993072,0,0,0,0,0.0939026397521128,0,0,0,0.0282000235745718,0,0,0.221112393155348,0,0,0,0,0,0,0,0.195882493484456,0,0,0.181137615197622,0,-0.0467336841326687,0,0,0,0,0,0,-0.0718062779650661,0
X300059.CH.EQUITY,0,0.102572551305984,0,-0.111730124968302,0,0,0,0,0,0,0,0,0,0.335493606995165,0,0,0,0,0,0.131345667994781,0,0,0.0773528563854363,-0.0946486892728515,0,0,0,0,0.197299354879098,0,-0.00834609935025813,0,0,0,0,0.292762994597619,0,0,0,0,0,0,0.0454084922086772,0,0,0,0,-0.0153087484880202,0.0121359609156643,0,0,0
