,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.634457551843003,0,0,0.0231834712621756,0,0,0,0,0,0,0,0.0809435688802207,0,0,0,0,0,0.141156662543771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,-0.0106105984579679,0,0,0.116436928437134,0,0,0,0.0231451837281434,0,-0.040396839494941,-0.0379309389299335,0,0,-0.0234489617435938,0,-0.00178879150364536
X601939.CH.EQUITY,0.181093409488099,0,0,0.258958874677462,0,0.346142063676349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760955240086158,0,0,0,0,0,0.120720469573976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0.0847444978031466,0,0,0,0,0,0,0.00711795825500158,0.0593731783162211,0,0,0,0,0,0,0,0.0257046114540393,0.113073831275197,0,0,0,0,0,0,0,0,0,0,0,0,0.0893405585834042,0,0.167220539360066,0.0317481677467219,0,0,0,0.11028207446834,0,0,0,0,0.223106193031601,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.323465045851616,0,0,0,-0.039726904111047,0.0300916539766942,0,0,0,0.131382969464384,0,0,0,0,0,0,0,0,0.0698344630640853,0,0,0,0,0,0.0180352944378253,0.242043901897715,0,0.074674726902414,0,0.0836202608211399,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0584849936103666,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.102946758688262,0.120505782154676,0,0,0.225356881186045,0,0,0,0,0.386014318639697,0,0,0,-0.187337420765549,0,0,0,0,0,0,0,0,0,0,0.0684216256727289,0,0,0,0.00595730431416264,0,-0.122594607122861,0.0299424527179164,0,0,0,0,0,0,0,-0.564679701872608,0,0,0,0,0,-0.28655037214279
X601988.CH.EQUITY,0.0510732241137746,0.00440828046339371,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.686295452130044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00777323979122656,0,0,0,0,0,0,0,0,0,0.135199051675611,0.080774134328885,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0525121425166898,0,0,0.278789812929818,0,0,0,0.0856046095751414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169384897870715,0,0,0,0,0,0,0,0,0.112797138564832,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250429741256065,0.000775117816919061,0,0,0,0,0,0,0.775033741955309,0,0,0,0.104333289930819,0.00419517326406815,0,0.000700083101345981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.135483401511879,0.0673020772647307,0,0,0,0,0,0,0,0,0,0,0,0.0295808822176879,0.00342723774160042,0,0,0,0,0,0,0,0,0.0702662304100942,0,0,0,0,0,0,0,0,0,0,0.319929768117793,0,0,0,0,0,0.209950910392669,0.0698305384326608,-0.0271523312806895,0,0,0,0,0,0
X601328.CH.EQUITY,0.0016267458816025,0,0,0,0,0,0,0.170595437239699,0,0,0.03797577658807,0.147451194748266,0,0,0,0,0,0,0,0,0,0.251181901284664,0,0,0,0,0.0313579251078249,0,0,0,0,0,-0.00875662463052012,0.0403739728482861,0,0,0.00078004250163859,0,0.252477858354551,0.0685630434608158,0,0.0396112297057691,0,0,0,0,0,0,0,0,0
